Date,TXN
2015-06-26,39.15964889526367
2015-06-29,38.13808059692383
2015-06-30,38.13068771362305
2015-07-01,38.42678451538086
2015-07-02,38.471214294433594
2015-07-06,38.041866302490234
2015-07-07,37.90860366821289
2015-07-08,36.664981842041016
2015-07-09,35.61382293701172
2015-07-10,36.28004837036133
2015-07-13,36.516937255859375
2015-07-14,36.83524703979492
2015-07-15,36.635379791259766
2015-07-16,36.539146423339844
2015-07-17,36.539146423339844
2015-07-20,37.07952880859375
2015-07-21,37.18315505981445
2015-07-22,36.494728088378906
2015-07-23,37.39043426513672
2015-07-24,36.294857025146484
2015-07-27,36.294857025146484
2015-07-28,37.072120666503906
2015-07-29,37.23609161376953
2015-07-30,37.44479751586914
2015-07-31,37.251007080078125
2015-08-03,37.332984924316406
2015-08-04,37.14665222167969
2015-08-05,37.906883239746094
2015-08-06,37.452239990234375
2015-08-07,37.50440979003906
2015-08-10,38.81616973876953
2015-08-11,37.74290466308594
2015-08-12,38.093204498291016
2015-08-13,37.7354621887207
2015-08-14,37.74290466308594
2015-08-17,37.93669128417969
2015-08-18,37.19883346557617
2015-08-19,36.669654846191406
2015-08-20,35.350433349609375
2015-08-21,34.25480651855469
2015-08-24,33.457332611083984
2015-08-25,32.436248779296875
2015-08-26,33.84489822387695
2015-08-27,35.07468032836914
2015-08-28,35.767818450927734
2015-08-31,35.65602493286133
2015-09-01,34.53804397583008
2015-09-02,35.290802001953125
2015-09-03,35.3727912902832
2015-09-04,34.67964553833008
2015-09-08,36.28953170776367
2015-09-09,35.48460388183594
2015-09-10,35.335533142089844
2015-09-11,35.45478057861328
2015-09-14,35.648563385009766
2015-09-15,35.99887466430664
2015-09-16,36.297000885009766
2015-09-17,35.88706970214844
2015-09-18,35.62621307373047
2015-09-21,35.36534881591797
2015-09-22,34.739280700683594
2015-09-23,34.7169189453125
2015-09-24,34.84362030029297
2015-09-25,35.156654357910156
2015-09-28,34.99269104003906
2015-09-29,35.424964904785156
2015-09-30,36.90816116333008
2015-10-01,36.10321044921875
2015-10-02,36.34917068481445
2015-10-05,37.36280059814453
2015-10-06,37.6087532043457
2015-10-07,38.04102325439453
2015-10-08,38.3987922668457
2015-10-09,37.914344787597656
2015-10-12,38.26463317871094
2015-10-13,37.944149017333984
2015-10-14,39.24100112915039
2015-10-15,39.0770263671875
2015-10-16,39.181373596191406
2015-10-19,39.23354721069336
2015-10-20,39.0770263671875
2015-10-21,38.68201446533203
2015-10-22,43.295536041259766
2015-10-23,43.958866119384766
2015-10-26,43.8321533203125
2015-10-27,43.54149627685547
2015-10-28,44.014095306396484
2015-10-29,42.43868637084961
2015-10-30,42.55122756958008
2015-11-02,42.753761291503906
2015-11-03,42.873809814453125
2015-11-04,42.723777770996094
2015-11-05,43.06135559082031
2015-11-06,43.23390579223633
2015-11-09,42.918819427490234
2015-11-10,42.78378677368164
2015-11-11,43.21139907836914
2015-11-12,42.513710021972656
2015-11-13,42.10859680175781
2015-11-16,42.671241760253906
2015-11-17,42.813785552978516
2015-11-18,43.481475830078125
2015-11-19,43.473976135253906
2015-11-20,43.601505279541016
2015-11-23,43.02383804321289
2015-11-24,43.39894485473633
2015-11-25,42.96382141113281
2015-11-27,43.17387771606445
2015-11-30,43.601505279541016
2015-12-01,43.74404525756836
2015-12-02,43.17387771606445
2015-12-03,43.278907775878906
2015-12-04,44.171653747558594
2015-12-07,43.77404022216797
2015-12-08,43.26389694213867
2015-12-09,42.58123016357422
2015-12-10,42.70877456665039
2015-12-11,42.168617248535156
2015-12-14,42.17612075805664
2015-12-15,43.17387771606445
2015-12-16,43.56398391723633
2015-12-17,42.4086799621582
2015-12-18,41.21587371826172
2015-12-21,41.87604522705078
2015-12-22,41.718505859375
2015-12-23,42.536224365234375
2015-12-24,42.57373046875
2015-12-28,42.32616424560547
2015-12-29,42.77628707885742
2015-12-30,42.13111877441406
2015-12-31,41.11835479736328
