Date,GLW
2015-01-02,17.178438186645508
2015-01-05,16.939538955688477
2015-01-06,16.648378372192383
2015-01-07,16.887283325195312
2015-01-08,17.43227195739746
2015-01-09,17.402406692504883
2015-01-12,17.380014419555664
2015-01-13,17.2829532623291
2015-01-14,17.35761833190918
2015-01-15,17.18590545654297
2015-01-16,17.297889709472656
2015-01-20,17.2829532623291
2015-01-21,17.387479782104492
2015-01-22,17.708505630493164
2015-01-23,17.80554962158203
2015-01-26,17.8503475189209
2015-01-27,18.462535858154297
2015-01-28,18.081783294677734
2015-01-29,17.760757446289062
2015-01-30,17.745826721191406
2015-02-02,18.029518127441406
2015-02-03,18.1788330078125
2015-02-04,18.119115829467773
2015-02-05,18.275888442993164
2015-02-06,18.074317932128906
2015-02-09,18.096717834472656
2015-02-10,18.552122116088867
2015-02-11,18.328144073486328
2015-02-12,18.559587478637695
2015-02-13,18.664100646972656
2015-02-17,18.365478515625
2015-02-18,18.387866973876953
2015-02-19,18.402801513671875
2015-02-20,18.63423728942871
2015-02-23,18.49985694885254
2015-02-24,18.49985694885254
2015-02-25,18.454845428466797
2015-02-26,18.357318878173828
2015-02-27,18.30480194091797
2015-03-02,18.477352142333984
2015-03-03,18.454845428466797
2015-03-04,18.567378997802734
2015-03-05,18.469852447509766
2015-03-06,18.027238845825195
2015-03-09,17.824684143066406
2015-03-10,17.29204750061035
2015-03-11,17.02947235107422
2015-03-12,17.35205841064453
2015-03-13,17.254531860351562
2015-03-16,17.78717041015625
2015-03-17,17.5321102142334
2015-03-18,17.824684143066406
2015-03-19,17.35205841064453
2015-03-20,17.54710578918457
2015-03-23,17.607126235961914
2015-03-24,17.562114715576172
2015-03-25,17.036970138549805
2015-03-26,16.856929779052734
2015-03-27,17.059480667114258
2015-03-30,17.434585571289062
2015-03-31,17.014467239379883
2015-04-01,16.691884994506836
2015-04-02,16.744400024414062
2015-04-06,16.781911849975586
2015-04-07,16.504337310791016
2015-04-08,16.549339294433594
2015-04-09,16.684383392333984
2015-04-10,16.819419860839844
2015-04-13,16.77440643310547
2015-04-14,16.759403228759766
2015-04-15,16.75189971923828
2015-04-16,16.984458923339844
2015-04-17,16.849428176879883
2015-04-20,17.014467239379883
2015-04-21,16.961952209472656
2015-04-22,16.834423065185547
2015-04-23,17.096988677978516
2015-04-24,16.89443588256836
2015-04-27,16.789409637451172
2015-04-28,16.556846618652344
2015-04-29,16.02420997619629
2015-04-30,15.70162582397461
2015-05-01,16.084228515625
2015-05-04,16.084228515625
2015-05-05,15.604104995727539
2015-05-06,15.799149513244629
2015-05-07,15.784146308898926
2015-05-08,15.86666488647461
2015-05-11,15.986695289611816
2015-05-12,15.746630668640137
2015-05-13,15.814152717590332
2015-05-14,16.031715393066406
2015-05-15,15.971695899963379
2015-05-18,16.016704559326172
2015-05-19,16.121734619140625
2015-05-20,16.196752548217773
2015-05-21,16.36929702758789
2015-05-22,16.129241943359375
2015-05-26,15.911675453186035
2015-05-27,15.94186019897461
2015-05-28,15.881494522094727
2015-05-29,15.78342056274414
