Date,STX
2015-01-02,39.580352783203125
2015-01-05,39.37053298950195
2015-01-06,38.28538131713867
2015-01-07,38.53119659423828
2015-01-08,39.22663116455078
2015-01-09,39.832157135009766
2015-01-12,38.992828369140625
2015-01-13,38.81896209716797
2015-01-14,38.72304153442383
2015-01-15,37.33815002441406
2015-01-16,38.0156135559082
2015-01-20,37.84174346923828
2015-01-21,37.94366455078125
2015-01-22,38.33336639404297
2015-01-23,38.357337951660156
2015-01-26,35.407691955566406
2015-01-27,34.21465301513672
2015-01-28,34.49042510986328
2015-01-29,35.191864013671875
2015-01-30,33.83694076538086
2015-02-02,34.65229415893555
2015-02-03,35.521610260009766
2015-02-04,35.92927551269531
2015-02-05,36.217044830322266
2015-02-06,36.25938415527344
2015-02-09,36.53765869140625
2015-02-10,36.41667175292969
2015-02-11,36.779632568359375
2015-02-12,36.99740219116211
2015-02-13,37.408756256103516
2015-02-17,36.99134826660156
2015-02-18,37.009498596191406
2015-02-19,37.17888259887695
2015-02-20,37.61442184448242
2015-02-23,37.499488830566406
2015-02-24,36.71914291381836
2015-02-25,36.30778503417969
2015-02-26,36.70703887939453
2015-02-27,36.97321319580078
2015-03-02,37.23937225341797
2015-03-03,35.581878662109375
2015-03-04,35.13422775268555
2015-03-05,35.35200500488281
2015-03-06,34.42041015625
2015-03-09,34.46881103515625
2015-03-10,32.91414260864258
2015-03-11,32.88389587402344
2015-03-12,32.992794036865234
2015-03-13,32.520938873291016
2015-03-16,33.17425537109375
2015-03-17,32.466487884521484
2015-03-18,33.4525260925293
2015-03-19,33.70054626464844
2015-03-20,34.18449401855469
2015-03-23,33.78524398803711
2015-03-24,33.47067642211914
2015-03-25,32.430198669433594
2015-03-26,32.381797790527344
2015-03-27,31.916004180908203
2015-03-30,32.10957717895508
2015-03-31,31.474414825439453
2015-04-01,31.329225540161133
2015-04-02,31.728487014770508
2015-04-06,31.903921127319336
2015-04-07,32.5148811340332
2015-04-08,32.24872589111328
2015-04-09,33.083518981933594
2015-04-10,33.62191390991211
2015-04-13,33.51905822753906
2015-04-14,33.736839294433594
2015-04-15,34.28128433227539
2015-04-16,33.851776123046875
2015-04-17,34.74102020263672
2015-04-20,35.775447845458984
2015-04-21,35.333858489990234
2015-04-22,35.22496795654297
2015-04-23,35.53953170776367
2015-04-24,35.29150390625
2015-04-27,35.03742980957031
2015-04-28,35.69075012207031
2015-04-29,35.513702392578125
2015-04-30,35.8494987487793
2015-05-01,36.405059814453125
2015-05-04,36.14864730834961
2015-05-05,35.22676467895508
2015-05-06,34.36594009399414
2015-05-07,34.451412200927734
2015-05-08,34.9459228515625
2015-05-11,34.65287780761719
2015-05-12,34.28656768798828
2015-05-13,34.54909896850586
2015-05-14,35.06192398071289
2015-05-15,34.73225402832031
2015-05-18,34.73836135864258
2015-05-19,33.669960021972656
2015-05-20,33.33418273925781
2015-05-21,33.80426025390625
2015-05-22,34.0606803894043
2015-05-26,33.328067779541016
2015-05-27,33.785953521728516
2015-05-28,34.41478729248047
2015-05-29,33.96910858154297
2015-06-01,33.700477600097656
2015-06-02,33.755428314208984
2015-06-03,33.987422943115234
2015-06-04,33.29754638671875
2015-06-05,33.23038101196289
2015-06-08,32.38175964355469
2015-06-09,32.12534713745117
2015-06-10,32.71754837036133
2015-06-11,33.15101623535156
2015-06-12,32.69312286376953
2015-06-15,32.583221435546875
2015-06-16,32.47943878173828
2015-06-17,32.46723937988281
2015-06-18,33.05333709716797
2015-06-19,32.57102584838867
2015-06-22,32.88848114013672
2015-06-23,31.92386817932129
2015-06-24,31.728515625
2015-06-25,30.947050094604492
2015-06-26,30.562423706054688
2015-06-29,29.9274959564209
2015-06-30,28.999509811401367
2015-07-01,29.042236328125
2015-07-02,29.39633560180664
2015-07-06,28.706451416015625
2015-07-07,29.194860458374023
2015-07-08,28.32794189453125
2015-07-09,28.108154296875
2015-07-10,28.053207397460938
2015-07-13,28.254674911499023
2015-07-14,29.066661834716797
2015-07-15,28.877408981323242
2015-07-16,29.24371337890625
2015-07-17,29.39633560180664
2015-07-20,29.139917373657227
2015-07-21,29.37192153930664
2015-07-22,29.9519100189209
2015-07-23,29.310869216918945
2015-07-24,28.889616012573242
2015-07-27,29.24982452392578
2015-07-28,29.83591079711914
2015-07-29,30.171693801879883
2015-07-30,31.3133544921875
2015-07-31,30.892099380493164
2015-08-03,31.417146682739258
2015-08-04,31.37441635131836
2015-08-05,31.661357879638672
2015-08-06,31.331663131713867
2015-08-07,30.535730361938477
2015-08-10,31.553796768188477
2015-08-11,31.473581314086914
2015-08-12,31.8499698638916
2015-08-13,31.695720672607422
2015-08-14,32.096771240234375
2015-08-17,32.3620719909668
2015-08-18,32.11528015136719
2015-08-19,30.49871253967285
2015-08-20,30.017452239990234
2015-08-21,30.060640335083008
2015-08-24,29.381925582885742
2015-08-25,28.585987091064453
2015-08-26,29.548524856567383
2015-08-27,30.87508773803711
2015-08-28,31.26997184753418
2015-08-31,31.714214324951172
2015-09-01,31.220609664916992
2015-09-02,30.708494186401367
2015-09-03,30.535730361938477
2015-09-04,29.745967864990234
2015-09-08,30.609769821166992
2015-09-09,30.912113189697266
2015-09-10,30.369142532348633
2015-09-11,30.19638442993164
2015-09-14,29.81999969482422
2015-09-15,29.992761611938477
2015-09-16,30.325956344604492
2015-09-17,29.468305587768555
2015-09-18,28.166419982910156
2015-09-21,28.50577163696289
2015-09-22,27.01878547668457
2015-09-23,26.870710372924805
2015-09-24,27.210058212280273
2015-09-25,26.463472366333008
2015-09-28,25.95754051208496
2015-09-29,25.778606414794922
2015-09-30,27.641965866088867
2015-10-01,26.44497299194336
2015-10-02,26.642417907714844
2015-10-05,27.66664695739746
2015-10-06,28.50577163696289
2015-10-07,29.178314208984375
2015-10-08,29.81999969482422
2015-10-09,30.251903533935547
2015-10-12,30.24574089050293
2015-10-13,29.998933792114258
2015-10-14,29.492984771728516
2015-10-15,25.568815231323242
2015-10-16,24.408851623535156
2015-10-19,23.909061431884766
2015-10-20,23.76715660095215
2015-10-21,22.909517288208008
2015-10-22,24.211400985717773
2015-10-23,25.3898868560791
2015-10-26,24.40266990661621
2015-10-27,24.186723709106445
2015-10-28,24.273096084594727
2015-10-29,23.48332977294922
2015-10-30,23.48332977294922
2015-11-02,23.989282608032227
2015-11-03,24.90862464904785
2015-11-04,24.32570457458496
2015-11-05,24.36330795288086
2015-11-06,24.32570457458496
2015-11-09,23.993497848510742
2015-11-10,22.902883529663086
2015-11-11,22.639636993408203
2015-11-12,21.360994338989258
2015-11-13,20.727935791015625
2015-11-16,21.498889923095703
2015-11-17,21.235631942749023
2015-11-18,21.549028396606445
2015-11-19,21.486343383789062
2015-11-20,21.56783103942871
2015-11-23,21.749603271484375
2015-11-24,21.480085372924805
2015-11-25,21.66811180114746
2015-11-27,21.69945526123047
2015-11-30,22.52681541442871
2015-12-01,22.88408851623535
2015-12-02,21.649314880371094
2015-12-03,21.166688919067383
2015-12-04,21.5929012298584
2015-12-07,22.000307083129883
2015-12-08,22.2071590423584
2015-12-09,22.3889217376709
2015-12-10,22.70232391357422
2015-12-11,22.551889419555664
2015-12-14,21.104000091552734
2015-12-15,21.467546463012695
2015-12-16,21.799741744995117
2015-12-17,21.260705947875977
2015-12-18,21.373525619506836
2015-12-21,21.749603271484375
2015-12-22,22.21969223022461
2015-12-23,22.95303726196289
2015-12-24,22.971837997436523
2015-12-28,23.02824592590332
2015-12-29,23.28523826599121
2015-12-30,23.304035186767578
2015-12-31,22.978107452392578
