Date,PRGO
2015-01-02,130.91490173339844
2015-01-05,129.56358337402344
2015-01-06,129.32000732421875
2015-01-07,131.48056030273438
2015-01-08,134.48178100585938
2015-01-09,133.36611938476562
2015-01-12,133.0283203125
2015-01-13,128.68359375
2015-01-14,127.81936645507812
2015-01-15,124.5352783203125
2015-01-16,126.11451721191406
2015-01-20,127.25373077392578
2015-01-21,124.83386993408203
2015-01-22,122.72828674316406
2015-01-23,123.34894561767578
2015-01-26,123.76536560058594
2015-01-27,122.57110595703125
2015-01-28,120.6070327758789
2015-01-29,120.99199676513672
2015-01-30,119.21635437011719
2015-02-02,119.73491668701172
2015-02-03,118.9021224975586
2015-02-04,119.0120849609375
2015-02-05,121.80123901367188
2015-02-06,118.1086196899414
2015-02-09,116.16016387939453
2015-02-10,117.8178939819336
2015-02-11,116.09732055664062
2015-02-12,118.38358306884766
2015-02-13,118.55644226074219
2015-02-17,119.34204864501953
2015-02-18,118.32075500488281
2015-02-19,119.09857177734375
2015-02-20,118.92561340332031
2015-02-23,119.45994567871094
2015-02-24,120.58343505859375
2015-02-25,120.09198760986328
2015-02-26,122.07344055175781
2015-02-27,121.4601058959961
2015-03-02,123.88203430175781
2015-03-03,122.83617401123047
2015-03-04,124.23583984375
2015-03-05,125.80845642089844
2015-03-06,123.3158187866211
2015-03-09,125.9263916015625
2015-03-10,124.97489929199219
2015-03-11,126.79130554199219
2015-03-12,130.90370178222656
2015-03-13,130.85646057128906
2015-03-16,135.06312561035156
2015-03-17,135.62147521972656
2015-03-18,136.5807647705078
2015-03-19,133.96234130859375
2015-03-20,135.92811584472656
2015-03-23,130.817138671875
2015-03-24,130.4633026123047
2015-03-25,128.1751708984375
2015-03-26,129.2052459716797
2015-03-27,130.5026397705078
2015-03-30,132.3032989501953
2015-03-31,130.17239379882812
2015-04-01,128.94578552246094
2015-04-02,128.74131774902344
2015-04-06,129.73992919921875
2015-04-07,129.511962890625
2015-04-08,153.3289794921875
2015-04-09,156.23829650878906
2015-04-10,156.1204071044922
2015-04-13,158.73873901367188
2015-04-14,160.1619873046875
2015-04-15,159.78451538085938
2015-04-16,156.4741973876953
2015-04-17,156.45849609375
2015-04-20,155.7508087158203
2015-04-21,151.61492919921875
2015-04-22,158.43997192382812
2015-04-23,158.54225158691406
2015-04-24,151.66993713378906
2015-04-27,148.04507446289062
2015-04-28,146.5589599609375
2015-04-29,145.2615203857422
2015-04-30,144.1134796142578
2015-05-01,146.4567108154297
2015-05-04,147.77767944335938
2015-05-05,147.92710876464844
2015-05-06,149.2952423095703
2015-05-07,150.183837890625
2015-05-08,151.44186401367188
2015-05-11,152.2124481201172
2015-05-12,152.7471466064453
2015-05-13,152.3775634765625
2015-05-14,152.6605987548828
2015-05-15,152.9358367919922
2015-05-18,155.9788360595703
2015-05-19,155.43626403808594
2015-05-20,155.326171875
2015-05-21,155.89234924316406
2015-05-22,156.0574493408203
2015-05-26,153.91871643066406
2015-05-27,153.0335235595703
2015-05-28,152.6087188720703
2015-05-29,149.72901916503906
2015-06-01,151.84548950195312
2015-06-02,152.88406372070312
2015-06-03,154.11940002441406
2015-06-04,151.7589874267578
2015-06-05,150.48434448242188
2015-06-08,148.6510009765625
2015-06-09,148.05313110351562
2015-06-10,147.91934204101562
2015-06-11,147.0616912841797
2015-06-12,145.2206268310547
2015-06-15,144.22140502929688
2015-06-16,150.47647094726562
2015-06-17,148.17893981933594
2015-06-18,148.13967895507812
2015-06-19,145.5589599609375
2015-06-22,145.45668029785156
2015-06-23,149.01296997070312
2015-06-24,148.83203125
2015-06-25,148.87135314941406
2015-06-26,149.92568969726562
2015-06-29,144.88226318359375
2015-06-30,145.4251708984375
2015-07-01,145.60614013671875
2015-07-02,144.52035522460938
2015-07-06,146.0782012939453
2015-07-07,143.93807983398438
2015-07-08,141.87669372558594
2015-07-09,141.6327667236328
2015-07-10,142.3015594482422
2015-07-13,144.78787231445312
2015-07-14,146.49522399902344
2015-07-15,146.88076782226562
2015-07-16,146.9830780029297
2015-07-17,146.23556518554688
2015-07-20,147.6360626220703
2015-07-21,147.18759155273438
2015-07-22,148.74549865722656
2015-07-23,149.26475524902344
2015-07-24,146.73910522460938
2015-07-27,152.32546997070312
2015-07-28,151.12164306640625
2015-07-29,151.7196502685547
2015-07-30,150.61810302734375
2015-07-31,151.22389221191406
2015-08-03,151.4599609375
2015-08-04,149.99649047851562
2015-08-05,149.217529296875
2015-08-06,148.10816955566406
2015-08-07,149.65818786621094
2015-08-10,152.6322784423828
2015-08-11,151.69598388671875
2015-08-12,146.3929443359375
2015-08-13,151.4599609375
2015-08-14,154.21376037597656
2015-08-17,155.0477294921875
2015-08-18,153.85183715820312
2015-08-19,153.7731475830078
2015-08-20,151.5858612060547
2015-08-21,147.04600524902344
2015-08-24,140.44473266601562
2015-08-25,140.05130004882812
2015-08-26,144.68487548828125
2015-08-27,148.17288208007812
2015-08-28,145.991943359375
2015-08-31,144.0628662109375
2015-09-01,141.29925537109375
2015-09-02,142.97630310058594
2015-09-03,140.1103057861328
2015-09-04,140.7796173095703
2015-09-08,142.2362060546875
2015-09-09,139.41751098632812
2015-09-10,140.2835693359375
2015-09-11,141.46461486816406
2015-09-14,142.7164764404297
2015-09-15,144.44869995117188
2015-09-16,143.606201171875
2015-09-17,142.57479858398438
2015-09-18,140.59848022460938
2015-09-21,137.65379333496094
2015-09-22,135.4019012451172
2015-09-23,134.5358428955078
2015-09-24,133.26821899414062
2015-09-25,126.68588256835938
2015-09-28,120.12722778320312
2015-09-29,121.96173858642578
2015-09-30,123.82780456542969
2015-10-01,123.11912536621094
2015-10-02,126.55203247070312
2015-10-05,127.41810607910156
2015-10-06,125.74893951416016
2015-10-07,122.92233276367188
2015-10-08,124.67025756835938
2015-10-09,126.4496841430664
2015-10-12,127.18192291259766
2015-10-13,124.54427337646484
2015-10-14,126.69377899169922
2015-10-15,128.0401611328125
2015-10-16,130.81951904296875
2015-10-19,130.43373107910156
2015-10-20,128.0323028564453
2015-10-21,122.22946166992188
2015-10-22,116.27701568603516
2015-10-23,118.55252838134766
2015-10-26,121.4657211303711
2015-10-27,123.02467346191406
2015-10-28,126.32369995117188
2015-10-29,130.55181884765625
2015-10-30,124.1978759765625
2015-11-02,125.46548461914062
2015-11-03,125.77259826660156
2015-11-04,127.78032684326172
2015-11-05,126.3709487915039
2015-11-06,127.74882507324219
2015-11-09,125.75682067871094
2015-11-10,128.36297607421875
2015-11-11,126.8118667602539
2015-11-12,123.26089477539062
2015-11-13,115.66287994384766
2015-11-16,117.31636047363281
2015-11-17,120.85941314697266
2015-11-18,122.54439544677734
2015-11-19,121.74920654296875
2015-11-20,121.97749328613281
2015-11-23,116.84391784667969
2015-11-24,118.20325469970703
2015-11-25,118.69972229003906
2015-11-27,118.58940124511719
2015-11-30,117.72256469726562
2015-12-01,117.58074951171875
2015-12-02,116.51686096191406
2015-12-03,114.72805786132812
2015-12-04,116.38294982910156
2015-12-07,116.10713958740234
2015-12-08,116.93458557128906
2015-12-09,116.75328826904297
2015-12-10,117.32853698730469
2015-12-11,115.9889144897461
2015-12-14,117.4073486328125
2015-12-15,117.65953826904297
2015-12-16,117.76985168457031
2015-12-17,115.25605010986328
2015-12-18,113.73518371582031
2015-12-21,113.69577026367188
2015-12-22,114.47590637207031
2015-12-23,116.39078521728516
2015-12-24,116.26470184326172
2015-12-28,114.92510223388672
2015-12-29,115.5160903930664
2015-12-30,114.4522933959961
2015-12-31,114.02674865722656
