Date,MUR
2015-01-02,33.34159851074219
2015-01-05,31.565223693847656
2015-01-06,30.759605407714844
2015-01-07,30.693546295166016
2015-01-08,32.07371520996094
2015-01-09,32.034088134765625
2015-01-12,30.865259170532227
2015-01-13,30.79261016845703
2015-01-14,30.61431121826172
2015-01-15,30.033193588256836
2015-01-16,31.48598289489746
2015-01-20,31.281278610229492
2015-01-21,31.71711540222168
2015-01-22,31.76994514465332
2015-01-23,30.79261016845703
2015-01-26,30.95109748840332
2015-01-27,30.891658782958984
2015-01-28,28.659635543823242
2015-01-29,28.844547271728516
2015-01-30,29.656787872314453
2015-02-02,31.4661865234375
2015-02-03,32.95859146118164
2015-02-04,32.46992111206055
2015-02-05,33.143489837646484
2015-02-06,33.35480499267578
2015-02-09,33.724605560302734
2015-02-10,33.724605560302734
2015-02-11,33.63215637207031
2015-02-12,33.83829116821289
2015-02-13,34.423431396484375
2015-02-17,34.31039047241211
2015-02-18,33.585609436035156
2015-02-19,33.27310562133789
2015-02-20,33.426029205322266
2015-02-23,33.61886215209961
2015-02-24,33.91143035888672
2015-02-25,34.34362030029297
2015-02-26,33.91807174682617
2015-02-27,33.83829116821289
2015-03-02,32.65471649169922
2015-03-03,33.20659637451172
2015-03-04,33.23320007324219
2015-03-05,33.16671371459961
2015-03-06,32.31561279296875
2015-03-09,31.6772518157959
2015-03-10,30.832805633544922
2015-03-11,31.411287307739258
2015-03-12,30.979076385498047
2015-03-13,31.1386775970459
2015-03-16,31.62407112121582
2015-03-17,31.411287307739258
2015-03-18,32.77439880371094
2015-03-19,31.132020950317383
2015-03-20,31.71051025390625
2015-03-23,31.265012741088867
2015-03-24,30.553529739379883
2015-03-25,31.298254013061523
2015-03-26,31.484437942504883
2015-03-27,31.158611297607422
2015-03-30,31.697206497192383
2015-03-31,30.985733032226562
2015-04-01,31.6772518157959
2015-04-02,32.17595672607422
2015-04-06,33.29303741455078
2015-04-07,33.52577590942383
2015-04-08,32.60151290893555
2015-04-09,32.98717498779297
2015-04-10,32.83423614501953
2015-04-13,32.54167938232422
2015-04-14,32.86082458496094
2015-04-15,33.61886215209961
2015-04-16,33.26645278930664
2015-04-17,33.007118225097656
2015-04-20,33.25979232788086
2015-04-21,32.761104583740234
2015-04-22,32.761104583740234
2015-04-23,32.82093048095703
2015-04-24,31.963178634643555
2015-04-27,31.870094299316406
2015-04-28,32.1826286315918
2015-04-29,32.707908630371094
2015-04-30,31.657316207885742
2015-05-01,30.95914649963379
2015-05-04,30.899295806884766
2015-05-05,31.185222625732422
2015-05-06,31.278310775756836
2015-05-07,31.05887794494629
2015-05-08,31.012338638305664
2015-05-11,29.96174430847168
2015-05-12,30.001649856567383
2015-05-13,30.001649856567383
2015-05-14,29.77379608154297
2015-05-15,29.83409881591797
2015-05-18,29.16396713256836
2015-05-19,28.76189613342285
2015-05-20,28.909326553344727
2015-05-21,29.130462646484375
2015-05-22,29.11037254333496
2015-05-26,28.782018661499023
2015-05-27,29.036643981933594
2015-05-28,29.083566665649414
2015-05-29,29.123781204223633
2015-06-01,28.49385643005371
2015-06-02,28.76189613342285
2015-06-03,28.64129066467285
2015-06-04,28.467044830322266
2015-06-05,28.346424102783203
2015-06-08,28.252601623535156
2015-06-09,28.989755630493164
2015-06-10,29.4454345703125
2015-06-11,29.27789878845215
2015-06-12,29.076852798461914
2015-06-15,28.84902572631836
2015-06-16,29.23099136352539
2015-06-17,28.875829696655273
2015-06-18,28.681488037109375
2015-06-19,28.49385643005371
2015-06-22,28.688188552856445
2015-06-23,28.8624210357666
2015-06-24,28.949548721313477
2015-06-25,28.266008377075195
2015-06-26,28.292808532714844
2015-06-29,27.756704330444336
2015-06-30,27.857234954833984
2015-07-01,27.44175148010254
2015-07-02,27.756704330444336
2015-07-06,27.327823638916016
2015-07-07,27.475261688232422
2015-07-08,27.012874603271484
2015-07-09,27.254117965698242
2015-07-10,26.8453426361084
2015-07-13,27.1066837310791
2015-07-14,27.347929000854492
2015-07-15,26.583986282348633
2015-07-16,25.954069137573242
2015-07-17,25.123106002807617
2015-07-20,24.3122501373291
2015-07-21,23.76274871826172
2015-07-22,23.213241577148438
2015-07-23,23.126121520996094
2015-07-24,22.335376739501953
2015-07-27,22.1611385345459
2015-07-28,22.86477279663086
2015-07-29,22.9384822845459
2015-07-30,23.434385299682617
2015-07-31,21.9735050201416
2015-08-03,21.537919998168945
2015-08-04,21.645145416259766
2015-08-05,21.20955467224121
2015-08-06,22.114233016967773
2015-08-07,21.645145416259766
2015-08-10,22.65703582763672
2015-08-11,22.221454620361328
2015-08-12,22.85137939453125
2015-08-13,22.309707641601562
2015-08-14,22.045654296875
2015-08-17,21.862836837768555
2015-08-18,21.46336555480957
2015-08-19,20.7388858795166
2015-08-20,20.346181869506836
2015-08-21,19.818063735961914
2015-08-24,18.707656860351562
2015-08-25,18.213390350341797
2015-08-26,18.72119903564453
2015-08-27,19.96025276184082
2015-08-28,20.339414596557617
2015-08-31,20.989412307739258
2015-09-01,19.337337493896484
2015-09-02,19.696189880371094
2015-09-03,19.669109344482422
2015-09-04,19.391504287719727
2015-09-08,19.526918411254883
2015-09-09,18.97848892211914
2015-09-10,19.080049514770508
2015-09-11,18.132144927978516
2015-09-14,18.057662963867188
2015-09-15,18.294641494750977
2015-09-16,18.944629669189453
2015-09-17,18.741512298583984
2015-09-18,18.430057525634766
2015-09-21,18.660259246826172
2015-09-22,17.73943519592285
2015-09-23,17.109758377075195
2015-09-24,16.71027374267578
2015-09-25,16.757673263549805
2015-09-28,16.087364196777344
2015-09-29,16.236318588256836
2015-09-30,16.385278701782227
2015-10-01,16.01289176940918
2015-10-02,17.543079376220703
2015-10-05,18.436826705932617
2015-10-06,19.059743881225586
2015-10-07,19.594627380371094
2015-10-08,20.285247802734375
2015-10-09,20.59670639038086
2015-10-12,19.946706771850586
2015-10-13,19.493066787719727
2015-10-14,19.513376235961914
2015-10-15,19.777441024780273
2015-10-16,19.601394653320312
2015-10-19,18.67380142211914
2015-10-20,18.883695602416992
2015-10-21,18.457130432128906
2015-10-22,18.992027282714844
2015-10-23,19.195159912109375
2015-10-26,18.829530715942383
2015-10-27,17.732666015625
2015-10-28,18.362348556518555
2015-10-29,19.134214401245117
2015-10-30,19.24931526184082
2015-11-02,20.25816535949707
2015-11-03,20.664411544799805
2015-11-04,20.59670639038086
2015-11-05,20.989412307739258
2015-11-06,20.867542266845703
2015-11-09,21.009716033935547
2015-11-10,20.840452194213867
2015-11-11,19.669109344482422
2015-11-12,19.627986907958984
2015-11-13,19.71707534790039
2015-11-16,20.62857437133789
2015-11-17,20.62857437133789
2015-11-18,21.19740104675293
2015-11-19,20.68340301513672
2015-11-20,19.64169692993164
2015-11-23,19.525182723999023
2015-11-24,20.26534652709961
2015-11-25,20.135133743286133
2015-11-27,19.463510513305664
2015-11-30,19.586864471435547
2015-12-01,19.950092315673828
2015-12-02,18.599979400634766
2015-12-03,18.031156539916992
2015-12-04,17.44861602783203
2015-12-07,16.22872543334961
2015-12-08,16.132783889770508
2015-12-09,15.65990161895752
2015-12-10,15.968295097351074
2015-12-11,15.474854469299316
2015-12-14,15.255548477172852
2015-12-15,15.474854469299316
2015-12-16,15.28982162475586
2015-12-17,14.940292358398438
2015-12-18,14.87861442565918
2015-12-21,14.906031608581543
2015-12-22,15.28982162475586
2015-12-23,16.187602996826172
2015-12-24,16.002567291259766
2015-12-28,15.330936431884766
2015-12-29,15.543392181396484
2015-12-30,15.043095588684082
2015-12-31,15.385758399963379
