Date,MOS
2015-01-02,36.44336700439453
2015-01-05,35.790462493896484
2015-01-06,36.2681999206543
2015-01-07,36.45930862426758
2015-01-08,36.88925552368164
2015-01-09,36.59465408325195
2015-01-12,36.91313934326172
2015-01-13,36.18857955932617
2015-01-14,36.22838592529297
2015-01-15,36.17264175415039
2015-01-16,36.6185417175293
2015-01-20,37.94028091430664
2015-01-21,38.35432434082031
2015-01-22,38.744476318359375
2015-01-23,38.17119216918945
2015-01-26,38.489688873291016
2015-01-27,38.70466232299805
2015-01-28,37.98008728027344
2015-01-29,38.39413070678711
2015-01-30,38.76837158203125
2015-02-02,39.08684539794922
2015-02-03,39.9069709777832
2015-02-04,39.28590393066406
2015-02-05,39.644203186035156
2015-02-06,39.57255554199219
2015-02-09,40.201568603515625
2015-02-10,40.43246841430664
2015-02-11,40.75892639160156
2015-02-12,41.43571472167969
2015-02-13,41.666629791259766
2015-02-17,41.41183090209961
2015-02-18,41.937347412109375
2015-02-19,42.21601486206055
2015-02-20,42.263797760009766
2015-02-23,42.176212310791016
2015-02-24,42.35138702392578
2015-02-25,42.645992279052734
2015-02-26,42.359336853027344
2015-02-27,42.4071159362793
2015-03-02,42.62208557128906
2015-03-03,42.08612060546875
2015-03-04,41.51814270019531
2015-03-05,40.34220504760742
2015-03-06,39.22225570678711
2015-03-09,39.46223449707031
2015-03-10,38.66228103637695
2015-03-11,38.278297424316406
2015-03-12,38.190311431884766
2015-03-13,37.462337493896484
2015-03-16,37.51832962036133
2015-03-17,37.83032989501953
2015-03-18,38.03830337524414
2015-03-19,37.06234359741211
2015-03-20,37.19834518432617
2015-03-23,37.49432373046875
2015-03-24,37.53433609008789
2015-03-25,37.22234344482422
2015-03-26,37.3823356628418
2015-03-27,36.838356018066406
2015-03-30,37.88631057739258
2015-03-31,36.84635543823242
2015-04-01,36.374385833740234
2015-04-02,36.69437026977539
2015-04-06,36.710365295410156
2015-04-07,36.67035675048828
2015-04-08,36.79835891723633
2015-04-09,36.79835891723633
2015-04-10,36.67835998535156
2015-04-13,36.4943733215332
2015-04-14,36.48637771606445
2015-04-15,36.75835418701172
2015-04-16,36.81436538696289
2015-04-17,36.2543830871582
2015-04-20,35.998390197753906
2015-04-21,35.750404357910156
2015-04-22,35.7183952331543
2015-04-23,35.902400970458984
2015-04-24,35.99039840698242
2015-04-27,35.67839813232422
2015-04-28,35.43843460083008
2015-04-29,35.22242736816406
2015-04-30,35.19843292236328
2015-05-01,35.982391357421875
2015-05-04,35.72640609741211
2015-05-05,35.28642272949219
2015-05-06,35.47041702270508
2015-05-07,35.590415954589844
2015-05-08,36.36636734008789
2015-05-11,35.998390197753906
2015-05-12,35.870399475097656
2015-05-13,36.33439636230469
2015-05-14,36.446372985839844
2015-05-15,37.294342041015625
2015-05-18,37.34233474731445
2015-05-19,37.27833557128906
2015-05-20,37.82231140136719
2015-05-21,37.94230270385742
2015-05-22,37.622318267822266
2015-05-26,37.174339294433594
2015-05-27,37.27035140991211
2015-05-28,37.22234344482422
2015-05-29,36.67835998535156
2015-06-01,36.286380767822266
2015-06-02,36.435272216796875
2015-06-03,36.547969818115234
2015-06-04,35.87992858886719
2015-06-05,35.662628173828125
2015-06-08,35.43727493286133
2015-06-09,35.35679244995117
2015-06-10,35.904083251953125
2015-06-11,36.097232818603516
2015-06-12,35.84775161743164
2015-06-15,35.77531433105469
2015-06-16,35.896026611328125
2015-06-17,36.113346099853516
2015-06-18,36.24211120605469
2015-06-19,36.08919143676758
2015-06-22,36.20993423461914
2015-06-23,36.435272216796875
2015-06-24,36.4111328125
2015-06-25,37.19182586669922
2015-06-26,37.465484619140625
2015-06-29,36.94233322143555
2015-06-30,37.70694351196289
2015-07-01,37.61034393310547
2015-07-02,37.54597091674805
2015-07-06,37.38500213623047
2015-07-07,36.97452163696289
2015-07-08,36.29845428466797
2015-07-09,35.98456954956055
2015-07-10,36.250152587890625
2015-07-13,36.50771713256836
