date,ADP
2015-06-16,65.7136738082
2015-06-17,65.7136738082
2015-06-18,66.7434707979
2015-06-19,66.6093209985
2015-06-22,67.0748997141
2015-06-23,66.8934029267
2015-06-24,65.993810154
2015-06-25,65.7728575432
2015-06-26,65.7412928845
2015-06-29,63.8474133632
2015-06-30,63.3108141655
2015-07-01,63.8316310338
2015-07-02,63.7842840458
2015-07-06,63.7842840458
2015-07-07,63.9736719979
2015-07-08,63.152990872
2015-07-09,63.6738077404
2015-07-10,64.3287744082
2015-07-13,64.4944888663
2015-07-14,64.6207475011
2015-07-15,65.1021085461
2015-07-16,65.417755133
2015-07-17,65.0153057347
2015-07-20,64.8417001119
2015-07-21,64.2419715968
2015-07-22,64.4629242076
2015-07-23,63.8710868572
2015-07-24,62.9557117552
2015-07-27,62.9083647672
2015-07-28,63.587004929
2015-07-29,64.9758499113
2015-07-30,63.2319025188
2015-07-31,62.9478205906
2015-08-03,63.2161201894
2015-08-04,63.6659165757
2015-08-05,64.5812916777
2015-08-06,63.3660523182
2015-08-07,63.3581611535
2015-08-10,64.3919037256
2015-08-11,64.1788422794
2015-08-12,64.3524479022
2015-08-13,65.0626527227
2015-08-14,65.488775615
2015-08-17,66.838164774
2015-08-18,66.8302736093
2015-08-19,66.6566679865
2015-08-20,65.2678230042
2015-08-21,62.5216976983
2015-08-24,60.1938041199
2015-08-25,58.0158426704
2015-08-26,61.3932611501
2015-08-27,61.5747579376
2015-08-28,61.8746221951
2015-08-31,61.0144852459
2015-09-01,59.2626466886
2015-09-02,60.8329884584
2015-09-03,61.1959820333
2015-09-04,60.0912189792
2015-09-08,61.708907737
2015-09-09,61.5510844436
2015-09-10,61.8766675247
2015-09-11,62.1863685044
2015-09-14,61.7496107126
2015-09-15,62.6469494485
2015-09-16,63.2028230017
2015-09-17,63.0757661896
2015-09-18,62.7422420576
2015-09-21,63.4489955753
2015-09-22,62.8851809713
2015-09-23,63.028119885
2015-09-24,63.194881951
2015-09-25,63.7666376057
2015-09-28,62.432541078
2015-09-29,62.8057704637
2015-09-30,63.7666376057
2015-10-01,64.2351596006
2015-10-02,64.6083889863
2015-10-05,65.6724897882
2015-10-06,65.4660224684
2015-10-07,66.4268896104
2015-10-08,67.5942240722
2015-10-09,67.6895166813
2015-10-12,68.0389229148
2015-10-13,67.6259882752
2015-10-14,67.6101061737
2015-10-15,68.2692133868
2015-10-16,68.8409690416
2015-10-19,69.325373138
2015-10-20,69.4206657471
2015-10-21,69.4444888994
2015-10-22,71.2232842697
2015-10-23,71.8903325336
2015-10-26,71.5568084016
2015-10-27,71.7315115183
2015-10-28,69.8097772343
2015-10-29,70.1671245186
2015-10-30,69.0792005644
2015-11-02,69.0792005644
2015-11-03,68.8727332446
2015-11-04,69.0553774121
2015-11-05,69.0712595136
2015-11-06,69.5874278131
2015-11-09,68.8965563969
2015-11-10,69.0474363613
2015-11-11,69.2300805288
2015-11-12,68.4677396558
2015-11-13,67.5386367169
2015-11-16,68.7059711787
2015-11-17,68.2056849807
2015-11-18,68.6900890771
2015-11-19,68.6027375188
2015-11-20,69.3174320872
2015-11-23,69.3650783918
2015-11-24,68.8568511431
2015-11-25,68.6186196203
2015-11-27,68.8409690416
2015-11-30,68.4995038589
2015-12-01,69.5318404577
2015-12-02,69.0156721583
2015-12-03,67.7053987828
2015-12-04,69.4286067978
2015-12-07,68.7694995847
2015-12-08,68.5471501634
2015-12-09,67.8801018996
2015-12-10,68.2876222288
2015-12-11,66.5856255596
2015-12-14,67.6004310854
2015-12-15,68.2956128235
2015-12-16,68.8789262359
2015-12-17,67.7682335739
2015-12-18,66.5456725862
2015-12-21,67.2328637296
2015-12-22,67.8081865474
2015-12-23,68.5033682855
2015-12-24,68.671170774
2015-12-28,68.5193494748
2015-12-29,69.3903242962
2015-12-30,69.0227569404
2015-12-31,67.6963182217
