Date,PGR
2015-05-14,20.170223236083984
2015-05-15,20.052396774291992
2015-05-18,20.067121505737305
2015-05-19,20.081850051879883
2015-05-20,20.11867332458496
2015-05-21,20.140762329101562
2015-05-22,20.089214324951172
2015-05-26,19.95665740966797
2015-05-27,20.081850051879883
2015-05-28,20.192312240600586
2015-05-29,20.133399963378906
2015-06-01,20.133399963378906
2015-06-02,20.162853240966797
2015-06-03,20.317501068115234
2015-06-04,20.081850051879883
2015-06-05,20.111305236816406
2015-06-08,19.941932678222656
2015-06-09,19.86829376220703
2015-06-10,20.302770614624023
2015-06-11,20.494239807128906
2015-06-12,20.450050354003906
2015-06-15,20.317501068115234
2015-06-16,20.405868530273438
2015-06-17,20.52369499206543
2015-06-18,20.89189338684082
2015-06-19,20.6783447265625
2015-06-22,20.899261474609375
2015-06-23,20.9508056640625
2015-06-24,20.796165466308594
2015-06-25,20.74461555480957
2015-06-26,20.855079650878906
2015-06-29,20.479515075683594
2015-06-30,20.494239807128906
2015-07-01,20.943443298339844
2015-07-02,20.796165466308594
2015-07-06,20.899261474609375
2015-07-07,21.31901741027832
2015-07-08,21.149641036987305
2015-07-09,21.377927780151367
2015-07-10,21.643030166625977
2015-07-13,21.89341163635254
2015-07-14,21.93023681640625
2015-07-15,22.099607467651367
2015-07-16,22.22479248046875
2015-07-17,23.034847259521484
2015-07-20,22.651914596557617
2015-07-21,22.475175857543945
2015-07-22,22.548816680908203
2015-07-23,22.50463104248047
2015-07-24,22.467811584472656
2015-07-27,22.438356399536133
2015-07-28,22.408899307250977
2015-07-29,22.37944221496582
2015-07-30,22.453088760375977
2015-07-31,22.460447311401367
2015-08-03,22.548816680908203
2015-08-04,22.48990821838379
2015-08-05,22.637189865112305
2015-08-06,22.453088760375977
2015-08-07,22.51198959350586
2015-08-10,22.755014419555664
2015-08-11,22.777103424072266
2015-08-12,22.718191146850586
2015-08-13,22.828651428222656
2015-08-14,22.850740432739258
2015-08-17,23.005390167236328
2015-08-18,22.968568801879883
2015-08-19,23.1600341796875
2015-08-20,22.740283966064453
2015-08-21,22.062786102294922
2015-08-24,21.164365768432617
2015-08-25,21.024456024169922
2015-08-26,21.73140525817871
2015-08-27,22.276344299316406
2015-08-28,22.129066467285156
2015-08-31,22.062786102294922
2015-09-01,21.532569885253906
2015-09-02,21.849225997924805
2015-09-03,21.96705436706543
2015-09-04,21.701946258544922
2015-09-08,22.14379119873047
2015-09-09,21.85659408569336
2015-09-10,22.077510833740234
2015-09-11,22.261615753173828
2015-09-14,22.22479248046875
2015-09-15,22.519359588623047
2015-09-16,22.81392478942871
2015-09-17,23.079036712646484
2015-09-18,22.548816680908203
2015-09-21,22.76974105834961
2015-09-22,22.57827377319336
2015-09-23,22.593002319335938
2015-09-24,22.541452407836914
2015-09-25,22.585636138916016
2015-09-28,22.29843521118164
2015-09-29,22.416263580322266
2015-09-30,22.56354331970215
2015-10-01,22.585636138916016
2015-10-02,22.872835159301758
2015-10-05,23.1158504486084
2015-10-06,23.07166290283203
2015-10-07,23.28522491455078
2015-10-08,23.660795211791992
2015-10-09,23.623977661132812
2015-10-12,23.76388931274414
2015-10-13,23.631338119506836
2015-10-14,23.24104118347168
2015-10-15,23.43987274169922
2015-10-16,23.94799041748047
2015-10-19,24.065820693969727
2015-10-20,24.257282257080078
2015-10-21,24.065820693969727
2015-10-22,24.338289260864258
2015-10-23,24.338289260864258
2015-10-26,24.463472366333008
2015-10-27,24.434022903442383
2015-10-28,24.743314743041992
2015-10-29,24.772768020629883
2015-10-30,24.397205352783203
2015-11-02,24.765405654907227
2015-11-03,24.5813045501709
2015-11-04,24.411928176879883
2015-11-05,23.844894409179688
2015-11-06,23.572423934936523
2015-11-09,23.174760818481445
2015-11-10,23.1600341796875
2015-11-11,23.255767822265625
2015-11-12,22.858112335205078
2015-11-13,22.62245750427246
2015-11-16,22.777103424072266
2015-11-17,22.644550323486328
2015-11-18,23.123214721679688
2015-11-19,23.123214721679688
2015-11-20,23.255767822265625
2015-11-23,23.388322830200195
2015-11-24,23.373594284057617
2015-11-25,23.049571990966797
2015-11-27,22.917022705078125
2015-11-30,22.696104049682617
2015-12-01,22.953842163085938
2015-12-02,22.703462600708008
2015-12-03,22.37944221496582
2015-12-04,22.99066162109375
2015-12-07,22.8433780670166
2015-12-08,22.799198150634766
2015-12-09,22.57827377319336
2015-12-10,22.60036849975586
2015-12-11,22.305803298950195
2015-12-14,22.65928077697754
2015-12-15,22.791831970214844
2015-12-16,23.39568328857422
2015-12-17,23.182132720947266
2015-12-18,22.703462600708008
2015-12-21,22.917022705078125
2015-12-22,23.43987274169922
2015-12-23,23.56505584716797
2015-12-24,23.56505584716797
2015-12-28,23.53560447692871
2015-12-29,23.903806686401367
2015-12-30,23.800710678100586
2015-12-31,23.417776107788086
