Date,MNST
2015-01-02,18.02666664123535
2015-01-05,18.238332748413086
2015-01-06,18.713333129882812
2015-01-07,19.32666778564453
2015-01-08,19.61833381652832
2015-01-09,19.50666618347168
2015-01-12,18.65999984741211
2015-01-13,18.851667404174805
2015-01-14,19.623332977294922
2015-01-15,19.376667022705078
2015-01-16,19.815000534057617
2015-01-20,19.573333740234375
2015-01-21,19.75666618347168
2015-01-22,19.998332977294922
2015-01-23,19.885000228881836
2015-01-26,19.991666793823242
2015-01-27,19.801666259765625
2015-01-28,19.86833381652832
2015-01-29,20.128332138061523
2015-01-30,19.491666793823242
2015-02-02,19.59166717529297
2015-02-03,19.44499969482422
2015-02-04,19.788333892822266
2015-02-05,19.72833251953125
2015-02-06,19.524999618530273
2015-02-09,19.323333740234375
2015-02-10,19.748332977294922
2015-02-11,19.831666946411133
2015-02-12,19.918333053588867
2015-02-13,19.623332977294922
2015-02-17,19.78499984741211
2015-02-18,20.046667098999023
2015-02-19,20.18833351135254
2015-02-20,20.209999084472656
2015-02-23,20.35333251953125
2015-02-24,20.801666259765625
2015-02-25,20.63166618347168
2015-02-26,20.790000915527344
2015-02-27,23.520000457763672
2015-03-02,23.538333892822266
2015-03-03,23.448333740234375
2015-03-04,23.25666618347168
2015-03-05,23.338333129882812
2015-03-06,22.770000457763672
2015-03-09,22.86833381652832
2015-03-10,22.65333366394043
2015-03-11,22.65999984741211
2015-03-12,22.975000381469727
2015-03-13,22.579999923706055
2015-03-16,23.00666618347168
2015-03-17,22.71500015258789
2015-03-18,22.78499984741211
2015-03-19,23.046667098999023
2015-03-20,22.920000076293945
2015-03-23,22.989999771118164
2015-03-24,23.116666793823242
2015-03-25,22.671667098999023
2015-03-26,22.761667251586914
2015-03-27,22.998332977294922
2015-03-30,23.406667709350586
2015-03-31,23.066667556762695
2015-04-01,22.774999618530273
2015-04-02,22.610000610351562
2015-04-06,22.953332901000977
2015-04-07,22.920000076293945
2015-04-08,22.96500015258789
2015-04-09,22.933332443237305
2015-04-10,23.05666732788086
2015-04-13,22.963333129882812
2015-04-14,22.633333206176758
2015-04-15,22.948333740234375
2015-04-16,23.0
2015-04-17,22.81833267211914
2015-04-20,23.26333236694336
2015-04-21,23.308332443237305
2015-04-22,23.31833267211914
2015-04-23,23.393333435058594
2015-04-24,23.6299991607666
2015-04-27,23.906667709350586
2015-04-28,23.456666946411133
2015-04-29,23.19333267211914
2015-04-30,22.851667404174805
2015-05-01,23.52166748046875
2015-05-04,23.641666412353516
2015-05-05,23.43833351135254
2015-05-06,23.413333892822266
2015-05-07,23.915000915527344
2015-05-08,21.411666870117188
2015-05-11,22.334999084472656
2015-05-12,21.98666763305664
2015-05-13,21.656667709350586
2015-05-14,22.106666564941406
2015-05-15,22.053333282470703
2015-05-18,21.876667022705078
2015-05-19,21.71666717529297
2015-05-20,21.540000915527344
2015-05-21,21.70166778564453
2015-05-22,21.56833267211914
2015-05-26,21.27666664123535
2015-05-27,21.67333221435547
2015-05-28,21.53333282470703
2015-05-29,21.213333129882812
2015-06-01,21.19499969482422
2015-06-02,21.020000457763672
2015-06-03,20.9950008392334
2015-06-04,21.196666717529297
2015-06-05,20.924999237060547
2015-06-08,20.915000915527344
2015-06-09,20.81333351135254
2015-06-10,21.171667098999023
2015-06-11,21.19499969482422
2015-06-12,21.398332595825195
2015-06-15,21.15166664123535
2015-06-16,22.030000686645508
2015-06-17,22.041667938232422
2015-06-18,22.309999465942383
2015-06-19,22.286666870117188
2015-06-22,22.25
2015-06-23,22.233333587646484
2015-06-24,22.15999984741211
2015-06-25,22.795000076293945
2015-06-26,23.235000610351562
2015-06-29,22.398332595825195
2015-06-30,22.336666107177734
2015-07-01,22.416667938232422
2015-07-02,22.266666412353516
2015-07-06,22.469999313354492
2015-07-07,22.72333335876465
2015-07-08,22.299999237060547
2015-07-09,22.239999771118164
2015-07-10,22.684999465942383
2015-07-13,23.231666564941406
2015-07-14,23.479999542236328
2015-07-15,23.35333251953125
2015-07-16,23.280000686645508
2015-07-17,23.343332290649414
2015-07-20,23.791667938232422
2015-07-21,24.008333206176758
2015-07-22,24.641666412353516
2015-07-23,24.7549991607666
2015-07-24,24.815000534057617
2015-07-27,24.793333053588867
2015-07-28,24.998332977294922
2015-07-29,25.219999313354492
2015-07-30,25.363332748413086
2015-07-31,25.59166717529297
2015-08-03,25.968332290649414
2015-08-04,25.286666870117188
2015-08-05,25.666667938232422
2015-08-06,24.145000457763672
2015-08-07,24.86166763305664
2015-08-10,24.121667861938477
2015-08-11,23.799999237060547
2015-08-12,23.691667556762695
2015-08-13,24.843332290649414
2015-08-14,25.066667556762695
2015-08-17,25.11833381652832
2015-08-18,25.086666107177734
2015-08-19,24.541667938232422
2015-08-20,24.100000381469727
2015-08-21,23.15166664123535
2015-08-24,22.57666778564453
2015-08-25,22.393333435058594
2015-08-26,23.09833335876465
2015-08-27,23.334999084472656
2015-08-28,23.405000686645508
2015-08-31,23.07666778564453
2015-09-01,22.5049991607666
2015-09-02,22.733333587646484
2015-09-03,22.606666564941406
2015-09-04,22.373332977294922
2015-09-08,22.816667556762695
2015-09-09,22.066667556762695
2015-09-10,22.040000915527344
2015-09-11,22.128332138061523
2015-09-14,22.02666664123535
2015-09-15,22.079999923706055
2015-09-16,22.321666717529297
2015-09-17,22.450000762939453
2015-09-18,22.433332443237305
2015-09-21,22.540000915527344
2015-09-22,22.42333221435547
2015-09-23,22.393333435058594
2015-09-24,22.856666564941406
2015-09-25,22.704999923706055
2015-09-28,22.34666633605957
2015-09-29,22.424999237060547
2015-09-30,22.523332595825195
2015-10-01,22.366666793823242
2015-10-02,22.321666717529297
2015-10-05,22.520000457763672
2015-10-06,22.316667556762695
2015-10-07,22.44333267211914
2015-10-08,22.69333267211914
2015-10-09,22.905000686645508
2015-10-12,22.90999984741211
2015-10-13,21.946666717529297
2015-10-14,21.428333282470703
2015-10-15,21.760000228881836
2015-10-16,22.041667938232422
2015-10-19,22.116666793823242
2015-10-20,23.268333435058594
2015-10-21,23.148332595825195
2015-10-22,23.7450008392334
2015-10-23,23.59666633605957
2015-10-26,23.57666778564453
2015-10-27,23.434999465942383
2015-10-28,23.55666732788086
2015-10-29,22.773332595825195
2015-10-30,22.719999313354492
2015-11-02,22.496667861938477
2015-11-03,22.450000762939453
2015-11-04,22.136667251586914
2015-11-05,22.040000915527344
2015-11-06,25.040000915527344
2015-11-09,24.84166717529297
2015-11-10,25.315000534057617
2015-11-11,25.34166717529297
2015-11-12,24.74333381652832
2015-11-13,24.454999923706055
2015-11-16,24.578332901000977
2015-11-17,24.268333435058594
2015-11-18,24.854999542236328
2015-11-19,24.893333435058594
2015-11-20,24.68166732788086
2015-11-23,25.06833267211914
2015-11-24,25.376667022705078
2015-11-25,26.06833267211914
2015-11-27,26.09000015258789
2015-11-30,25.768333435058594
2015-12-01,26.203332901000977
2015-12-02,25.801666259765625
2015-12-03,25.511667251586914
2015-12-04,26.116666793823242
2015-12-07,25.93000030517578
2015-12-08,26.083332061767578
2015-12-09,25.333332061767578
2015-12-10,25.30500030517578
2015-12-11,24.956666946411133
2015-12-14,25.31833267211914
2015-12-15,25.43000030517578
2015-12-16,25.551666259765625
2015-12-17,25.04833221435547
2015-12-18,24.30666732788086
2015-12-21,24.579999923706055
2015-12-22,24.583332061767578
2015-12-23,24.578332901000977
2015-12-24,24.803333282470703
2015-12-28,24.69333267211914
2015-12-29,25.02833366394043
2015-12-30,25.040000915527344
2015-12-31,24.82666778564453
