Date,WU
2015-01-02,9.766772270202637
2015-01-05,9.674168586730957
2015-01-06,9.657829284667969
2015-01-07,9.565223693847656
2015-01-08,9.755877494812012
2015-01-09,9.766772270202637
2015-01-12,9.7068510055542
2015-01-13,9.695958137512207
2015-01-14,9.407256126403809
2015-01-15,9.260184288024902
2015-01-16,9.380022048950195
2015-01-20,9.26562786102295
2015-01-21,9.347339630126953
2015-01-22,9.587015151977539
2015-01-23,9.592462539672852
2015-01-26,9.65237808227539
2015-01-27,9.46173095703125
2015-01-28,9.23839282989502
2015-01-29,9.330995559692383
2015-01-30,9.260184288024902
2015-02-02,9.483521461486816
2015-02-03,9.63603687286377
2015-02-04,9.63603687286377
2015-02-05,9.739532470703125
2015-02-06,9.657829284667969
2015-02-09,9.597909927368164
2015-02-10,10.022786140441895
2015-02-11,9.968317985534668
2015-02-12,9.973759651184082
2015-02-13,10.360512733459473
2015-02-17,10.513031959533691
2015-02-18,10.513031959533691
2015-02-19,10.496695518493652
2015-02-20,10.59473991394043
2015-02-23,10.496695518493652
2015-02-24,10.529375076293945
2015-02-25,10.6764497756958
2015-02-26,10.671002388000488
2015-02-27,10.632869720458984
2015-03-02,10.916123390197754
2015-03-03,10.741815567016602
2015-03-04,10.703682899475098
2015-03-05,10.616527557373047
2015-03-06,10.59473991394043
2015-03-09,10.660106658935547
2015-03-10,10.556609153747559
2015-03-11,10.502142906188965
2015-03-12,10.665553092956543
2015-03-13,10.712220191955566
2015-03-16,10.767133712768555
2015-03-17,10.596920013427734
2015-03-18,10.624372482299805
2015-03-19,10.569469451904297
2015-03-20,10.54201602935791
2015-03-23,10.844000816345215
2015-03-24,10.827526092529297
2015-03-25,10.646336555480957
2015-03-26,10.646336555480957
2015-03-27,10.816544532775879
2015-03-30,11.200887680053711
2015-03-31,11.426005363464355
2015-04-01,11.288739204406738
2015-04-02,11.480912208557129
2015-04-06,11.113037109375
2015-04-07,11.025189399719238
2015-04-08,11.294229507446289
2015-04-09,11.321686744689941
2015-04-10,11.321686744689941
