Date,KMB
2015-01-02,78.65015411376953
2015-01-05,78.20092010498047
2015-01-06,77.44538116455078
2015-01-07,77.98311614990234
2015-01-08,79.63029479980469
2015-01-09,78.9156265258789
2015-01-12,78.79309844970703
2015-01-13,79.01090240478516
2015-01-14,79.113037109375
2015-01-15,79.113037109375
2015-01-16,80.07955932617188
2015-01-20,79.99784851074219
2015-01-21,80.03871154785156
2015-01-22,80.9848403930664
2015-01-23,75.99559020996094
2015-01-26,74.77040100097656
2015-01-27,75.35576629638672
2015-01-28,74.62067413330078
2015-01-29,75.02224731445312
2015-01-30,73.48397827148438
2015-02-02,74.94738006591797
2015-02-03,74.98821258544922
2015-02-04,74.7772216796875
2015-02-05,74.88610076904297
2015-02-06,74.22588348388672
2015-02-09,73.66093444824219
2015-02-10,74.34159088134766
2015-02-11,74.39605712890625
2015-02-12,74.99503326416016
2015-02-13,75.55316162109375
2015-02-17,75.7369384765625
2015-02-18,76.02961730957031
2015-02-19,75.32172393798828
2015-02-20,75.52593994140625
2015-02-23,75.5463638305664
2015-02-24,75.1379623413086
2015-02-25,74.98141479492188
2015-02-26,74.81126403808594
2015-02-27,74.64108276367188
2015-03-02,75.15158081054688
2015-03-03,75.04948425292969
2015-03-04,74.35647583007812
2015-03-05,74.41822052001953
2015-03-06,73.29296875
2015-03-09,73.43019104003906
2015-03-10,71.8863754272461
2015-03-11,71.46098327636719
2015-03-12,72.51763153076172
2015-03-13,72.58623504638672
2015-03-16,73.02539825439453
2015-03-17,72.2294692993164
2015-03-18,73.45079040527344
2015-03-19,73.24494934082031
2015-03-20,74.43196105957031
2015-03-23,74.7818832397461
2015-03-24,74.44567108154297
2015-03-25,73.73208618164062
2015-03-26,72.94991302490234
2015-03-27,72.98419952392578
2015-03-30,73.9242172241211
2015-03-31,73.491943359375
2015-04-01,73.31355285644531
2015-04-02,73.43019104003906
2015-04-06,73.73208618164062
2015-04-07,73.38903045654297
2015-04-08,73.52627563476562
2015-04-09,73.59486389160156
2015-04-10,73.3204116821289
2015-04-13,73.40959930419922
2015-04-14,73.86248016357422
2015-04-15,73.83501434326172
2015-04-16,73.88304138183594
2015-04-17,73.2655258178711
2015-04-20,73.66349029541016
2015-04-21,77.63619232177734
2015-04-22,76.74422454833984
2015-04-23,76.64131927490234
2015-04-24,76.60015869140625
2015-04-27,76.51780700683594
2015-04-28,76.79910278320312
2015-04-29,75.9688949584961
2015-04-30,75.2621841430664
2015-05-01,76.18848419189453
2015-05-04,75.77679443359375
2015-05-05,75.06322479248047
2015-05-06,75.37882995605469
2015-05-07,75.25531768798828
2015-05-08,75.96200561523438
2015-05-11,75.41999053955078
2015-05-12,75.3033447265625
2015-05-13,75.74932098388672
2015-05-14,76.58643341064453
2015-05-15,76.70992279052734
2015-05-18,76.87459564208984
2015-05-19,77.14906311035156
2015-05-20,76.89517974853516
2015-05-21,76.73052215576172
2015-05-22,76.3325424194336
2015-05-26,75.41313934326172
2015-05-27,75.70132446289062
2015-05-28,75.2896499633789
2015-05-29,74.69269561767578
2015-06-01,74.89166259765625
2015-06-02,74.35647583007812
2015-06-03,74.6954345703125
2015-06-04,73.89993286132812
2015-06-05,73.14591979980469
2015-06-08,72.966064453125
2015-06-09,73.22200775146484
2015-06-10,74.0936050415039
2015-06-11,74.29422760009766
2015-06-12,73.8376693725586
2015-06-15,73.12517547607422
2015-06-16,73.94834899902344
2015-06-17,74.47406768798828
2015-06-18,75.53938293457031
2015-06-19,75.26958465576172
2015-06-22,75.38026428222656
2015-06-23,74.95831298828125
2015-06-24,74.9029541015625
2015-06-25,74.37030029296875
2015-06-26,74.64009857177734
2015-06-29,73.40876770019531
2015-06-30,73.30501556396484
2015-07-01,74.60549926757812
2015-07-02,74.39797973632812
2015-07-06,74.43257904052734
2015-07-07,75.93365478515625
2015-07-08,75.42176818847656
2015-07-09,75.19352722167969
2015-07-10,75.89909362792969
2015-07-13,76.68767547607422
2015-07-14,76.74995422363281
2015-07-15,76.92284393310547
2015-07-16,77.49703979492188
2015-07-17,77.75296020507812
2015-07-20,78.12651824951172
2015-07-21,77.81523895263672
2015-07-22,77.61463928222656
2015-07-23,77.22032928466797
2015-07-24,77.3656234741211
2015-07-27,77.72531127929688
2015-07-28,78.36864471435547
2015-07-29,78.51390838623047
2015-07-30,79.25409698486328
2015-07-31,79.53079223632812
2015-08-03,80.02884674072266
2015-08-04,80.24330139160156
2015-08-05,81.35702514648438
2015-08-06,80.69984436035156
2015-08-07,80.73442077636719
2015-08-10,80.86589813232422
2015-08-11,80.68601989746094
2015-08-12,80.00119018554688
2015-08-13,80.09112548828125
2015-08-14,80.35396575927734
2015-08-17,80.40239715576172
2015-08-18,80.27095031738281
2015-08-19,79.80747985839844
2015-08-20,78.8943862915039
2015-08-21,77.06814575195312
2015-08-24,73.5886459350586
2015-08-25,71.49262237548828
2015-08-26,73.45027160644531
2015-08-27,74.52249145507812
2015-08-28,74.16278839111328
