Date,ETN
2015-01-02,51.90911102294922
2015-01-05,49.761837005615234
2015-01-06,49.2039909362793
2015-01-07,49.349185943603516
2015-01-08,51.1143798828125
2015-01-09,50.48015594482422
2015-01-12,50.036922454833984
2015-01-13,50.02164840698242
2015-01-14,49.08937072753906
2015-01-15,48.959468841552734
2015-01-16,49.3568229675293
2015-01-20,49.51729965209961
2015-01-21,50.296730041503906
2015-01-22,51.718055725097656
2015-01-23,51.20608139038086
2015-01-26,51.06090545654297
2015-01-27,49.68540954589844
2015-01-28,48.60795974731445
2015-01-29,49.05117416381836
2015-01-30,48.210594177246094
2015-02-02,49.211647033691406
2015-02-03,53.3304443359375
2015-02-04,52.32939529418945
2015-02-05,52.894866943359375
2015-02-06,53.52912902832031
2015-02-09,53.59789276123047
2015-02-10,54.056392669677734
2015-02-11,53.74308776855469
2015-02-12,54.75175857543945
2015-02-13,55.43951416015625
2015-02-17,55.11854553222656
2015-02-18,55.24083709716797
2015-02-19,55.11091613769531
2015-02-20,55.40895462036133
2015-02-23,54.74411392211914
2015-02-24,54.80527114868164
2015-02-25,54.675350189208984
2015-02-26,54.8587532043457
2015-02-27,54.2626953125
2015-03-02,54.255062103271484
2015-03-03,53.82713317871094
2015-03-04,53.22346878051758
2015-03-05,53.416011810302734
2015-03-06,52.50712585449219
2015-03-09,52.761314392089844
2015-03-10,51.729183197021484
2015-03-11,51.274757385253906
2015-03-12,51.798526763916016
2015-03-13,51.328678131103516
2015-03-16,52.21445083618164
2015-03-17,52.129703521728516
2015-03-18,52.77671813964844
2015-03-19,52.05268478393555
2015-03-20,52.74590301513672
2015-03-23,52.422401428222656
2015-03-24,52.276065826416016
2015-03-25,51.4596061706543
2015-03-26,51.35176086425781
2015-03-27,51.37489318847656
2015-03-30,52.237552642822266
2015-03-31,52.32999038696289
2015-04-01,52.05268478393555
2015-04-02,52.129703521728516
2015-04-06,53.100223541259766
2015-04-07,52.807525634765625
2015-04-08,52.49173355102539
2015-04-09,52.79982376098633
2015-04-10,52.907657623291016
2015-04-13,52.6380729675293
2015-04-14,52.884559631347656
2015-04-15,53.716400146484375
2015-04-16,53.477638244628906
2015-04-17,53.23115921020508
2015-04-20,53.77032470703125
2015-04-21,53.416011810302734
2015-04-22,53.36210632324219
2015-04-23,53.22346878051758
2015-04-24,52.822933197021484
2015-04-27,53.43912887573242
2015-04-28,52.84604263305664
2015-04-29,53.56235885620117
2015-04-30,53.360496520996094
2015-05-01,54.75021743774414
2015-05-04,54.96760940551758
2015-05-05,55.441200256347656
2015-05-06,55.557647705078125
2015-05-07,55.31697463989258
2015-05-08,55.97688293457031
2015-05-11,56.10888671875
2015-05-12,55.85269546508789
2015-05-13,56.52812576293945
2015-05-14,57.06380081176758
2015-05-15,56.92408752441406
2015-05-18,57.03276824951172
2015-05-19,56.520381927490234
2015-05-20,56.49705123901367
2015-05-21,56.98617172241211
2015-05-22,56.74549102783203
2015-05-26,55.907020568847656
2015-05-27,56.66011428833008
2015-05-28,56.50483322143555
2015-05-29,55.580936431884766
2015-06-01,55.57316970825195
2015-06-02,56.170997619628906
2015-06-03,56.57469940185547
2015-06-04,55.93031692504883
2015-06-05,55.705162048339844
2015-06-08,55.635284423828125
2015-06-09,55.50331115722656
2015-06-10,56.318511962890625
2015-06-11,56.34180450439453
2015-06-12,55.80611038208008
2015-06-15,55.03749084472656
2015-06-16,54.6881217956543
2015-06-17,54.64152526855469
2015-06-18,55.161705017089844
2015-06-19,54.501792907714844
2015-06-22,54.501792907714844
2015-06-23,54.57942199707031
2015-06-24,54.02818298339844
2015-06-25,53.2130012512207
2015-06-26,53.01112365722656
2015-06-29,51.96302032470703
2015-06-30,52.39778137207031
2015-07-01,52.51424026489258
2015-07-02,52.335697174072266
2015-07-06,51.81549835205078
2015-07-07,51.94749450683594
2015-07-08,50.78293228149414
2015-07-09,50.767398834228516
2015-07-10,51.06240463256836
2015-07-13,51.559295654296875
2015-07-14,51.5748291015625
2015-07-15,51.039127349853516
2015-07-16,51.22545623779297
2015-07-17,50.550010681152344
2015-07-20,50.658714294433594
2015-07-21,49.69600296020508
2015-07-22,49.28451919555664
2015-07-23,48.90409469604492
2015-07-24,47.47554397583008
2015-07-27,47.02524185180664
2015-07-28,47.739532470703125
2015-07-29,47.980194091796875
2015-07-30,47.8470344543457
2015-07-31,47.455352783203125
2015-08-03,47.204673767089844
2015-08-04,46.6720085144043
2015-08-05,46.70334243774414
2015-08-06,46.98534393310547
2015-08-07,46.883514404296875
2015-08-10,48.089866638183594
2015-08-11,47.08717727661133
2015-08-12,47.23601531982422
2015-08-13,46.954002380371094
2015-08-14,46.96967315673828
2015-08-17,47.259521484375
2015-08-18,46.86000442504883
2015-08-19,45.9434928894043
2015-08-20,45.5283203125
2015-08-21,44.40811538696289
2015-08-24,42.55158996582031
2015-08-25,41.29039001464844
2015-08-26,42.74741744995117
2015-08-27,44.36112976074219
2015-08-28,44.69012451171875
2015-08-31,44.69796371459961
2015-09-01,43.005924224853516
2015-09-02,43.53076934814453
2015-09-03,43.311424255371094
2015-09-04,43.12343215942383
2015-09-08,44.40028762817383
2015-09-09,43.859779357910156
2015-09-10,43.75794219970703
2015-09-11,43.648277282714844
2015-09-14,42.833580017089844
2015-09-15,43.663944244384766
2015-09-16,44.29062271118164
2015-09-17,43.12343215942383
2015-09-18,41.46273422241211
2015-09-21,41.721221923828125
2015-09-22,41.517555236816406
2015-09-23,41.016212463378906
2015-09-24,40.88303756713867
2015-09-25,40.671531677246094
2015-09-28,39.2066764831543
2015-09-29,39.684532165527344
2015-09-30,40.18586730957031
2015-10-01,39.621849060058594
2015-10-02,40.26420211791992
2015-10-05,41.32955551147461
2015-10-06,41.18854522705078
2015-10-07,42.38707733154297
2015-10-08,43.31926345825195
