Date,DVN
2015-01-02,41.29307174682617
2015-01-05,39.76219177246094
2015-01-06,38.9493293762207
2015-01-07,39.132240295410156
2015-01-08,40.52085494995117
2015-01-09,40.92051696777344
2015-01-12,40.053470611572266
2015-01-13,39.89090347290039
2015-01-14,39.62672805786133
2015-01-15,39.19319534301758
2015-01-16,41.11695098876953
2015-01-20,40.39891815185547
2015-01-21,41.72659683227539
2015-01-22,41.4895133972168
2015-01-23,40.75117111206055
2015-01-26,41.807884216308594
2015-01-27,42.065277099609375
2015-01-28,39.57931137084961
2015-01-29,39.77574920654297
2015-01-30,40.825679779052734
2015-02-02,42.56654739379883
2015-02-03,43.39973068237305
2015-02-04,43.3523063659668
2015-02-05,44.02968978881836
2015-02-06,44.21257781982422
2015-02-09,43.8468017578125
2015-02-10,43.47423553466797
2015-02-11,43.75874710083008
2015-02-12,44.55804443359375
2015-02-13,45.02544021606445
2015-02-17,45.147361755371094
2015-02-18,43.31846237182617
2015-02-19,43.630035400390625
2015-02-20,43.23038101196289
2015-02-23,43.31846237182617
2015-02-24,43.92131042480469
2015-02-25,44.33449935913086
2015-02-26,42.37010955810547
2015-02-27,41.719818115234375
2015-03-02,41.225345611572266
2015-03-03,41.4895133972168
2015-03-04,41.902713775634766
2015-03-05,41.20501708984375
2015-03-06,40.08734893798828
2015-03-09,39.31512451171875
2015-03-10,38.6038818359375
2015-03-11,39.34535217285156
2015-03-12,38.889583587646484
2015-03-13,39.25011444091797
2015-03-16,39.96437072753906
2015-03-17,39.488197326660156
2015-03-18,40.977928161621094
2015-03-19,39.631046295166016
2015-03-20,39.903141021728516
2015-03-23,39.433773040771484
2015-03-24,39.34535217285156
2015-03-25,40.56977462768555
2015-03-26,40.855491638183594
2015-03-27,40.23646545410156
2015-03-30,41.297637939453125
2015-03-31,41.02555465698242
2015-04-01,41.88945770263672
2015-04-02,42.549293518066406
2015-04-06,43.13431167602539
2015-04-07,43.07988357543945
2015-04-08,42.882606506347656
2015-04-09,44.175079345703125
2015-04-10,44.12066650390625
2015-04-13,43.93019485473633
2015-04-14,45.00497817993164
2015-04-15,45.54236602783203
2015-04-16,45.297481536865234
2015-04-17,44.84171676635742
2015-04-20,45.351905822753906
2015-04-21,44.4063606262207
2015-04-22,44.7805061340332
2015-04-23,45.100215911865234
2015-04-24,45.23625946044922
2015-04-27,45.27707290649414
2015-04-28,45.90290069580078
2015-04-29,46.90285873413086
2015-04-30,46.399478912353516
2015-05-01,46.671566009521484
2015-05-04,46.957275390625
2015-05-05,45.33829879760742
2015-05-06,45.90290069580078
2015-05-07,45.21585464477539
2015-05-08,46.181800842285156
2015-05-11,45.209041595458984
2015-05-12,45.964115142822266
2015-05-13,44.86212158203125
2015-05-14,44.678470611572266
2015-05-15,44.8008918762207
2015-05-18,45.05938720703125
2015-05-19,44.06623458862305
2015-05-20,44.773677825927734
2015-05-21,45.923309326171875
2015-05-22,45.89610290527344
2015-05-26,45.093406677246094
2015-05-27,44.930152893066406
2015-05-28,44.47437286376953
2015-05-29,44.365543365478516
2015-06-01,43.85537338256836
2015-06-02,44.10024642944336
2015-06-03,43.474422454833984
2015-06-04,42.90982437133789
2015-06-05,43.39959716796875
2015-06-08,42.51527786254883
2015-06-09,42.25679016113281
2015-06-10,43.40639877319336
2015-06-11,42.976226806640625
2015-06-12,42.2456169128418
2015-06-15,42.081748962402344
2015-06-16,42.648475646972656
2015-06-17,42.08856964111328
2015-06-18,41.952022552490234
2015-06-19,41.63108444213867
2015-06-22,41.890560150146484
2015-06-23,41.94518280029297
2015-06-24,41.71303176879883
2015-06-25,41.22823715209961
2015-06-26,41.28286361694336
2015-06-29,40.16303634643555
2015-06-30,40.62053298950195
2015-07-01,39.41877365112305
2015-07-02,39.51437759399414
