Date,HD
2015-01-02,79.37126159667969
2015-01-05,77.70601654052734
2015-01-06,77.4681167602539
2015-01-07,80.12328338623047
2015-01-08,81.89599609375
2015-01-09,80.49168395996094
2015-01-12,80.13096618652344
2015-01-13,79.60147094726562
2015-01-14,78.76502990722656
2015-01-15,77.5141830444336
2015-01-16,79.90077209472656
2015-01-20,79.23313903808594
2015-01-21,79.44799041748047
2015-01-22,81.39717864990234
2015-01-23,80.8600082397461
2015-01-26,81.61969757080078
2015-01-27,80.6988296508789
2015-01-28,80.37655639648438
2015-01-29,82.58662414550781
2015-01-30,80.13096618652344
2015-02-02,80.13863372802734
2015-02-03,82.2950210571289
2015-02-04,83.19286346435547
2015-02-05,83.6379623413086
2015-02-06,83.67633056640625
2015-02-09,83.13914489746094
2015-02-10,84.92718505859375
2015-02-11,84.65089416503906
2015-02-12,86.07057189941406
2015-02-13,85.86339569091797
2015-02-17,85.94781494140625
2015-02-18,85.94014739990234
2015-02-19,85.13436889648438
2015-02-20,86.1319580078125
2015-02-23,86.16265106201172
2015-02-24,89.59290313720703
2015-02-25,89.2552490234375
2015-02-26,88.54158782958984
2015-02-27,88.05812072753906
2015-03-02,89.10944366455078
2015-03-03,89.07106018066406
2015-03-04,88.06578826904297
2015-03-05,88.94828796386719
2015-03-06,87.82789611816406
2015-03-09,88.44181060791016
2015-03-10,86.822021484375
2015-03-11,87.21539306640625
2015-03-12,89.55255126953125
2015-03-13,88.56523132324219
2015-03-16,89.8610610961914
2015-03-17,89.15147399902344
2015-03-18,89.53711700439453
2015-03-19,88.82750701904297
2015-03-20,90.62471008300781
2015-03-23,89.52938842773438
2015-03-24,89.59111022949219
2015-03-25,87.68589782714844
2015-03-26,86.67543029785156
2015-03-27,87.82474517822266
2015-03-30,88.4186782836914
2015-03-31,87.6319351196289
2015-04-01,87.26168060302734
2015-04-02,88.34925842285156
2015-04-06,88.6655044555664
2015-04-07,88.16415405273438
2015-04-08,89.1591796875
2015-04-09,88.37239074707031
2015-04-10,88.88919067382812
2015-04-13,88.27213287353516
2015-04-14,87.9712905883789
2015-04-15,87.50848388671875
2015-04-16,87.44677734375
2015-04-17,86.46717071533203
2015-04-20,87.05341339111328
2015-04-21,87.29254150390625
2015-04-22,87.15369415283203
2015-04-23,87.9018783569336
2015-04-24,87.70132446289062
2015-04-27,85.9195327758789
2015-04-28,85.29476165771484
2015-04-29,83.85235595703125
2015-04-30,82.51795196533203
2015-05-01,84.50027465820312
2015-05-04,84.89369201660156
2015-05-05,83.3509750366211
2015-05-06,83.54381561279297
2015-05-07,84.87825775146484
2015-05-08,86.75260162353516
2015-05-11,86.31292724609375
2015-05-12,86.7911376953125
2015-05-13,85.76526641845703
2015-05-14,86.34376525878906
2015-05-15,87.43135070800781
2015-05-18,88.18729400634766
2015-05-19,86.65229797363281
2015-05-20,86.46717071533203
2015-05-21,86.39778137207031
2015-05-22,86.51346588134766
2015-05-26,85.56470489501953
2015-05-27,86.51346588134766
2015-05-28,86.53661346435547
2015-05-29,85.94268035888672
2015-06-01,86.13550567626953
2015-06-02,86.53099060058594
2015-06-03,87.74842071533203
2015-06-04,86.43016815185547
2015-06-05,85.5849609375
2015-06-08,85.2437744140625
2015-06-09,84.93357849121094
2015-06-10,86.05797576904297
2015-06-11,86.29834747314453
2015-06-12,85.76329803466797
2015-06-15,85.30581665039062
2015-06-16,85.47642517089844
2015-06-17,85.66251373291016
2015-06-18,86.73262786865234
2015-06-19,87.18233489990234
2015-06-22,87.67865753173828
2015-06-23,87.76392364501953
2015-06-24,87.12031555175781
2015-06-25,87.0350112915039
2015-06-26,87.31416320800781
2015-06-29,85.71678924560547
2015-06-30,86.17428588867188
2015-07-01,86.90318298339844
2015-07-02,86.45341491699219
2015-07-06,86.32160949707031
2015-07-07,87.15909576416016
2015-07-08,86.073486328125
2015-07-09,86.36814880371094
2015-07-10,87.70188903808594
2015-07-13,89.09768676757812
2015-07-14,89.45436096191406
2015-07-15,89.62500762939453
2015-07-16,88.96585083007812
2015-07-17,88.76422882080078
2015-07-20,87.94229125976562
2015-07-21,88.29122161865234
2015-07-22,89.09768676757812
2015-07-23,88.8572998046875
2015-07-24,88.08186340332031
2015-07-27,87.67865753173828
2015-07-28,89.05115509033203
2015-07-29,90.23757934570312
2015-07-30,90.3073501586914
2015-07-31,90.74935150146484
2015-08-03,90.64081573486328
2015-08-04,91.1370849609375
2015-08-05,91.50153350830078
2015-08-06,90.38490295410156
2015-08-07,90.67182159423828
2015-08-10,91.19137573242188
2015-08-11,91.26113891601562
2015-08-12,91.26113891601562
2015-08-13,92.29249572753906
2015-08-14,92.85856628417969
2015-08-17,92.81978607177734
2015-08-18,95.2236328125
2015-08-19,95.19263458251953
2015-08-20,93.47114562988281
2015-08-21,90.07471466064453
2015-08-24,87.26764678955078
2015-08-25,86.05020904541016
2015-08-26,89.89637756347656
2015-08-27,91.2378921508789
2015-08-28,91.12931823730469
2015-08-31,90.3073501586914
2015-09-01,88.12507629394531
2015-09-02,90.78280639648438
2015-09-03,90.8763198852539
2015-09-04,89.17723083496094
2015-09-08,90.74378967285156
2015-09-09,88.82653045654297
2015-09-10,89.23180389404297
2015-09-11,89.97222137451172
2015-09-14,89.41886138916016
2015-09-15,90.5489501953125
2015-09-16,91.82716369628906
2015-09-17,91.89732360839844
2015-09-18,89.72283172607422
2015-09-21,90.86071014404297
2015-09-22,90.25279998779297
2015-09-23,90.5411605834961
2015-09-24,90.67367553710938
2015-09-25,90.98540496826172
2015-09-28,88.92784881591797
2015-09-29,88.0003890991211
2015-09-30,90.01119232177734
2015-10-01,91.21144104003906
2015-10-02,91.81937408447266
2015-10-05,92.90270233154297
2015-10-06,92.4974365234375
2015-10-07,93.2534408569336
2015-10-08,94.35236358642578
2015-10-09,94.56282043457031
2015-10-12,95.00704193115234
2015-10-13,94.78102111816406
2015-10-14,93.73665618896484
2015-10-15,94.93690490722656
2015-10-16,95.6617202758789
2015-10-19,95.94229888916016
2015-10-20,95.74747467041016
2015-10-21,96.09820556640625
2015-10-22,96.92432403564453
2015-10-23,97.11920166015625
2015-10-26,97.43093872070312
2015-10-27,97.01008605957031
2015-10-28,96.50349426269531
2015-10-29,96.35540771484375
2015-10-30,96.36320495605469
2015-11-02,96.96331787109375
2015-11-03,97.93755340576172
2015-11-04,97.71931457519531
2015-11-05,97.98431396484375
2015-11-06,98.18694305419922
2015-11-09,97.0334701538086
2015-11-10,97.62577819824219
2015-11-11,97.19712829589844
2015-11-12,96.49567413330078
2015-11-13,93.5262451171875
2015-11-16,94.18090057373047
2015-11-17,98.34281921386719
2015-11-18,98.62340545654297
2015-11-19,98.87279510498047
2015-11-20,101.48373413085938
2015-11-23,103.26852416992188
2015-11-24,104.12586212158203
2015-11-25,104.94419860839844
2015-11-27,105.0143814086914
2015-11-30,104.3440933227539
2015-12-01,105.23651885986328
2015-12-02,104.75115966796875
2015-12-03,102.49658966064453
2015-12-04,105.3147964477539
2015-12-07,104.84510040283203
2015-12-08,104.774658203125
2015-12-09,103.25594329833984
2015-12-10,103.75694274902344
2015-12-11,102.11302185058594
2015-12-14,103.34205627441406
2015-12-15,102.77842712402344
2015-12-16,104.03878784179688
2015-12-17,102.82539367675781
2015-12-18,101.99555969238281
2015-12-21,102.7940902709961
2015-12-22,103.24030303955078
2015-12-23,104.20319366455078
2015-12-24,104.03878784179688
2015-12-28,103.86656951904297
2015-12-29,104.66505432128906
2015-12-30,104.39105987548828
2015-12-31,103.52993774414062
