Date,CNP
2015-01-02,16.048429489135742
2015-01-05,15.5390625
2015-01-06,15.1926908493042
2015-01-07,15.389647483825684
2015-01-08,15.75639533996582
2015-01-09,15.423606872558594
2015-01-12,15.457565307617188
2015-01-13,15.376069068908691
2015-01-14,15.362479209899902
2015-01-15,15.389647483825684
2015-01-16,15.620559692382812
2015-01-20,15.545852661132812
2015-01-21,15.72243881225586
2015-01-22,15.545852661132812
2015-01-23,15.600190162658691
2015-01-26,15.620559692382812
2015-01-27,15.715639114379883
2015-01-28,15.457565307617188
2015-01-29,15.871853828430176
2015-01-30,15.681682586669922
2015-02-02,15.552642822265625
2015-02-03,15.511899948120117
2015-02-04,15.48472785949707
2015-02-05,15.749598503112793
2015-02-06,15.090818405151367
2015-02-09,15.070448875427246
2015-02-10,15.39643383026123
2015-02-11,14.86567211151123
2015-02-12,15.181522369384766
2015-02-13,14.941198348999023
2015-02-17,14.83133602142334
2015-02-18,15.06479263305664
2015-02-19,14.838203430175781
2015-02-20,14.920599937438965
2015-02-23,14.886269569396973
2015-02-24,15.13345718383789
2015-02-25,14.810741424560547
2015-02-26,14.433087348937988
2015-02-27,14.275163650512695
2015-03-02,14.206501007080078
2015-03-03,14.268298149108887
2015-03-04,14.240830421447754
2015-03-05,14.39189338684082
2015-03-06,14.179027557373047
2015-03-09,14.233967781066895
2015-03-10,14.172163009643555
2015-03-11,14.048566818237305
2015-03-12,14.240830421447754
2015-03-13,14.10350513458252
2015-03-16,14.213361740112305
2015-03-17,14.213361740112305
2015-03-18,14.65967845916748
2015-03-19,14.309500694274902
2015-03-20,14.53608226776123
2015-03-23,14.357555389404297
2015-03-24,14.275163650512695
2015-03-25,14.13096809387207
2015-03-26,14.021106719970703
2015-03-27,14.15843391418457
2015-03-30,14.165300369262695
2015-03-31,14.014241218566895
2015-04-01,14.268298149108887
2015-04-02,14.227095603942871
2015-04-06,14.460551261901855
2015-04-07,14.330089569091797
2015-04-08,14.206501007080078
2015-04-09,14.089776039123535
2015-04-10,14.254562377929688
2015-04-13,14.117239952087402
2015-04-14,14.227095603942871
2015-04-15,14.632218360900879
2015-04-16,14.323230743408203
2015-04-17,14.350692749023438
2015-04-20,14.501755714416504
2015-04-21,14.18590259552002
2015-04-22,14.30262565612793
2015-04-23,14.39875316619873
2015-04-24,14.453688621520996
2015-04-27,14.288898468017578
2015-04-28,14.42622184753418
2015-04-29,14.508620262145996
2015-04-30,14.39875316619873
2015-05-01,14.460551261901855
2015-05-04,14.494888305664062
2015-05-05,14.213361740112305
2015-05-06,13.979907035827637
2015-05-07,13.938711166381836
2015-05-08,14.227095603942871
2015-05-11,14.07603931427002
2015-05-12,13.760187149047852
2015-05-13,13.793556213378906
2015-05-14,14.043845176696777
2015-05-15,14.17593765258789
2015-05-18,14.196799278259277
2015-05-19,14.17593765258789
2015-05-20,14.273273468017578
2015-05-21,14.259363174438477
2015-05-22,14.210701942443848
2015-05-26,14.092508316040039
2015-05-27,14.071651458740234
2015-05-28,14.168986320495605
2015-05-29,14.162034034729004
2015-06-01,14.057745933532715
2015-06-02,13.717080116271973
2015-06-03,13.640607833862305
2015-06-04,13.418127059936523
2015-06-05,13.432034492492676
2015-06-08,13.334697723388672
2015-06-09,13.411172866821289
2015-06-10,13.48070240020752
2015-06-11,13.550223350524902
2015-06-12,13.390318870544434
2015-06-15,13.299934387207031
2015-06-16,13.265176773071289
2015-06-17,13.48070240020752
2015-06-18,13.675366401672363
2015-06-19,13.571081161499023
2015-06-22,13.703180313110352
2015-06-23,13.445935249328613
2015-06-24,13.327739715576172
2015-06-25,13.320793151855469
2015-06-26,13.45289134979248
2015-06-29,13.390318870544434
2015-06-30,13.230414390563965
2015-07-01,13.265176773071289
2015-07-02,13.45289134979248
2015-07-06,13.362506866455078
2015-07-07,13.626699447631836
2015-07-08,13.362506866455078
2015-07-09,13.174798011779785
2015-07-10,13.29298210144043
2015-07-13,13.327739715576172
2015-07-14,13.390318870544434
2015-07-15,13.397271156311035
2015-07-16,13.376410484313965
2015-07-17,13.209552764892578
2015-07-20,13.035743713378906
2015-07-21,12.924508094787598
2015-07-22,12.945363998413086
2015-07-23,12.750696182250977
2015-07-24,12.715935707092285
2015-07-27,12.987077713012695
2015-07-28,13.133074760437012
2015-07-29,13.265176773071289
