Date,OKE
2015-01-02,24.56558609008789
2015-01-05,23.158185958862305
2015-01-06,22.193674087524414
2015-01-07,22.03128433227539
2015-01-08,22.272411346435547
2015-01-09,21.514577865600586
2015-01-12,20.22528076171875
2015-01-13,19.79714584350586
2015-01-14,20.82563591003418
2015-01-15,20.8157901763916
2015-01-16,21.10613441467285
2015-01-20,21.499807357788086
2015-01-21,22.326534271240234
2015-01-22,21.898412704467773
2015-01-23,21.6818904876709
2015-01-26,22.15922737121582
2015-01-27,21.991907119750977
2015-01-28,21.036609649658203
2015-01-29,21.46562385559082
2015-01-30,21.964473724365234
2015-02-02,22.543142318725586
2015-02-03,23.336318969726562
2015-02-04,22.682823181152344
2015-02-05,23.555810928344727
2015-02-06,23.386207580566406
2015-02-09,23.04698944091797
2015-02-10,23.01205825805664
2015-02-11,22.7825870513916
2015-02-12,23.585744857788086
2015-02-13,23.605695724487305
2015-02-17,24.199331283569336
2015-02-18,24.054664611816406
2015-02-19,23.69549560546875
2015-02-20,23.780296325683594
2015-02-23,23.65558433532715
2015-02-24,22.498247146606445
2015-02-25,22.64291000366211
2015-02-26,21.93454360961914
2015-02-27,22.079212188720703
2015-03-02,21.98442268371582
2015-03-03,22.56309700012207
2015-03-04,22.46333122253418
2015-03-05,22.942228317260742
2015-03-06,23.510915756225586
2015-03-09,23.441078186035156
2015-03-10,23.131792068481445
2015-03-11,23.0020809173584
2015-03-12,23.116819381713867
2015-03-13,22.383512496948242
2015-03-16,22.51321029663086
2015-03-17,22.83746910095215
2015-03-18,23.660568237304688
2015-03-19,23.156726837158203
2015-03-20,23.630634307861328
2015-03-23,24.254209518432617
2015-03-24,23.421123504638672
2015-03-25,23.47599983215332
2015-03-26,23.525888442993164
2015-03-27,23.471006393432617
2015-03-30,23.964868545532227
2015-03-31,24.064645767211914
2015-04-01,24.11452865600586
2015-04-02,23.97983741760254
2015-04-06,24.378910064697266
2015-04-07,24.169391632080078
2015-04-08,23.780296325683594
2015-04-09,23.98482894897461
2015-04-10,24.069625854492188
2015-04-13,23.770320892333984
2015-04-14,24.543546676635742
2015-04-15,25.47639274597168
2015-04-16,25.11223030090332
2015-04-17,24.713150024414062
2015-04-20,24.50861167907715
2015-04-21,23.974853515625
2015-04-22,24.41383934020996
2015-04-23,24.573471069335938
2015-04-24,24.558517456054688
2015-04-27,24.229267120361328
2015-04-28,24.36817741394043
2015-04-29,24.544979095458984
2015-04-30,24.297456741333008
2015-05-01,24.580337524414062
2015-05-04,24.30756187438965
2015-05-05,24.2216796875
2015-05-06,22.650684356689453
2015-05-07,22.185956954956055
2015-05-08,22.60521697998047
2015-05-11,21.913179397583008
2015-05-12,21.903079986572266
2015-05-13,22.48398780822754
2015-05-14,22.549657821655273
2015-05-15,23.080059051513672
2015-05-18,23.16088104248047
2015-05-19,22.787080764770508
2015-05-20,22.807287216186523
2015-05-21,22.776975631713867
2015-05-22,22.302146911621094
2015-05-26,22.049564361572266
2015-05-27,21.7717342376709
2015-05-28,21.322153091430664
2015-05-29,21.1756591796875
2015-06-01,20.867530822753906
2015-06-02,20.99886131286621
2015-06-03,20.554338455200195
2015-06-04,20.079498291015625
2015-06-05,20.150218963623047
2015-06-08,19.93301010131836
2015-06-09,19.922903060913086
2015-06-10,19.862285614013672
2015-06-11,19.892593383789062
2015-06-12,19.614765167236328
2015-06-15,19.71074676513672
2015-06-16,19.675384521484375
2015-06-17,19.806720733642578
2015-06-18,19.837026596069336
2015-06-19,19.72083854675293
2015-06-22,20.60485076904297
2015-06-23,20.529081344604492
