date,SPLS
2015-01-02,15.674166402098
2015-01-05,15.522854176751
2015-01-06,15.407144827957
2015-01-07,15.714219638219
2015-01-08,15.789875750893
2015-01-09,15.322587996145
2015-01-12,15.344839793991
2015-01-13,15.113421096401
2015-01-14,15.424946266233
2015-01-15,15.126772175108
2015-01-16,15.442747704509
2015-01-20,14.588278667257
2015-01-21,14.677285858637
2015-01-22,15.046665702866
2015-01-23,14.944307432778
2015-01-26,15.015513185883
2015-01-27,15.051116062435
2015-01-28,14.988811028469
2015-01-29,15.215779366489
2015-01-30,15.175726130368
2015-02-02,15.25583260261
2015-02-03,16.920267081425
2015-02-04,14.89090311795
2015-02-05,15.104520377263
2015-02-06,14.748491611741
2015-02-09,15.238031164334
2015-02-10,15.086718938987
2015-02-11,15.246931883472
2015-02-12,15.202428287782
2015-02-13,15.006612466745
2015-02-17,15.140123253815
2015-02-18,15.157924692092
2015-02-19,14.971009590193
2015-02-20,14.944307432778
2015-02-23,14.75739233088
2015-02-24,14.971009590193
2015-02-25,14.810796645708
2015-02-26,14.579377948119
2015-02-27,14.922055634933
2015-03-02,15.144573613385
2015-03-03,14.962108871055
2015-03-04,14.766293050018
2015-03-05,14.686186577775
2015-03-06,14.285654216563
2015-03-09,14.39246284622
2015-03-10,14.258952059149
2015-03-11,14.152143429492
2015-03-12,14.428065722772
2015-03-13,14.250051340011
2015-03-16,14.276753497425
2015-03-17,14.401363565358
2015-03-18,14.530423992859
2015-03-19,14.285654216563
2015-03-20,14.463668599324
2015-03-23,14.962108871055
2015-03-24,15.037764983728
2015-03-25,14.833048443553
2015-03-26,14.362371475716
2015-03-27,14.447541593705
2015-03-30,14.97201021501
2015-03-31,14.599951278529
2015-04-01,14.712017223252
2015-04-02,14.550642262851
2015-04-06,14.416163129183
2015-04-07,14.434093680339
2015-04-08,14.478920058228
2015-04-09,14.703051947674
2015-04-10,14.989940766165
2015-04-13,14.550642262851
2015-04-14,14.532711711695
2015-04-15,14.550642262851
2015-04-16,14.738913049985
2015-04-17,14.371336751294
2015-04-20,14.434093680339
2015-04-21,14.434093680339
2015-04-22,14.317545097827
2015-04-23,14.514781160539
2015-04-24,14.568572814006
2015-04-27,14.335475648982
2015-04-28,14.353406200138
2015-04-29,14.335475648982
2015-04-30,14.631329743051
2015-05-01,14.80166997903
2015-05-04,14.989940766165
2015-05-05,14.855461632498
2015-05-06,14.649260294207
2015-05-07,14.756843601141
2015-05-08,14.80166997903
2015-05-11,14.92718383712
2015-05-12,14.765808876719
2015-05-13,14.877874821442
2015-05-14,14.667190845363
2015-05-15,14.703051947674
2015-05-18,14.774774152297
2015-05-19,14.712017223252
2015-05-20,14.478920058228
2015-05-21,14.586503365162
2015-05-22,14.523746436117
2015-05-26,14.474437420439
2015-05-27,14.541676987273
2015-05-28,14.783739427875
2015-05-29,14.76132623893
2015-06-01,14.698569309885
2015-06-02,14.747878325563
2015-06-03,14.84649635692
2015-06-04,14.882357459231
2015-06-05,14.747878325563
2015-06-08,14.694086672096
2015-06-09,14.541676987273
2015-06-10,14.783739427875
2015-06-11,14.765808876719
2015-06-12,14.640295018629
2015-06-15,14.487885333806
2015-06-16,14.46995478265
2015-06-17,14.573055451795
2015-06-18,14.725465136619
