Date,TSN
2015-01-02,30.792335510253906
2015-01-05,30.083234786987305
2015-01-06,30.260498046875
2015-01-07,30.630470275878906
2015-01-08,31.755800247192383
2015-01-09,31.100635528564453
2015-01-12,30.137176513671875
2015-01-13,29.94448471069336
2015-01-14,30.71526527404785
2015-01-15,30.90024185180664
2015-01-16,31.108354568481445
2015-01-20,31.069812774658203
2015-01-21,31.378124237060547
2015-01-22,31.678722381591797
2015-01-23,31.809757232666016
2015-01-26,31.840585708618164
2015-01-27,31.64789581298828
2015-01-28,30.9696102142334
2015-01-29,30.992717742919922
2015-01-30,30.090925216674805
2015-02-02,30.499452590942383
2015-02-03,29.95989227294922
2015-02-04,30.2528076171875
2015-02-05,30.846284866333008
2015-02-06,30.645889282226562
2015-02-09,30.653593063354492
2015-02-10,31.378124237060547
2015-02-11,31.00815773010254
2015-02-12,31.439777374267578
2015-02-13,31.37041473388672
2015-02-17,31.316452026367188
2015-02-18,31.694135665893555
2015-02-19,31.86370277404785
2015-02-20,32.11805725097656
2015-02-23,31.963911056518555
2015-02-24,31.987028121948242
2015-02-25,31.90976905822754
2015-02-26,31.57754135131836
2015-02-27,31.917495727539062
2015-03-02,32.58195877075195
2015-03-03,32.7519416809082
2015-03-04,31.987024307250977
2015-03-05,31.33802032470703
2015-03-06,31.41527557373047
2015-03-09,31.245298385620117
2015-03-10,30.735363006591797
2015-03-11,29.012392044067383
2015-03-12,29.020105361938477
2015-03-13,28.911956787109375
2015-03-16,29.429609298706055
2015-03-17,29.90864372253418
2015-03-18,30.59628677368164
2015-03-19,30.77400779724121
2015-03-20,31.07533073425293
2015-03-23,30.750818252563477
2015-03-24,29.900924682617188
2015-03-25,29.59186553955078
2015-03-26,29.483705520629883
2015-03-27,29.483705520629883
2015-03-30,29.74638557434082
2015-03-31,29.59186553955078
2015-04-01,29.669130325317383
2015-04-02,29.846839904785156
2015-04-06,30.063175201416016
2015-04-07,30.179079055786133
2015-04-08,29.862287521362305
2015-04-09,29.87773895263672
2015-04-10,30.426315307617188
2015-04-13,30.302692413330078
2015-04-14,30.82807731628418
2015-04-15,30.588565826416016
2015-04-16,30.387676239013672
2015-04-17,30.155900955200195
2015-04-20,29.73866844177246
2015-04-21,29.445070266723633
2015-04-22,29.4991512298584
2015-04-23,29.584150314331055
2015-04-24,29.862287521362305
2015-04-27,30.055448532104492
2015-04-28,30.37221908569336
2015-04-29,30.294965744018555
2015-04-30,30.519033432006836
2015-05-01,31.28392219543457
2015-05-04,31.74750518798828
2015-05-05,31.42301368713379
2015-05-06,31.175762176513672
2015-05-07,31.206680297851562
2015-05-08,31.878862380981445
2015-05-11,31.96385383605957
2015-05-12,31.61615562438965
2015-05-13,31.770692825317383
2015-05-14,32.23427963256836
2015-05-15,32.535606384277344
2015-05-18,32.597408294677734
2015-05-19,33.19233703613281
2015-05-20,33.547752380371094
2015-05-21,33.60184097290039
2015-05-22,33.18461227416992
2015-05-26,33.331417083740234
2015-05-27,33.01464080810547
2015-05-28,32.797786712646484
2015-05-29,32.875221252441406
2015-06-01,32.69710159301758
2015-06-02,32.7358283996582
2015-06-03,32.34086608886719
2015-06-04,32.03107833862305
2015-06-05,31.7058162689209
2015-06-08,31.54317855834961
2015-06-09,31.876197814941406
2015-06-10,32.06206130981445
2015-06-11,32.0001106262207
2015-06-12,32.20922088623047
2015-06-15,32.25567626953125
2015-06-16,32.457035064697266
2015-06-17,32.68936538696289
2015-06-18,32.766807556152344
2015-06-19,33.31665802001953
2015-06-22,33.47929763793945
2015-06-23,34.122093200683594
2015-06-24,34.85781478881836
2015-06-25,34.57902145385742
2015-06-26,33.76583480834961
2015-06-29,33.26245880126953
