Date,HRB
2015-01-02,21.74924659729004
2015-01-05,21.354759216308594
2015-01-06,21.2232666015625
2015-01-07,21.407358169555664
2015-01-08,21.782115936279297
2015-01-09,21.90703773498535
2015-01-12,21.65719985961914
2015-01-13,21.420503616333008
2015-01-14,21.413938522338867
2015-01-15,21.07862663269043
2015-01-16,21.611177444458008
2015-01-20,21.44023323059082
2015-01-21,21.729528427124023
2015-01-22,22.3541202545166
2015-01-23,22.505340576171875
2015-01-26,22.735462188720703
2015-01-27,22.755186080932617
2015-01-28,22.63026237487793
2015-01-29,22.814355850219727
2015-01-30,22.53821563720703
2015-02-02,22.71573257446289
2015-02-03,22.95899772644043
2015-02-04,22.919553756713867
2015-02-05,23.432376861572266
2015-02-06,23.261438369750977
2015-02-09,23.0115966796875
2015-02-10,23.031320571899414
2015-02-11,23.031320571899414
2015-02-12,23.14309310913086
2015-02-13,23.05104637145996
2015-02-17,23.11022186279297
2015-02-18,23.018173217773438
2015-02-19,23.0115966796875
2015-02-20,22.840662002563477
2015-02-23,22.94585418701172
2015-02-24,22.68943214416504
2015-02-25,22.88010025024414
2015-02-26,22.669706344604492
2015-02-27,22.452739715576172
2015-03-02,22.47904396057129
2015-03-03,22.1634521484375
2015-03-04,21.9727840423584
2015-03-05,21.045747756958008
2015-03-06,21.118064880371094
2015-03-09,20.933977127075195
2015-03-10,20.763036727905273
2015-03-11,20.894527435302734
2015-03-12,21.218734741210938
2015-03-13,21.046709060668945
2015-03-16,21.278282165527344
2015-03-17,21.298124313354492
2015-03-18,21.556167602539062
2015-03-19,21.364288330078125
2015-03-20,21.76788902282715
2015-03-23,21.83405113220215
2015-03-24,21.827444076538086
2015-03-25,21.377532958984375
2015-03-26,21.159181594848633
2015-03-27,21.1922664642334
2015-03-30,20.980541229248047
2015-03-31,21.218734741210938
2015-04-01,21.384140014648438
2015-04-02,21.271665573120117
2015-04-06,21.17902946472168
2015-04-07,20.967304229736328
2015-04-08,21.079790115356445
2015-04-09,21.11948585510254
2015-04-10,21.033470153808594
2015-04-13,21.185646057128906
2015-04-14,21.007001876831055
2015-04-15,21.13933753967285
2015-04-16,21.17902946472168
2015-04-17,20.6629581451416
2015-04-20,21.033470153808594
2015-04-21,21.278282165527344
2015-04-22,21.384140014648438
2015-04-23,21.595867156982422
2015-04-24,21.344436645507812
2015-04-27,21.106252670288086
2015-04-28,20.68280601501465
2015-04-29,20.24612045288086
2015-04-30,20.007938385009766
2015-05-01,20.874679565429688
2015-05-04,20.411529541015625
2015-05-05,19.981470108032227
2015-05-06,19.988082885742188
2015-05-07,20.41815185546875
2015-05-08,20.524019241333008
2015-05-11,20.927610397338867
2015-05-12,20.74896240234375
2015-05-13,20.868064880371094
2015-05-14,21.1922664642334
2015-05-15,20.742353439331055
2015-05-18,20.927610397338867
2015-05-19,21.09302520751953
2015-05-20,21.126094818115234
2015-05-21,21.25181007385254
2015-05-22,21.231962203979492
2015-05-26,20.973928451538086
2015-05-27,21.258426666259766
2015-05-28,21.20549964904785
2015-05-29,20.993776321411133
2015-06-01,21.079790115356445
2015-06-02,21.145950317382812
2015-06-03,21.17902946472168
2015-06-04,20.78204917907715
2015-06-05,20.8283634185791
2015-06-08,20.676185607910156
2015-06-09,21.145950317382812
2015-06-10,20.047636032104492
2015-06-11,20.254104614257812
2015-06-12,20.393964767456055
2015-06-15,20.074270248413086
2015-06-16,20.28074073791504
