Date,CTSH
2015-01-02,46.45846939086914
2015-01-05,46.16739273071289
2015-01-06,44.96778106689453
2015-01-07,46.44083023071289
2015-01-08,47.52577590942383
2015-01-09,47.73746871948242
2015-01-12,47.7639274597168
2015-01-13,47.7639274597168
2015-01-14,47.993263244628906
2015-01-15,47.49049377441406
2015-01-16,48.548973083496094
2015-01-20,49.04290771484375
2015-01-21,48.76066589355469
2015-01-22,49.55453109741211
2015-01-23,49.44868469238281
2015-01-26,49.48396682739258
2015-01-27,48.74302291870117
2015-01-28,48.01091003417969
2015-01-29,48.93708419799805
2015-01-30,47.74627685546875
2015-02-02,47.90506362915039
2015-02-03,48.601890563964844
2015-02-04,51.05405044555664
2015-02-05,50.84233856201172
2015-02-06,50.66592788696289
2015-02-09,50.674739837646484
2015-02-10,51.512718200683594
2015-02-11,51.9449348449707
2015-02-12,53.170997619628906
2015-02-13,53.126895904541016
2015-02-17,53.09162521362305
2015-02-18,53.885475158691406
2015-02-19,54.68815231323242
2015-02-20,55.61433029174805
2015-02-23,55.06744384765625
2015-02-24,55.0850830078125
2015-02-25,55.261497497558594
2015-02-26,55.3849983215332
2015-02-27,55.12037658691406
2015-03-02,55.49966049194336
2015-03-03,55.37617111206055
2015-03-04,54.74108123779297
2015-03-05,55.005714416503906
2015-03-06,54.34414291381836
2015-03-09,54.61758041381836
2015-03-10,53.49736404418945
2015-03-11,53.67378616333008
2015-03-12,54.379432678222656
2015-03-13,53.93840026855469
2015-03-16,54.71461868286133
2015-03-17,54.9086799621582
2015-03-18,56.26705551147461
2015-03-19,56.67280578613281
2015-03-20,56.50521469116211
2015-03-23,56.38172912597656
2015-03-24,55.543758392333984
2015-03-25,53.98250198364258
2015-03-26,55.15565872192383
2015-03-27,55.570220947265625
2015-03-30,55.8701286315918
2015-03-31,55.032161712646484
2015-04-01,54.6705207824707
2015-04-02,55.19093704223633
2015-04-06,55.058631896972656
2015-04-07,54.732261657714844
2015-04-08,55.16447067260742
2015-04-09,55.71134948730469
2015-04-10,55.39380645751953
2015-04-13,54.45000076293945
2015-04-14,55.23503875732422
2015-04-15,55.66724395751953
2015-04-16,55.0850830078125
2015-04-17,53.541473388671875
2015-04-20,53.92958068847656
2015-04-21,54.167728424072266
2015-04-22,53.9913215637207
2015-04-23,53.98250198364258
2015-04-24,52.68586349487305
2015-04-27,52.49181365966797
