date,EMC
2015-08-03,25.87153180343073
2015-08-04,25.547400994959503
2015-08-05,26.37246123470445
2015-08-06,26.726058480309423
2015-08-07,26.755524917443168
2015-08-10,26.834102083133164
2015-08-11,26.01886398909947
2015-08-12,25.910820386275727
2015-08-13,25.90099824056448
2015-08-14,26.146551883345712
2015-08-17,26.47068269181694
2015-08-18,25.950108969120727
2015-08-19,25.684911034916993
2015-08-20,25.242914477910773
2015-08-21,24.614297152390815
2015-08-24,23.337418209928405
2015-08-25,22.26680432740223
2015-08-26,23.749948329800876
2015-08-27,24.57500856954582
2015-08-28,24.516075695278325
2015-08-31,24.42767638387708
2015-09-01,23.58297185270964
2015-09-02,23.70083760124463
2015-09-03,23.74012618408963
2015-09-04,23.24901889852716
2015-09-08,23.80888120406837
2015-09-09,23.484750395597143
2015-09-10,23.484750395597143
2015-09-11,24.162478449673348
2015-09-14,23.916924806892116
2015-09-15,24.10354557540585
2015-09-16,24.41785423816583
2015-09-17,24.26069990678584
2015-09-18,23.661549018399633
2015-09-21,23.720481892667127
2015-09-22,23.337418209928405
2015-09-23,23.3963510841959
2015-09-24,23.337418209928405
2015-09-25,23.357062501350903
2015-09-28,23.091864567147173
2015-09-29,22.831577705799063
2015-09-30,23.848288688806974
2015-10-01,23.897643590894738
2015-10-02,24.371450650937263
2015-10-05,24.98345143682552
2015-10-06,25.477000457703145
2015-10-07,25.625065163966436
2015-10-08,26.829324774907846
2015-10-09,27.500551443301422
2015-10-12,27.9842294837615
2015-10-13,27.194551050357294
2015-10-14,26.76022791198498
2015-10-15,27.431454580378553
2015-10-16,27.411712619543447
2015-10-19,27.362357717455684
2015-10-20,27.135325167851974
2015-10-21,25.437516536032938
2015-10-22,25.44738751645049
2015-10-23,25.763258889812175
2015-10-26,25.83235575273504
2015-10-27,25.704033007306855
2015-10-28,25.812613791899935
2015-10-29,25.822484772317488
2015-10-30,25.8817106548228
2015-11-02,26.010033400250986
2015-11-03,25.91132359607546
2015-11-04,25.861968693987695
2015-11-05,25.704033007306855
2015-11-06,25.615194183548883
2015-11-09,25.49674241853825
2015-11-10,24.924225554320206
2015-11-11,25.13151614308881
2015-11-12,24.697193004716496
2015-11-13,24.70706398513405
2015-11-16,24.943967515155308
2015-11-17,24.845257710979787
2015-11-18,24.825515750144678
2015-11-19,24.7169349655516
2015-11-20,25.003193397660624
2015-11-23,24.943967515155308
2015-11-24,25.14138712350636
2015-11-25,25.0920322214186
2015-11-27,25.07229026058349
2015-11-30,25.013064378078177
2015-12-01,25.210483986429228
2015-12-02,25.4868714381207
2015-12-03,25.240096927681886
2015-12-04,25.58558124229623
2015-12-07,25.802742811482382
2015-12-08,25.664549085636647
2015-12-09,25.664549085636647
2015-12-10,25.71390398772441
2015-12-11,25.575710261878672
2015-12-14,25.417774575197832
2015-12-15,25.56583928146112
2015-12-16,25.664549085636647
2015-12-17,25.240096927681886
2015-12-18,25.022935358495733
2015-12-21,25.200613006011675
2015-12-22,25.437516536032938
2015-12-23,25.704033007306855
2015-12-24,25.6744200660542
2015-12-28,25.575710261878672
2015-12-29,25.64480712480154
2015-12-30,25.501677908747027
2015-12-31,25.46201744543638
