date,EMC
2015-01-02,29.039528199843954
2015-01-05,28.465162740980126
2015-01-06,27.92000230544836
2015-01-07,27.988147359889833
2015-01-08,28.513837779866893
2015-01-09,28.89350308318366
2015-01-12,28.17311250765954
2015-01-13,27.890797282116303
2015-01-14,27.3943118854713
2015-01-15,27.07305662881865
2015-01-16,27.14120168326012
2015-01-20,27.00491157437718
2015-01-21,26.97570655104512
2015-01-22,27.783712196565418
2015-01-23,27.939472321003066
2015-01-26,27.579277033241006
2015-01-27,26.683656317724534
2015-01-28,25.895120687758943
2015-01-29,25.70042053221188
2015-01-30,25.242875166676292
2015-02-02,25.72962555554394
2015-02-03,26.119025866638058
2015-02-04,26.128760874415413
2015-02-05,26.362401061071882
2015-02-06,26.625246271060416
2015-02-09,26.596041247728355
2015-02-10,26.51816118550953
2015-02-11,26.53763120106424
2015-02-12,27.13146667548277
2015-02-13,27.248286768811003
2015-02-17,27.55007200990895
2015-02-18,27.452721932135418
2015-02-19,27.958942336557772
2015-02-20,28.27046258543307
2015-02-23,27.988147359889833
2015-02-24,28.250992569878363
2015-02-25,28.14390748432748
2015-02-26,28.056292414331303
2015-02-27,28.17311250765954
2015-03-02,28.11470246099542
2015-03-03,27.637687079905128
2015-03-04,27.452721932135418
2015-03-05,27.267756784365712
2015-03-06,26.917296504381003
2015-03-09,27.121731667705415
2015-03-10,26.235845959966294
2015-03-11,25.038440003351877
2015-03-12,25.476515353332765
2015-03-13,25.31102022111776
2015-03-16,25.486250361110116
2015-03-17,25.27208019000835
2015-03-18,25.768565586653352
2015-03-19,25.515455384442177
2015-03-20,25.99247076553247
2015-03-23,25.554395415551586
2015-03-24,25.126055073348052
2015-03-25,24.999499972242464
2015-03-26,25.126055073348052
2015-03-27,24.503014575597465
2015-03-30,24.955692437244377
2015-03-31,24.994807942631905
2015-04-01,24.906798055509963
2015-04-02,24.96547131359126
2015-04-06,25.561982770751097
2015-04-07,25.601098276138625
2015-04-08,25.64999265787304
2015-04-09,25.376184120160325
2015-04-10,25.258837603997733
2015-04-13,25.376184120160325
2015-04-14,25.620656028832393
2015-04-15,25.640213781526157
2015-04-16,25.473972883629155
2015-04-17,26.021589959054577
2015-04-20,26.18783085695158
2015-04-21,25.738002544994984
2015-04-22,26.530091529092473
2015-04-23,26.002032206360813
2015-04-24,25.91402231923887
2015-04-27,26.002032206360813
2015-04-28,26.451860518317414
2015-04-29,26.48119714735806
2015-04-30,26.314956249461055
2015-05-01,26.52031265274559
2015-05-04,26.58876478717377
2015-05-05,25.894464566545103
2015-05-06,25.55220389440421
2015-05-07,25.601098276138625
2015-05-08,26.334514002154823
2015-05-11,26.226946362339113
2015-05-12,25.933580071932635
2015-05-13,25.933580071932635
2015-05-14,26.43230276562365
2015-05-15,26.28561962042041
2015-05-18,26.18783085695158
2015-05-19,26.26606186772664
2015-05-20,26.050926588095226
2015-05-21,26.197609733298464
2015-05-22,26.246504115032877
2015-05-26,25.708665915954334
2015-05-27,26.09982096982964
2015-05-28,25.933580071932635
2015-05-29,25.757560297688748
2015-06-01,26.090042093482754
2015-06-02,26.031368835401462
2015-06-03,26.451860518317414
2015-06-04,26.412745012929882
2015-06-05,26.735447932377006
2015-06-08,26.07048434078899
2015-06-09,26.119378722523404
2015-06-10,26.402966136583
2015-06-11,26.69633242698948
2015-06-12,26.471418271011178
2015-06-15,26.344292878501705
2015-06-16,26.530091529092473
2015-06-17,26.647438045255065
2015-06-18,26.794121190458302
2015-06-19,26.471418271011178
2015-06-22,26.69633242698948
2015-06-23,26.852794448539598
2015-06-24,26.843015572192716
2015-06-25,26.44208164197053
2015-06-26,25.865127937504457
2015-06-29,25.527756703537
2015-06-30,25.920642531986978
2015-07-01,25.950108969120727
2015-07-02,26.02868613481072
2015-07-06,25.842065366296982
2015-07-07,26.126907591923214
2015-07-08,25.42953524642451
2015-07-09,25.18398160364328
2015-07-10,25.331313789312016
2015-07-13,25.488468120692005
2015-07-14,24.673230026658313
2015-07-15,24.69287431808081
2015-07-16,24.761629338059556
2015-07-17,24.810740066615804
2015-07-20,24.535719986700823
2015-07-21,24.486609258144576
2015-07-22,24.928605815150792
2015-07-23,25.508112412114503
2015-07-24,25.16433731222078
2015-07-27,25.57686743209325
2015-07-28,26.3037062147257
2015-07-29,26.205484757613206
2015-07-30,26.3037062147257
2015-07-31,26.411749817549445
