Date,DIS
2015-01-02,85.36593627929688
2015-01-05,84.11846160888672
2015-01-06,83.67227935791016
2015-01-07,84.52823638916016
2015-01-08,85.40234375
2015-01-09,85.82124328613281
2015-01-12,86.01244354248047
2015-01-13,86.67717742919922
2015-01-14,85.80301666259766
2015-01-15,85.91228485107422
2015-01-16,86.66805267333984
2015-01-20,86.26741027832031
2015-01-21,85.74838256835938
2015-01-22,86.64073944091797
2015-01-23,86.24919128417969
2015-01-26,86.47683715820312
2015-01-27,85.56626892089844
2015-01-28,84.38253021240234
2015-01-29,84.88334655761719
2015-01-30,82.8254623413086
2015-02-02,83.70870971679688
2015-02-03,85.68463897705078
2015-02-04,92.2225341796875
2015-02-05,93.4609146118164
2015-02-06,92.8963394165039
2015-02-09,92.6323013305664
2015-02-10,92.80530548095703
2015-02-11,92.75975799560547
2015-02-12,94.31685638427734
2015-02-13,94.85405731201172
2015-02-17,94.80854034423828
2015-02-18,94.5718002319336
2015-02-19,94.59912109375
2015-02-20,95.2000961303711
2015-02-23,95.60073852539062
2015-02-24,95.3093490600586
2015-02-25,96.1288833618164
2015-02-26,95.2092056274414
2015-02-27,94.7721176147461
2015-03-02,96.42025756835938
2015-03-03,96.83912658691406
2015-03-04,96.1288833618164
2015-03-05,95.63716888427734
2015-03-06,94.53539276123047
2015-03-09,95.84661865234375
2015-03-10,93.87066650390625
2015-03-11,93.68854522705078
2015-03-12,97.58580017089844
2015-03-13,96.92106628417969
2015-03-16,97.76790618896484
2015-03-17,97.39458465576172
2015-03-18,98.31424713134766
2015-03-19,97.76790618896484
2015-03-20,98.73312377929688
2015-03-23,98.54188537597656
2015-03-24,97.5311508178711
2015-03-25,95.60985565185547
2015-03-26,95.82838439941406
2015-03-27,96.04694366455078
2015-03-30,96.62969970703125
2015-03-31,95.50968933105469
2015-04-01,96.010498046875
2015-04-02,96.52043151855469
2015-04-06,96.18352508544922
2015-04-07,96.00138854980469
2015-04-08,96.84823608398438
2015-04-09,97.22156524658203
2015-04-10,97.38546752929688
2015-04-13,96.98480224609375
2015-04-14,97.12139892578125
2015-04-15,97.41278839111328
2015-04-16,98.43262481689453
2015-04-17,97.14872741699219
2015-04-20,98.54188537597656
2015-04-21,98.05018615722656
2015-04-22,98.28691864013672
2015-04-23,99.25212860107422
2015-04-24,99.73474884033203
2015-04-27,100.30839538574219
2015-04-28,100.08985137939453
2015-04-29,99.98970031738281
2015-04-30,98.99717712402344
2015-05-01,100.63619995117188
2015-05-04,101.10059356689453
2015-05-05,100.90026092529297
2015-05-06,99.90775299072266
2015-05-07,99.48888397216797
2015-05-08,100.26287078857422
2015-05-11,98.88790130615234
