Date,MLM
2015-01-02,101.5333023071289
2015-01-05,97.39317321777344
2015-01-06,96.45893859863281
2015-01-07,98.7121810913086
2015-01-08,102.50421905517578
2015-01-09,100.5532455444336
2015-01-12,100.83717346191406
2015-01-13,99.60980224609375
2015-01-14,97.69548797607422
2015-01-15,95.79027557373047
2015-01-16,98.8678970336914
2015-01-20,99.40828704833984
2015-01-21,101.07536315917969
2015-01-22,101.634033203125
2015-01-23,100.59903717041016
2015-01-26,102.98052978515625
2015-01-27,102.19278717041016
2015-01-28,98.51065826416016
2015-01-29,100.77305603027344
2015-01-30,98.68470001220703
2015-02-02,103.81400299072266
2015-02-03,105.5177230834961
2015-02-04,105.31620788574219
2015-02-05,107.71598815917969
2015-02-06,108.05488586425781
2015-02-09,109.1448745727539
2015-02-10,125.70530700683594
2015-02-11,128.31578063964844
2015-02-12,130.13851928710938
2015-02-13,133.0237579345703
2015-02-17,131.59481811523438
2015-02-18,132.76724243164062
2015-02-19,132.81304931640625
2015-02-20,131.20103454589844
2015-02-23,131.37503051757812
2015-02-24,131.24681091308594
2015-02-25,130.5140838623047
2015-02-26,130.09149169921875
2015-02-27,130.7344970703125
2015-03-02,131.67141723632812
2015-03-03,131.34988403320312
2015-03-04,131.1937713623047
2015-03-05,130.8539276123047
2015-03-06,129.2280731201172
2015-03-09,128.4748992919922
2015-03-10,126.408203125
2015-03-11,127.57473754882812
2015-03-12,131.79998779296875
2015-03-13,130.25682067871094
2015-03-16,130.77117919921875
2015-03-17,130.75286865234375
2015-03-18,130.8815155029297
2015-03-19,127.3818130493164
2015-03-20,127.21649169921875
2015-03-23,128.2452850341797
2015-03-24,129.2280731201172
2015-03-25,128.5575408935547
2015-03-26,130.5415496826172
2015-03-27,130.18336486816406
2015-03-30,131.20294189453125
2015-03-31,128.41064453125
2015-04-01,126.84909057617188
2015-04-02,126.16935729980469
2015-04-06,127.9881362915039
2015-04-07,124.74565887451172
2015-04-08,125.09471130371094
2015-04-09,125.847900390625
2015-04-10,127.25325012207031
2015-04-13,126.75723266601562
2015-04-14,126.93174743652344
2015-04-15,130.59671020507812
2015-04-16,130.44058227539062
2015-04-17,128.81471252441406
2015-04-20,128.56674194335938
2015-04-21,127.09709930419922
2015-04-22,126.05918884277344
2015-04-23,126.97769927978516
2015-04-24,127.24404907226562
2015-04-27,124.84666442871094
2015-04-28,125.01205444335938
2015-04-29,125.19573211669922
2015-04-30,131.0283966064453
2015-05-01,135.78643798828125
2015-05-04,136.30078125
2015-05-05,134.913818359375
2015-05-06,136.94371032714844
2015-05-07,138.3123321533203
2015-05-08,142.2711944580078
2015-05-11,141.2516632080078
2015-05-12,138.46852111816406
2015-05-13,141.42620849609375
2015-05-14,142.0691375732422
2015-05-15,142.6662139892578
2015-05-18,142.6570281982422
2015-05-19,141.6925811767578
2015-05-20,140.99447631835938
2015-05-21,141.9864959716797
2015-05-22,139.89222717285156
2015-05-26,138.8359375
2015-05-27,140.4341278076172
2015-05-28,139.12646484375
2015-05-29,137.22930908203125
2015-06-01,135.43344116210938
2015-06-02,137.57003784179688
2015-06-03,136.17019653320312
2015-06-04,136.29920959472656
2015-06-05,136.39132690429688
2015-06-08,136.91619873046875
2015-06-09,136.86090087890625
2015-06-10,139.6697540283203
2015-06-11,139.9368896484375
2015-06-12,136.1978302001953
2015-06-15,134.55853271484375
2015-06-16,134.2362518310547
2015-06-17,133.527099609375
2015-06-18,135.7097930908203
2015-06-19,136.5293731689453
2015-06-22,136.74118041992188
2015-06-23,136.4188995361328
2015-06-24,134.37437438964844
2015-06-25,133.73892211914062
2015-06-26,133.4259033203125
2015-06-29,130.88397216796875
2015-06-30,130.3222198486328
2015-07-01,132.48646545410156
2015-07-02,132.6153564453125
2015-07-06,133.03904724121094
2015-07-07,133.5639190673828
2015-07-08,133.16790771484375
2015-07-09,135.16636657714844
2015-07-10,140.8117218017578
2015-07-13,141.23536682128906
2015-07-14,139.85398864746094
2015-07-15,139.01596069335938
2015-07-16,141.63140869140625
2015-07-17,144.1547393798828
2015-07-20,147.56224060058594
2015-07-21,147.57144165039062
2015-07-22,148.12400817871094
2015-07-23,146.68734741210938
2015-07-24,145.3520050048828
2015-07-27,141.45640563964844
2015-07-28,143.67584228515625
2015-07-29,144.93759155273438
2015-07-30,145.0204620361328
2015-07-31,144.4218292236328
2015-08-03,144.14559936523438
2015-08-04,152.35113525390625
2015-08-05,156.68873596191406
2015-08-06,154.4600372314453
2015-08-07,154.33116149902344
2015-08-10,158.40174865722656
2015-08-11,157.48081970214844
2015-08-12,158.96351623535156
2015-08-13,158.53985595703125
2015-08-14,161.1922149658203
2015-08-17,161.27505493164062
