Date,SO
2015-01-02,30.69951820373535
2015-01-05,30.568950653076172
2015-01-06,30.935821533203125
2015-01-07,31.277809143066406
2015-01-08,31.302684783935547
2015-01-09,30.90472984313965
2015-01-12,30.910945892333984
2015-01-13,30.892284393310547
2015-01-14,31.209421157836914
2015-01-15,31.588735580444336
2015-01-16,31.93073272705078
2015-01-20,32.12350845336914
2015-01-21,32.34113693237305
2015-01-22,32.415767669677734
2015-01-23,32.477935791015625
2015-01-26,32.477935791015625
2015-01-27,32.59609603881836
2015-01-28,32.44063186645508
2015-01-29,32.82616424560547
2015-01-30,31.538986206054688
2015-02-02,31.576297760009766
2015-02-03,31.588735580444336
2015-02-04,30.7554874420166
2015-02-05,30.910945892333984
2015-02-06,29.953332901000977
2015-02-09,29.7170467376709
2015-02-10,30.270458221435547
2015-02-11,29.8165340423584
2015-02-12,29.272693634033203
2015-02-13,28.845170974731445
2015-02-17,28.63140869140625
2015-02-18,29.4487361907959
2015-02-19,29.040071487426758
2015-02-20,29.008636474609375
2015-02-23,29.21611976623535
2015-02-24,29.480152130126953
2015-02-25,28.870319366455078
2015-02-26,28.769733428955078
2015-02-27,28.7885799407959
2015-03-02,28.210182189941406
2015-03-03,28.386219024658203
2015-03-04,28.185029983520508
2015-03-05,28.304479598999023
2015-03-06,27.71977996826172
2015-03-09,27.669483184814453
2015-03-10,27.619186401367188
2015-03-11,27.48715591430664
2015-03-12,27.952411651611328
2015-03-13,27.631772994995117
2015-03-16,28.059289932250977
2015-03-17,27.86439323425293
2015-03-18,28.379926681518555
2015-03-19,28.078157424926758
2015-03-20,28.27305030822754
2015-03-23,28.398794174194336
2015-03-24,27.990135192871094
2015-03-25,27.682056427001953
2015-03-26,27.512306213378906
2015-03-27,27.669483184814453
2015-03-30,27.87067413330078
2015-03-31,27.839235305786133
2015-04-01,28.052995681762695
2015-04-02,28.065568923950195
2015-04-06,28.241613388061523
2015-04-07,27.82666015625
2015-04-08,27.876968383789062
2015-04-09,27.958696365356445
2015-04-10,28.052995681762695
2015-04-13,27.788938522338867
2015-04-14,27.88325309753418
2015-04-15,27.788938522338867
2015-04-16,27.732358932495117
2015-04-17,27.732358932495117
2015-04-20,28.141014099121094
2015-04-21,27.927265167236328
2015-04-22,27.964982986450195
2015-04-23,28.09700584411621
2015-04-24,28.210182189941406
2015-04-27,27.86439323425293
2015-04-28,28.078157424926758
2015-04-29,28.07185935974121
2015-04-30,27.851806640625
2015-05-01,28.178739547729492
2015-05-04,28.279338836669922
2015-05-05,27.832950592041016
2015-05-06,27.713497161865234
2015-05-07,27.80780601501465
2015-05-08,27.757511138916016
2015-05-11,27.405431747436523
2015-05-12,27.329973220825195
2015-05-13,27.273405075073242
2015-05-14,27.49177360534668
2015-05-15,27.835588455200195
2015-05-18,27.791015625
2015-05-19,27.803747177124023
2015-05-20,27.803747177124023
2015-05-21,27.619117736816406
2015-05-22,27.52361488342285
2015-05-26,27.568178176879883
2015-05-27,27.84195327758789
2015-05-28,27.701887130737305
2015-05-29,27.816484451293945
2015-06-01,27.803747177124023
2015-06-02,27.555456161499023
2015-06-03,27.45357894897461
2015-06-04,27.49177360534668
2015-06-05,27.16070556640625
2015-06-08,27.12250328063965
2015-06-09,27.020645141601562
2015-06-10,26.956974029541016
2015-06-11,27.116138458251953
2015-06-12,26.93149757385254
2015-06-15,26.797807693481445
2015-06-16,27.046110153198242
2015-06-17,27.179798126220703
2015-06-18,27.580921173095703
2015-06-19,27.205278396606445
2015-06-22,27.065204620361328
2015-06-23,26.77233123779297
2015-06-24,26.549501419067383
2015-06-25,26.4921875
2015-06-26,26.67046546936035
2015-06-29,26.71503257751465
2015-06-30,26.676834106445312
2015-07-01,26.855104446411133
2015-07-02,27.307138442993164
2015-07-06,27.45357894897461
2015-07-07,28.179399490356445
2015-07-08,28.141189575195312
2015-07-09,27.549089431762695
2015-07-10,27.60637855529785
2015-07-13,27.63184928894043
2015-07-14,27.510875701904297
2015-07-15,27.612751007080078
2015-07-16,28.001129150390625
2015-07-17,27.701887130737305
2015-07-20,27.580921173095703
2015-07-21,27.510875701904297
2015-07-22,27.536344528198242
2015-07-23,27.36443328857422
2015-07-24,27.300779342651367
2015-07-27,27.657320022583008
2015-07-28,27.720979690551758
2015-07-29,27.74009132385254
2015-07-30,28.255794525146484
2015-07-31,28.478635787963867
2015-08-03,28.625059127807617
2015-08-04,28.28127098083496
2015-08-05,28.40222930908203
2015-08-06,28.688743591308594
2015-08-07,28.987964630126953
2015-08-10,28.94340705871582
2015-08-11,29.22991371154785
2015-08-12,29.650123596191406
2015-08-13,29.73580551147461
2015-08-14,29.845312118530273
2015-08-17,29.825986862182617
2015-08-18,29.677825927734375
2015-08-19,29.832420349121094
2015-08-20,29.864639282226562
2015-08-21,29.50389289855957
2015-08-24,28.07379150390625
2015-08-25,27.378070831298828
2015-08-26,28.09311866760254
2015-08-27,28.286375045776367
2015-08-28,28.176856994628906
2015-08-31,27.964279174804688
2015-09-01,27.320091247558594
2015-09-02,27.390953063964844
2015-09-03,27.42959976196289
2015-09-04,27.043081283569336
2015-09-08,27.50691032409668
2015-09-09,27.352283477783203
2015-09-10,27.24921989440918
2015-09-11,27.513351440429688
2015-09-14,27.461809158325195
2015-09-15,27.461809158325195
2015-09-16,27.642187118530273
2015-09-17,28.009374618530273
2015-09-18,27.977155685424805
2015-09-21,28.19618797302246
2015-09-22,27.70659828186035
2015-09-23,27.667949676513672
2015-09-24,28.009374618530273
2015-09-25,28.428096771240234
2015-09-28,28.402320861816406
2015-09-29,28.53116226196289
2015-09-30,28.795286178588867
2015-10-01,28.466739654541016
2015-10-02,28.788843154907227
2015-10-05,29.11737632751465
2015-10-06,28.85325050354004
2015-10-07,28.83392333984375
2015-10-08,29.085168838500977
2015-10-09,28.96276092529297
2015-10-12,29.38149642944336
2015-10-13,29.35572624206543
2015-10-14,29.323514938354492
2015-10-15,29.516773223876953
2015-10-16,29.774446487426758
2015-10-19,29.60696029663086
2015-10-20,29.613407135009766
2015-10-21,29.68426513671875
2015-10-22,29.954824447631836
2015-10-23,29.510330200195312
2015-10-26,29.400829315185547
2015-10-27,29.413700103759766
2015-10-28,29.20111656188965
2015-10-29,28.956329345703125
2015-10-30,29.052959442138672
2015-11-02,29.136701583862305
2015-11-03,29.27198028564453
2015-11-04,29.50389289855957
2015-11-05,29.39438247680664
2015-11-06,28.08023452758789
2015-11-09,28.35723876953125
2015-11-10,28.62778663635254
2015-11-11,29.00786590576172
2015-11-12,28.618589401245117
2015-11-13,28.657716751098633
2015-11-16,29.172836303710938
2015-11-17,28.755521774291992
2015-11-18,28.983732223510742
2015-11-19,29.45973777770996
2015-11-20,29.498865127563477
2015-11-23,29.290203094482422
2015-11-24,29.21847152709961
2015-11-25,29.068504333496094
2015-11-27,29.068504333496094
2015-11-30,29.04242515563965
2015-12-01,29.45973777770996
2015-12-02,28.82724380493164
2015-12-03,28.80767822265625
2015-12-04,29.231521606445312
2015-12-07,29.52492904663086
2015-12-08,29.537979125976562
2015-12-09,29.433656692504883
2015-12-10,29.009828567504883
2015-12-11,28.95113182067871
2015-12-14,29.30976104736328
2015-12-15,29.609704971313477
2015-12-16,30.20960235595703
2015-12-17,30.32695960998535
2015-12-18,30.124834060668945
2015-12-21,30.144386291503906
2015-12-22,30.287853240966797
2015-12-23,30.711669921875
2015-12-24,30.711669921875
2015-12-28,30.71819496154785
2015-12-29,30.816007614135742
2015-12-30,30.822538375854492
2015-12-31,30.50954246520996
