Date,MRK
2015-01-02,38.48434829711914
2015-01-05,39.05632400512695
2015-01-06,40.5905876159668
2015-01-07,41.45866012573242
2015-01-08,42.29307556152344
2015-01-09,42.09791946411133
2015-01-12,41.922969818115234
2015-01-13,41.84894561767578
2015-01-14,42.15176010131836
2015-01-15,41.64034652709961
2015-01-16,42.414207458496094
2015-01-20,42.13157653808594
2015-01-21,41.82875442504883
2015-01-22,42.11811447143555
2015-01-23,42.05082702636719
2015-01-26,42.272884368896484
2015-01-27,42.09791946411133
2015-01-28,41.350982666015625
2015-01-29,41.781646728515625
2015-01-30,40.56367492675781
2015-02-02,40.96742248535156
2015-02-03,41.06162643432617
2015-02-04,39.7359733581543
2015-02-05,39.81672286987305
2015-02-06,39.56101608276367
2015-02-09,39.2514762878418
2015-02-10,39.60138702392578
2015-02-11,39.52737045288086
2015-02-12,39.621578216552734
2015-02-13,39.5744743347168
2015-02-17,39.56101608276367
2015-02-18,39.56775665283203
2015-02-19,39.231285095214844
2015-02-20,39.26492691040039
2015-02-23,39.231285095214844
2015-02-24,39.271663665771484
2015-02-25,39.35913848876953
2015-02-26,39.67542266845703
2015-02-27,39.392791748046875
2015-03-02,39.4196891784668
2015-03-03,39.258201599121094
2015-03-04,38.948673248291016
2015-03-05,39.01594924926758
2015-03-06,38.24882125854492
2015-03-09,38.53144454956055
2015-03-10,38.07386016845703
2015-03-11,37.72393798828125
2015-03-12,38.10383605957031
2015-03-13,38.12418746948242
2015-03-16,38.74827194213867
2015-03-17,38.307342529296875
2015-03-18,39.10780334472656
2015-03-19,39.48769760131836
2015-03-20,39.738685607910156
2015-03-23,39.840450286865234
2015-03-24,39.77261734008789
2015-03-25,39.5216178894043
2015-03-26,39.073890686035156
2015-03-27,39.17565155029297
2015-03-30,39.57588577270508
2015-03-31,38.99248504638672
2015-04-01,38.57189178466797
2015-04-02,38.734710693359375
2015-04-06,38.78898239135742
2015-04-07,38.95857620239258
2015-04-08,38.76862335205078
2015-04-09,38.95857620239258
2015-04-10,38.83646774291992
2015-04-13,38.48371887207031
2015-04-14,39.182437896728516
2015-04-15,39.6505012512207
2015-04-16,39.23670196533203
2015-04-17,38.585472106933594
2015-04-20,39.080665588378906
2015-04-21,39.114593505859375
2015-04-22,39.13493728637695
2015-04-23,39.01283645629883
