Date,ES
2015-01-02,36.48429870605469
2015-01-05,36.15843200683594
2015-01-06,36.17879104614258
2015-01-07,36.708335876464844
2015-01-08,36.76944351196289
2015-01-09,36.30779266357422
2015-01-12,36.20595932006836
2015-01-13,36.443580627441406
2015-01-14,36.762664794921875
2015-01-15,37.40082931518555
2015-01-16,37.713134765625
2015-01-20,37.58413314819336
2015-01-21,37.85568618774414
2015-01-22,37.71990203857422
2015-01-23,37.91001510620117
2015-01-26,37.88285446166992
2015-01-27,37.8896369934082
2015-01-28,37.78780746459961
2015-01-29,38.29019546508789
2015-01-30,37.73349380493164
2015-02-02,38.12046432495117
2015-02-03,38.04578399658203
2015-02-04,37.75385665893555
2015-02-05,38.20872497558594
2015-02-06,36.46394729614258
2015-02-09,36.08375549316406
2015-02-10,37.122474670410156
2015-02-11,36.192378997802734
2015-02-12,35.506683349609375
2015-02-13,34.6376838684082
2015-02-17,34.78026580810547
2015-02-18,35.66962814331055
2015-02-19,35.64247131347656
2015-02-20,35.66962814331055
2015-02-23,35.778255462646484
2015-02-24,36.21274948120117
2015-02-25,35.7171516418457
2015-02-26,35.47625732421875
2015-02-27,35.4146614074707
2015-03-02,34.388160705566406
2015-03-03,34.62767791748047
2015-03-04,34.162330627441406
2015-03-05,34.59345245361328
2015-03-06,33.368492126464844
2015-03-09,33.43690872192383
2015-03-10,33.60801315307617
2015-03-11,33.40955352783203
2015-03-12,33.99124526977539
2015-03-13,33.6216926574707
2015-03-16,34.05282211303711
2015-03-17,33.89542770385742
2015-03-18,34.785064697265625
2015-03-19,34.71663284301758
2015-03-20,34.90825653076172
2015-03-23,35.22305679321289
2015-03-24,34.77138900756836
2015-03-25,34.29917907714844
2015-03-26,34.155479431152344
2015-03-27,34.29917907714844
2015-03-30,34.655052185058594
2015-03-31,34.57292175292969
2015-04-01,34.71663284301758
2015-04-02,34.655052185058594
2015-04-06,34.935630798339844
2015-04-07,34.4292106628418
2015-04-08,34.47711181640625
2015-04-09,34.18968963623047
2015-04-10,34.559234619140625
2015-04-13,33.998069763183594
2015-04-14,34.37447738647461
2015-04-15,34.38131332397461
2015-04-16,34.45658493041992
2015-04-17,34.25128173828125
2015-04-20,34.559234619140625
2015-04-21,33.95017623901367
2015-04-22,33.84751892089844
2015-04-23,33.95701599121094
2015-04-24,34.41552734375
2015-04-27,34.09389877319336
2015-04-28,34.48395538330078
2015-04-29,34.223915100097656
2015-04-30,33.368492126464844
2015-05-01,33.45744705200195
2015-05-04,33.77909469604492
2015-05-05,32.99894332885742
2015-05-06,32.69782257080078
2015-05-07,32.79362869262695
2015-05-08,33.16318130493164
2015-05-11,33.19740295410156
2015-05-12,33.33427047729492
2015-05-13,32.80733108520508
2015-05-14,33.21793746948242
2015-05-15,33.649070739746094
2015-05-18,33.833839416503906
2015-05-19,33.751712799072266
2015-05-20,33.85436248779297
2015-05-21,33.826988220214844
2015-05-22,33.73118209838867
2015-05-26,33.53272247314453
2015-05-27,33.66248321533203
2015-05-28,33.99380111694336
2015-05-29,33.99380111694336
2015-06-01,33.95238494873047
2015-06-02,33.46923065185547
2015-06-03,32.91013717651367
2015-06-04,32.74448013305664
2015-06-05,32.2268180847168
2015-06-08,31.97833251953125
