date,XLNX
2015-01-02,40.568728903883
2015-01-05,39.819696179855
2015-01-06,39.247453788206
2015-01-07,39.26141091971
2015-01-08,40.13605782727
2015-01-09,40.103491187095
2015-01-12,39.517291663943
2015-01-13,38.935744517958
2015-01-14,38.49376868701
2015-01-15,38.18671179393
2015-01-16,38.349544994806
2015-01-20,38.205321302602
2015-01-21,38.624035247711
2015-01-22,36.251322892094
2015-01-23,36.549075030838
2015-01-26,36.279237155101
2015-01-27,36.702603477378
2015-01-28,36.074532559714
2015-01-29,36.279237155101
2015-01-30,35.893089850167
2015-02-02,36.400198961466
2015-02-03,36.845475667793
2015-02-04,37.346997852815
2015-02-05,37.089206075467
2015-02-06,36.934531009059
2015-02-09,37.037647719998
2015-02-10,37.646973739183
2015-02-11,37.431366070856
2015-02-12,38.434410440899
2015-02-13,38.912497009797
2015-02-17,39.301528237431
2015-02-18,39.048423583308
2015-02-19,39.006239474287
2015-02-20,39.067172076206
2015-02-23,38.70626358792
2015-02-24,39.82179891535
2015-02-25,39.418706318043
2015-02-26,39.212472896165
2015-02-27,39.718682204411
2015-03-02,39.474951796737
2015-03-03,39.006239474287
2015-03-04,38.481281673144
2015-03-05,38.790631805961
2015-03-06,38.040692090041
2015-03-09,38.106311815184
2015-03-10,37.187635663182
2015-03-11,37.225132648978
2015-03-12,37.778213189469
2015-03-13,37.272003881223
2015-03-16,38.818754545307
2015-03-17,38.415661948001
2015-03-18,38.996865227838
2015-03-19,39.184350156818
2015-03-20,39.624939739921
2015-03-23,38.860938654328
2015-03-24,38.537527151838
2015-03-25,37.337623606366
2015-03-26,37.478237303101
2015-03-27,39.671810972166
2015-03-30,40.00928384433
2015-03-31,39.653062479268
2015-04-01,39.226534265839
2015-04-02,39.423393441268
2015-04-06,39.362460839349
2015-04-07,39.681185218615
2015-04-08,39.887418640493
2015-04-09,40.613922740291
2015-04-10,41.087322185965
2015-04-13,40.988892598251
2015-04-14,40.43581205776
2015-04-15,41.148254787884
2015-04-16,41.551347385191
2015-04-17,40.857653147965
2015-04-20,41.021702460822
2015-04-21,41.462292043925
2015-04-22,41.593531494211
2015-04-23,41.021702460822
2015-04-24,40.201455896535
2015-04-27,40.543615891923
2015-04-28,40.618609863515
2015-04-29,40.627984109964
2015-04-30,40.646732602862
2015-05-01,41.223248759476
2015-05-04,41.485727660048
2015-05-05,40.820156162169
2015-05-06,40.468621920331
2015-05-07,40.707665204781
2015-05-08,41.434169304578
2015-05-11,41.424795058129
2015-05-12,41.174622526443
2015-05-13,41.283187964722
2015-05-14,42.472687549345
2015-05-15,43.142961124807
2015-05-18,43.997323921698
2015-05-19,44.068127468402
2015-05-20,44.341901182323
2015-05-21,44.209734561809
2015-05-22,44.313579763642
2015-05-26,43.945401320782
2015-05-27,44.998014048444
2015-05-28,45.125460432511
2015-05-29,44.766722462545
2015-06-01,45.625805495884
2015-06-02,45.106579486723
2015-06-03,44.719520098076
2015-06-04,44.568472531775
2015-06-05,44.643996314926
2015-06-08,43.737710917118
2015-06-09,43.850996591844
2015-06-10,44.370222601005
2015-06-11,44.577913004669
2015-06-12,44.039806049721
2015-06-15,43.71882997133
2015-06-16,44.181413143128
2015-06-17,44.020925103933
2015-06-18,44.521270167306
2015-06-19,43.709389498436
2015-06-22,43.945401320782
2015-06-23,43.530020513454
2015-06-24,43.190163489276
2015-06-25,43.124080179019
2015-06-26,42.293318564362
2015-06-29,41.509759314174
2015-06-30,41.689128299157
2015-07-01,41.632485461794
2015-07-02,41.387033166554
2015-07-06,41.009414250801
2015-07-07,41.17934276289
2015-07-08,40.268337128635
2015-07-09,39.508379060682
2015-07-10,39.593343316726
2015-07-13,40.140890744568
2015-07-14,40.480747768746
2015-07-15,40.254176419294
2015-07-16,39.914319395116
2015-07-17,40.273057365082
2015-07-20,39.885997976435
2015-07-21,39.319569602805
2015-07-22,38.772022174963
2015-07-23,38.970272105733
2015-07-24,37.988462924775
2015-07-27,37.818534412686
2015-07-28,38.885307849689
2015-07-29,39.215724400973
2015-07-30,39.338450548593
2015-07-31,39.413974331743
2015-08-03,39.555581425151
2015-08-04,39.631105208302
2015-08-05,40.62021846524
2015-08-06,40.781900439932
2015-08-07,41.086242980529
2015-08-10,41.970738489137
2015-08-11,41.067221571741
2015-08-12,41.438139043093
2015-08-13,41.03868945856
2015-08-14,41.32401059037
2015-08-17,41.780524401264
2015-08-18,40.857986075081
2015-08-19,40.420493672974
2015-08-20,39.241166328162
2015-08-21,38.423245750309
2015-08-24,37.519728832913
2015-08-25,36.882511638539
2015-08-26,39.222144919375
2015-08-27,40.192236767526
2015-08-28,40.20174747192
2015-08-31,39.840340704962
2015-09-01,38.337649410766
2015-09-02,38.841716743629
2015-09-03,39.174591397407
2015-09-04,38.109392505319
2015-09-08,40.667771987208
2015-09-09,39.555019573152
2015-09-10,39.726212252238
2015-09-11,39.878383522536
2015-09-14,40.734346917964
2015-09-15,41.03868945856
2015-09-16,41.247924955221
2015-09-17,40.981625232199
2015-09-18,40.544132830091
2015-09-21,40.287343811463
2015-09-22,39.726212252238
2015-09-23,39.478933938003
2015-09-24,39.944958453292
2015-09-25,39.878383522536
2015-09-28,38.670524064544
2015-09-29,38.955845196353
2015-09-30,40.296854515856
2015-10-01,39.811808591781
2015-10-02,40.287343811463
2015-10-05,41.504713973849
2015-10-06,41.885142149594
2015-10-07,42.294102438521
2015-10-08,42.931319632895
2015-10-09,42.703062727448
2015-10-12,42.503337935181
2015-10-13,42.303613142915
2015-10-14,43.159576538342
2015-10-15,44.006029229376
2015-10-16,44.234286134824
2015-10-19,44.281839656792
2015-10-20,44.310371769973
2015-10-21,44.405478813909
2015-10-22,45.299485026912
2015-10-23,44.85248192041
2015-10-26,45.461167001603
2015-10-27,46.8116870255
2015-10-28,46.726090685958
2015-10-29,45.651381089476
2015-10-30,45.289974322518
2015-11-02,45.413613479635
2015-11-03,45.270952913731
2015-11-04,45.35711036271
2015-11-05,45.194368514638
2015-11-06,45.596436609875
2015-11-09,45.337964262937
2015-11-10,45.050772766339
2015-11-11,45.069918866112
2015-11-12,44.667850770875
2015-11-13,44.552974172236
2015-11-16,45.079491915999
2015-11-17,45.80704370738
2015-11-18,46.620752947741
2015-11-19,46.831360045246
2015-11-20,46.85050614502
2015-11-23,46.525022448875
2015-11-24,47.128124591731
2015-11-25,46.917517494226
2015-11-27,47.128124591731
2015-11-30,47.568484886515
2015-12-01,48.095002630278
2015-12-02,46.907944444339
2015-12-03,46.400572800349
2015-12-04,46.879225294679
2015-12-07,46.467584149556
2015-12-08,46.28569620171
2015-12-09,45.826189807153
2015-12-10,45.912347256133
2015-12-11,45.32839121305
2015-12-14,45.285312488561
2015-12-15,45.897987681303
2015-12-16,45.921920306019
2015-12-17,45.089064965885
2015-12-18,44.533828072462
2015-12-21,45.280525963617
2015-12-22,45.404975612143
2015-12-23,45.83576285704
2015-12-24,45.80704370738
2015-12-28,45.759178457947
2015-12-29,46.122954353638
2015-12-30,45.797470657494
2015-12-31,44.964615317359
