Date,VZ
2015-04-16,27.626611709594727
2015-04-17,27.41914939880371
2015-04-20,27.688289642333984
2015-04-21,27.570528030395508
2015-04-22,27.79482650756836
2015-04-23,28.06396484375
2015-04-24,28.052759170532227
2015-04-27,28.08078956604004
2015-04-28,28.34432029724121
2015-04-29,28.299470901489258
2015-04-30,28.282636642456055
2015-05-01,28.26582908630371
2015-05-04,28.327503204345703
2015-05-05,28.086397171020508
2015-05-06,27.834074020385742
2015-05-07,27.88454246520996
2015-05-08,28.11443519592285
2015-05-11,27.923789978027344
2015-05-12,27.82285499572754
2015-05-13,27.88454246520996
2015-05-14,28.01911163330078
2015-05-15,27.918188095092773
2015-05-18,27.811641693115234
2015-05-19,27.783601760864258
2015-05-20,27.862112045288086
2015-05-21,27.979862213134766
2015-05-22,27.81724739074707
2015-05-26,27.710712432861328
2015-05-27,27.79482650756836
2015-05-28,27.777999877929688
2015-05-29,27.721933364868164
2015-06-01,27.598567962646484
2015-06-02,27.5537166595459
2015-06-03,27.52007484436035
2015-06-04,26.970571517944336
2015-06-05,26.482742309570312
2015-06-08,26.60049057006836
2015-06-09,26.544422149658203
2015-06-10,26.617305755615234
2015-06-11,26.779922485351562
2015-06-12,26.493953704833984
2015-06-15,26.353778839111328
2015-06-16,26.589271545410156
2015-06-17,26.505168914794922
2015-06-18,26.785533905029297
2015-06-19,26.61170196533203
2015-06-22,26.65094566345215
2015-06-23,26.785533905029297
2015-06-24,26.516380310058594
2015-06-25,26.60049057006836
2015-06-26,26.7014217376709
2015-06-29,26.224807739257812
2015-06-30,26.13509178161621
2015-07-01,26.353778839111328
2015-07-02,26.465925216674805
2015-07-06,26.376203536987305
2015-07-07,26.493953704833984
2015-07-08,26.425878524780273
2015-07-09,26.244335174560547
2015-07-10,26.664152145385742
2015-07-13,26.777616500854492
2015-07-14,26.896751403808594
2015-07-15,26.851364135742188
2015-07-16,27.135034561157227
2015-07-17,26.998878479003906
2015-07-20,27.288209915161133
2015-07-21,26.647127151489258
2015-07-22,26.35211944580078
2015-07-23,26.295392990112305
2015-07-24,26.11952018737793
2015-07-27,26.000385284423828
2015-07-28,26.034421920776367
2015-07-29,26.414525985717773
2015-07-30,26.476943969726562
2015-07-31,26.54501724243164
2015-08-03,26.647127151489258
2015-08-04,26.476943969726562
2015-08-05,26.45992088317871
2015-08-06,26.454240798950195
2015-08-07,26.301057815551758
2015-08-10,26.794631958007812
2015-08-11,27.004547119140625
2015-08-12,27.146373748779297
2015-08-13,27.038583755493164
2015-08-14,26.942140579223633
2015-08-17,26.95917320251465
2015-08-18,26.925121307373047
2015-08-19,26.91377067565918
2015-08-20,26.596078872680664
2015-08-21,26.153564453125
2015-08-24,25.382007598876953
2015-08-25,24.678525924682617
2015-08-26,25.62027931213379
2015-08-27,26.204622268676758
2015-08-28,26.136545181274414
2015-08-31,26.10250473022461
2015-09-01,25.4727725982666
2015-09-02,25.728071212768555
2015-09-03,25.937986373901367
2015-09-04,25.427387237548828
2015-09-08,26.028751373291016
2015-09-09,25.750764846801758
2015-09-10,25.790475845336914
2015-09-11,25.943653106689453
2015-09-14,25.898265838623047
2015-09-15,26.30674171447754
2015-09-16,26.204622268676758
2015-09-17,25.65998649597168
2015-09-18,25.285558700561523
2015-09-21,25.416044235229492
2015-09-22,25.206138610839844
2015-09-23,24.950838088989258
2015-09-24,25.013235092163086
2015-09-25,25.086999893188477
2015-09-28,24.814685821533203
2015-09-29,24.695537567138672
2015-09-30,24.684202194213867
2015-10-01,24.372177124023438
2015-10-02,24.304094314575195
2015-10-05,24.96218490600586
2015-10-06,24.996225357055664
2015-10-07,25.20024299621582
2015-10-08,25.418621063232422
2015-10-09,25.378393173217773
2015-10-12,25.458850860595703
2015-10-13,25.493335723876953
2015-10-14,25.28069305419922
2015-10-15,25.671493530273438
2015-10-16,25.68872833251953
2015-10-19,25.68872833251953
2015-10-20,25.999069213867188
2015-10-21,25.780675888061523
2015-10-22,26.372604370117188
2015-10-23,26.527780532836914
2015-10-26,26.642723083496094
2015-10-27,26.533525466918945
2015-10-28,26.711694717407227
2015-10-29,26.665700912475586
2015-10-30,26.941560745239258
2015-11-02,26.88408851623535
2015-11-03,26.694433212280273
2015-11-04,26.51628303527832
2015-11-05,26.55076026916504
2015-11-06,26.309404373168945
2015-11-09,26.033538818359375
2015-11-10,25.918601989746094
2015-11-11,26.0450382232666
2015-11-12,25.763429641723633
2015-11-13,25.418621063232422
2015-11-16,25.88412857055664
2015-11-17,25.9071102142334
2015-11-18,26.079524993896484
2015-11-19,26.297901153564453
2015-11-20,26.08526611328125
2015-11-23,25.85539436340332
2015-11-24,25.970333099365234
2015-11-25,25.81515121459961
2015-11-27,25.993309020996094
2015-11-30,26.119747161865234
2015-12-01,26.1944522857666
2015-12-02,25.81515121459961
2015-12-03,25.6082706451416
2015-12-04,26.269161224365234
2015-12-07,26.470308303833008
2015-12-08,26.26341438293457
2015-12-09,26.068029403686523
2015-12-10,26.0450382232666
2015-12-11,25.75769805908203
2015-12-14,26.119747161865234
2015-12-15,26.177213668823242
2015-12-16,26.728919982910156
2015-12-17,26.493295669555664
2015-12-18,26.18297004699707
2015-12-21,26.37835693359375
2015-12-22,26.631229400634766
2015-12-23,26.981781005859375
2015-12-24,26.843849182128906
2015-12-28,26.866846084594727
2015-12-29,27.131206512451172
2015-12-30,26.878339767456055
2015-12-31,26.562257766723633
