date,GPS
2015-01-02,38.076256122564
2015-01-05,38.320450639264
2015-01-06,37.81132958688
2015-01-07,39.638710507044
2015-01-08,39.184138138844
2015-01-09,38.202261823532
2015-01-12,38.411365112904
2015-01-13,37.81132958688
2015-01-14,37.53858616596
2015-01-15,36.647624324288
2015-01-16,36.820361824204
2015-01-20,36.747630245292
2015-01-21,37.456763139684
2015-01-22,38.284084849808
2015-01-23,38.365907876084
2015-01-26,38.520462481272
2015-01-27,38.729565770644
2015-01-28,38.456822349724
2015-01-29,38.456822349724
2015-01-30,37.44767169232
2015-02-02,37.438580244956
2015-02-03,38.365907876084
2015-02-04,38.35681642872
2015-02-05,37.729506560604
2015-02-06,37.99315853416
2015-02-09,37.365848666044
2015-02-10,37.074922350396
2015-02-11,37.49312892914
2015-02-12,37.793146692152
2015-02-13,37.456763139684
2015-02-17,37.193111166128
2015-02-18,36.956733534664
2015-02-19,37.338574323952
2015-02-20,37.274934192404
2015-02-23,36.638532876924
2015-02-24,36.320332219184
2015-02-25,36.62944142956
2015-02-26,36.702173008472
2015-02-27,37.820421034244
2015-03-02,37.647683534328
2015-03-03,38.165896034076
2015-03-04,38.211353270896
2015-03-05,37.665866429056
2015-03-06,37.020373666212
2015-03-09,37.074922350396
2015-03-10,37.156745376672
2015-03-11,37.138562481944
2015-03-12,37.656774981692
2015-03-13,37.393123008136
2015-03-16,37.520403271232
2015-03-17,37.529494718596
2015-03-18,38.484096691816
2015-03-19,38.884120375832
2015-03-20,39.238686823028
2015-03-23,39.502338796584
2015-03-24,39.275052612484
2015-03-25,38.638651297004
2015-03-26,38.547736823364
2015-03-27,38.94776050738
2015-03-30,39.211412480936
2015-03-31,39.393241428216
2015-04-01,38.67501708646
2015-04-02,38.656834191732
2015-04-06,39.238686823028
2015-04-07,38.690277503349
2015-04-08,38.763398745973
2015-04-09,39.055883716469
2015-04-10,37.602599019319
2015-04-13,37.538617932024
2015-04-14,37.611739174647
2015-04-15,37.529477776696
2015-04-16,37.428936068088
2015-04-17,37.136451097592
2015-04-20,37.109030631608
2015-04-21,37.118170786936
2015-04-22,37.200432184888
2015-04-23,37.675720261943
2015-04-24,37.346674670136
2015-04-27,36.524060690618
2015-04-28,36.487500069306
2015-04-29,36.258996186106
2015-04-30,36.231575720122
2015-05-01,36.706863797177
2015-05-04,36.615462243897
2015-05-05,35.975651370939
2015-05-06,36.268136341434
2015-05-07,36.597181933241
2015-05-08,36.204155254138
2015-05-11,36.441799292666
2015-05-12,35.06163583814
2015-05-13,35.253579100028
2015-05-14,34.878832731581
2015-05-15,35.546064070523
2015-05-18,35.875109662331
2015-05-19,35.299279876668
2015-05-20,35.344980653308
2015-05-21,35.2444389447
2015-05-22,34.741730401661
2015-05-26,34.604628071741
2015-05-27,34.677749314365
2015-05-28,35.189598012732
2015-05-29,35.034215372156
2015-06-01,34.622908382397
2015-06-02,34.376124188542
2015-06-03,34.988514595516
2015-06-04,35.271859410684
2015-06-05,34.933673663549
2015-06-08,34.686889469693
2015-06-09,34.29386279059
2015-06-10,34.467525741821
2015-06-11,35.134757080764
2015-06-12,34.988514595516
2015-06-15,34.915393352893
2015-06-16,35.418101895932
2015-06-17,35.207878323388
2015-06-18,35.628325468475
2015-06-19,35.482082983228
2015-06-22,35.847689196347
2015-06-23,35.774567953723
2015-06-24,35.582624691835
2015-06-25,35.42724205126
2015-06-26,35.536923915195
2015-06-29,34.778291022973
2015-06-30,34.887972886909
2015-07-01,35.143897236092
2015-07-02,35.299279876668
2015-07-06,35.436382206588
2015-07-07,35.831754400382
2015-07-08,35.289266971687
2015-07-09,34.737584840812
2015-07-10,34.553690797186
2015-07-13,34.673221925543
2015-07-14,34.755974245174
2015-07-15,34.746779542993
2015-07-16,35.022620608431
2015-07-17,34.608859010274
2015-07-20,34.58127490373
2015-07-21,33.956035155404
2015-07-22,33.238848385266
2015-07-23,33.477910641979
2015-07-24,33.082538448184
2015-07-27,33.303211300535
2015-07-28,33.110122554728
2015-07-29,33.284821896172
2015-07-30,33.146901363453
2015-07-31,33.542273557247
2015-08-03,32.972202022009
2015-08-04,32.328572869321
2015-08-05,32.356156975865
2015-08-06,32.117094719152
2015-08-07,32.080315910427
2015-08-10,32.420519891133
2015-08-11,32.595219232577
2015-08-12,32.273404656233
2015-08-13,31.491854970826
2015-08-14,31.473465566463
2015-08-17,31.703333120995
2015-08-18,31.859643058076
2015-08-19,31.353934438107
2015-08-20,30.949367542131
2015-08-21,29.597746321486
2015-08-24,29.432241682223
2015-08-25,29.156400616785
2015-08-26,30.195401963268
2015-08-27,30.314933091624
2015-08-28,30.186207261086
2015-08-31,30.167817856724
2015-09-01,29.671303938936
2015-09-02,30.011507919642
2015-09-03,30.351711900349
2015-09-04,29.800029769473
2015-09-08,30.121844345818
2015-09-09,29.91956089783
2015-09-10,29.873587386924
2015-09-11,29.735666854205
2015-09-14,29.588551619304
2015-09-15,29.211568829873
2015-09-16,29.423046980042
2015-09-17,29.634525130211
2015-09-18,29.027674786247
2015-09-21,29.533383406217
2015-09-22,29.147205914604
2015-09-23,28.751833720809
2015-09-24,28.512771464097
2015-09-25,28.641497294634
2015-09-28,27.703637672145
2015-09-29,27.786389991777
2015-09-30,26.2049012166
2015-10-01,25.708387298811
2015-10-02,25.708387298811
2015-10-05,26.949672093282
2015-10-06,26.356556889028
2015-10-07,26.310219763696
2015-10-08,26.829195567418
2015-10-09,25.411279532249
2015-10-12,25.022047679457
2015-10-13,24.901571153593
2015-10-14,24.688420377064
2015-10-15,24.549409001067
2015-10-16,24.679152951998
2015-10-19,24.938640853859
2015-10-20,25.161059055454
2015-10-21,25.003512829324
2015-10-22,25.309337856517
2015-10-23,24.975710554125
2015-10-26,24.994245404258
2015-10-27,24.577211276267
2015-10-28,25.179593905587
2015-10-29,24.744024927463
2015-10-30,25.225931030919
2015-11-02,25.253733306119
2015-11-03,26.199010662898
2015-11-04,25.967325036237
2015-11-05,26.291684913563
2015-11-06,26.40289401436
2015-11-09,25.661500009043
2015-11-10,25.290803006385
2015-11-11,24.679152951998
2015-11-12,24.577211276267
2015-11-13,23.381713442693
2015-11-16,23.52072481869
2015-11-17,23.214899791496
2015-11-18,23.529992243756
