Date,FLR
2015-01-02,54.448368072509766
2015-01-05,52.53742599487305
2015-01-06,52.0350227355957
2015-01-07,51.909427642822266
2015-01-08,53.52429962158203
2015-01-09,51.774845123291016
2015-01-12,50.402198791503906
2015-01-13,49.90876770019531
2015-01-14,48.45536804199219
2015-01-15,47.280094146728516
2015-01-16,48.473297119140625
2015-01-20,48.84114456176758
2015-01-21,50.025386810302734
2015-01-22,49.30765914916992
2015-01-23,48.724510192871094
2015-01-26,49.45120620727539
2015-01-27,48.58993911743164
2015-01-28,46.840484619140625
2015-01-29,47.58512496948242
2015-01-30,48.078556060791016
2015-02-02,49.87287902832031
2015-02-03,50.88665771484375
2015-02-04,48.760398864746094
2015-02-05,49.989501953125
2015-02-06,49.41533660888672
2015-02-09,50.321449279785156
2015-02-10,49.92670440673828
2015-02-11,49.78316116333008
2015-02-12,50.56368637084961
2015-02-13,51.83765411376953
2015-02-17,51.64924240112305
2015-02-18,53.01291275024414
2015-02-19,53.32692337036133
2015-02-20,53.22823715209961
2015-02-23,52.977027893066406
2015-02-24,53.15645980834961
2015-02-25,53.09366226196289
2015-02-26,52.14267349243164
2015-02-27,52.22372055053711
2015-03-02,52.655921936035156
2015-03-03,52.5838737487793
2015-03-04,52.11567306518555
2015-03-05,52.31374740600586
2015-03-06,51.58442687988281
2015-03-09,52.10666275024414
2015-03-10,51.323307037353516
2015-03-11,51.431358337402344
2015-03-12,52.13368225097656
2015-03-13,51.04418182373047
2015-03-16,51.692481994628906
2015-03-17,51.467369079589844
2015-03-18,52.475830078125
2015-03-19,51.116207122802734
2015-03-20,51.58442687988281
2015-03-23,52.11567306518555
2015-03-24,52.448814392089844
2015-03-25,51.74650192260742
2015-03-26,51.74650192260742
2015-03-27,51.10721206665039
2015-03-30,52.12466812133789
2015-03-31,51.467369079589844
2015-04-01,51.116207122802734
2015-04-02,51.85454177856445
2015-04-06,53.03408432006836
2015-04-07,53.10611343383789
2015-04-08,53.04308319091797
2015-04-09,53.250179290771484
2015-04-10,53.241180419921875
2015-04-13,52.52985763549805
2015-04-14,53.14212417602539
2015-04-15,55.10502624511719
2015-04-16,54.13257598876953
2015-04-17,53.59233856201172
2015-04-20,53.80842971801758
2015-04-21,53.79943084716797
2015-04-22,54.18660354614258
2015-04-23,54.52876281738281
2015-04-24,54.12358093261719
2015-04-27,54.77186965942383
2015-04-28,54.55577850341797
2015-04-29,54.89793014526367
2015-04-30,54.15059280395508
2015-05-01,52.85399627685547
2015-05-04,52.87200927734375
2015-05-05,52.99806594848633
2015-05-06,53.03408432006836
2015-05-07,52.79097366333008
2015-05-08,53.7183952331543
2015-05-11,53.9525032043457
2015-05-12,53.3762321472168
2015-05-13,54.06055450439453
2015-05-14,53.970516204833984
2015-05-15,53.33121871948242
2015-05-18,53.08810043334961
2015-05-19,52.691925048828125
2015-05-20,52.917030334472656
2015-05-21,53.02507781982422
2015-05-22,52.19670486450195
2015-05-26,50.99015426635742
2015-05-27,51.296302795410156
2015-05-28,50.84608840942383
2015-05-29,50.8099365234375
2015-06-01,51.062992095947266
2015-06-02,51.587181091308594
2015-06-03,51.64140701293945
2015-06-04,50.40324401855469
2015-06-05,50.2857551574707
2015-06-08,49.87905502319336
2015-06-09,49.788673400878906
2015-06-10,50.32190704345703
2015-06-11,50.09596252441406
2015-06-12,49.76156997680664
2015-06-15,49.400054931640625
2015-06-16,49.86096954345703
2015-06-17,49.897132873535156
2015-06-18,50.37613296508789
2015-06-19,50.240570068359375
2015-06-22,50.574954986572266
2015-06-23,50.638221740722656
2015-06-24,50.23152542114258
2015-06-25,49.400054931640625
2015-06-26,49.30968475341797
2015-06-29,47.87268829345703
2015-06-30,47.908836364746094
2015-07-01,47.83653259277344
2015-07-02,47.81846237182617
2015-07-06,46.950843811035156
2015-07-07,47.47502136230469
2015-07-08,45.568077087402344
2015-07-09,45.67652893066406
2015-07-10,45.857276916503906
2015-07-13,46.507991790771484
2015-07-14,46.9146842956543
2015-07-15,45.74882125854492
2015-07-16,45.866329193115234
2015-07-17,45.43250274658203
2015-07-20,45.06196594238281
2015-07-21,45.007728576660156
2015-07-22,44.77275085449219
2015-07-23,43.99551010131836
2015-07-24,43.435176849365234
2015-07-27,43.2273063659668
2015-07-28,44.384132385253906
2015-07-29,45.540958404541016
2015-07-30,46.00188446044922
2015-07-31,42.251243591308594
2015-08-03,42.55851745605469
2015-08-04,42.07048034667969
2015-08-05,42.67601776123047
2015-08-06,43.435176849365234
2015-08-07,42.892913818359375
2015-08-10,44.14011764526367
2015-08-11,43.46228790283203
2015-08-12,44.158199310302734
2015-08-13,43.073673248291016
2015-08-14,43.40806198120117
2015-08-17,43.58881378173828
2015-08-18,43.01041030883789
2015-08-19,42.974246978759766
2015-08-20,41.43783950805664
2015-08-21,40.64252853393555
2015-08-24,39.187461853027344
2015-08-25,38.581932067871094
2015-08-26,39.15130615234375
2015-08-27,40.76904296875
2015-08-28,41.2570915222168
2015-08-31,41.42052459716797
2015-09-01,40.01320266723633
2015-09-02,40.26742935180664
2015-09-03,40.44901657104492
2015-09-04,39.64094161987305
2015-09-08,40.93022537231445
2015-09-09,40.376380920410156
2015-09-10,40.75771713256836
2015-09-11,41.07550048828125
2015-09-14,40.966552734375
2015-09-15,40.80311965942383
2015-09-16,41.28433609008789
2015-09-17,40.5579719543457
2015-09-18,39.30500411987305
2015-09-21,39.586463928222656
2015-09-22,38.89643096923828
2015-09-23,37.861366271972656
2015-09-24,38.2154655456543
2015-09-25,38.260868072509766
2015-09-28,37.17133331298828
2015-09-29,37.543582916259766
2015-09-30,38.451534271240234
2015-10-01,37.64346694946289
2015-10-02,38.49692916870117
2015-10-05,40.439945220947266
2015-10-06,41.356971740722656
2015-10-07,42.01068115234375
2015-10-08,43.009429931640625
2015-10-09,43.04574966430664
2015-10-12,42.75519943237305
2015-10-13,42.29214859008789
2015-10-14,42.41926574707031
2015-10-15,43.063907623291016
2015-10-16,40.54890060424805
2015-10-19,40.530731201171875
2015-10-20,41.1844596862793
2015-10-21,40.57612228393555
2015-10-22,41.17537307739258
2015-10-23,41.95621871948242
2015-10-26,41.338802337646484
2015-10-27,39.931488037109375
2015-10-28,42.87324142456055
2015-10-29,42.264915466308594
2015-10-30,43.40892028808594
2015-11-02,44.77084732055664
2015-11-03,45.56075668334961
2015-11-04,45.58799743652344
2015-11-05,45.824058532714844
2015-11-06,44.61649703979492
2015-11-09,44.59833908081055
2015-11-10,44.36227035522461
2015-11-11,44.65281677246094
2015-11-12,42.67348861694336
2015-11-13,42.41017532348633
2015-11-16,43.43616485595703
2015-11-17,42.691646575927734
2015-11-18,43.9355354309082
2015-11-19,44.37135314941406
2015-11-20,43.71763229370117
2015-11-23,43.62683868408203
2015-11-24,43.944618225097656
2015-11-25,43.43616485595703
2015-11-27,43.871971130371094
2015-11-30,44.318817138671875
2015-12-01,44.62886047363281
2015-12-02,44.054359436035156
2015-12-03,44.054359436035156
2015-12-04,43.85374450683594
2015-12-07,43.169803619384766
2015-12-08,41.8475341796875
2015-12-09,41.32773971557617
2015-12-10,41.4827766418457
2015-12-11,41.04505920410156
2015-12-14,40.99034881591797
2015-12-15,42.31261444091797
2015-12-16,42.9600715637207
2015-12-17,42.057281494140625
2015-12-18,41.710758209228516
2015-12-21,42.203182220458984
2015-12-22,42.97830581665039
2015-12-23,44.36441421508789
2015-12-24,44.41912841796875
2015-12-28,43.87197494506836
2015-12-29,44.08171844482422
