Date,FCX
2015-01-02,20.634483337402344
2015-01-05,19.407804489135742
2015-01-06,19.740766525268555
2015-01-07,20.029911041259766
2015-01-08,20.47676658630371
2015-01-09,20.54686164855957
2015-01-12,20.21390724182129
2015-01-13,18.68878173828125
2015-01-14,16.645811080932617
2015-01-15,16.281627655029297
2015-01-16,17.089933395385742
2015-01-20,17.1165771484375
2015-01-21,17.631765365600586
2015-01-22,17.782766342163086
2015-01-23,17.089933395385742
2015-01-26,17.374170303344727
2015-01-27,16.326040267944336
2015-01-28,15.473315238952637
2015-01-29,14.949249267578125
2015-01-30,14.931485176086426
2015-02-02,15.499961853027344
2015-02-03,16.85898780822754
2015-02-04,16.24609375
2015-02-05,17.400821685791016
2015-02-06,16.74351692199707
2015-02-09,17.329763412475586
2015-02-10,16.61915397644043
2015-02-11,16.52145767211914
2015-02-12,17.29422950744629
2015-02-13,18.022592544555664
2015-02-17,18.60883903503418
2015-02-18,18.91084098815918
2015-02-19,18.750957489013672
2015-02-20,18.901968002319336
2015-02-23,18.289073944091797
2015-02-24,18.848663330078125
2015-02-25,19.097379684448242
2015-02-26,18.750957489013672
2015-02-27,19.212848663330078
2015-03-02,18.768722534179688
2015-03-03,18.64436912536621
2015-03-04,18.53778076171875
2015-03-05,17.93377113342285
2015-03-06,17.267589569091797
2015-03-09,17.42746925354004
2015-03-10,16.734628677368164
2015-03-11,16.70798683166504
2015-03-12,16.7790470123291
2015-03-13,16.112850189208984
2015-03-16,15.961859703063965
2015-03-17,15.473315238952637
2015-03-18,16.192790985107422
2015-03-19,15.331191062927246
2015-03-20,16.352685928344727
2015-03-23,17.16987419128418
2015-03-24,17.036632537841797
2015-03-25,16.95669937133789
2015-03-26,17.32088279724121
2015-03-27,16.699098587036133
2015-03-30,17.214284896850586
2015-03-31,16.832338333129883
2015-04-01,16.85010528564453
2015-04-02,16.876754760742188
2015-04-06,17.00998878479004
2015-04-07,16.85898780822754
2015-04-08,16.716867446899414
2015-04-09,16.681337356567383
2015-04-10,16.254976272583008
2015-04-13,16.263885498046875
2015-04-14,16.878454208374023
2015-04-15,18.410425186157227
2015-04-16,18.55293846130371
2015-04-17,18.410425186157227
2015-04-20,18.401521682739258
2015-04-21,18.018531799316406
2015-04-22,18.321359634399414
2015-04-23,17.876020431518555
2015-04-24,18.544038772583008
2015-04-27,19.43471908569336
2015-04-28,20.200706481933594
2015-04-29,20.387744903564453
2015-04-30,20.726211547851562
2015-05-01,21.07357406616211
2015-05-04,20.833093643188477
2015-05-05,20.79746437072754
2015-05-06,20.717300415039062
2015-05-07,20.405563354492188
2015-05-08,20.7440242767334
2015-05-11,20.459003448486328
2015-05-12,20.245235443115234
2015-05-13,20.13835906982422
2015-05-14,20.307584762573242
2015-05-15,20.33431053161621
2015-05-18,19.71082878112793
2015-05-19,18.9626522064209
2015-05-20,18.775609970092773
2015-05-21,19.01609992980957
2015-05-22,18.695449829101562
2015-05-26,17.88492774963379
2015-05-27,17.947280883789062
2015-05-28,17.9561824798584
2015-05-29,17.501934051513672
2015-06-01,17.234729766845703
2015-06-02,18.22338104248047
2015-06-03,17.6978816986084
2015-06-04,17.38614845275879
2015-06-05,17.501934051513672
2015-06-08,17.279260635375977
2015-06-09,17.831483840942383
2015-06-10,18.31245231628418
2015-06-11,17.751323699951172
2015-06-12,17.644447326660156
2015-06-15,17.4484920501709
2015-06-16,17.635534286499023
2015-06-17,17.831483840942383
2015-06-18,17.92947006225586
2015-06-19,17.60881805419922
2015-06-22,17.279260635375977
2015-06-23,17.91164779663086
2015-06-24,18.31245231628418
2015-06-25,17.582090377807617
2015-06-26,17.760229110717773
2015-06-29,17.261445999145508
2015-06-30,16.58452796936035
2015-07-01,16.388578414916992
2015-07-02,16.388578414916992
2015-07-06,15.889799118041992
2015-07-07,15.364291191101074
2015-07-08,14.696280479431152
2015-07-09,14.945672035217285
2015-07-10,14.91004753112793
2015-07-13,15.216714859008789
2015-07-14,15.387593269348145
2015-07-15,14.758057594299316
2015-07-16,14.659128189086914
2015-07-17,14.281412124633789
2015-07-20,13.53495979309082
2015-07-21,14.137517929077148
2015-07-22,13.543956756591797
2015-07-23,12.266908645629883
2015-07-24,11.052804946899414
2015-07-27,10.225417137145996
2015-07-28,11.088776588439941
2015-07-29,11.24166488647461
2015-07-30,10.648107528686523
2015-07-31,10.567164421081543
2015-08-03,10.07253360748291
2015-08-04,9.928635597229004
2015-08-05,9.829713821411133
2015-08-06,10.081523895263672
2015-08-07,9.469977378845215
2015-08-10,10.4772310256958
2015-08-11,9.191184997558594
2015-08-12,9.218165397644043
2015-08-13,9.056285858154297
2015-08-14,9.020309448242188
2015-08-17,9.209172248840332
2015-08-18,8.92138385772705
2015-08-19,8.75051212310791
2015-08-20,8.732525825500488
2015-08-21,8.615612030029297
2015-08-24,7.806210994720459
2015-08-25,7.410505294799805
2015-08-26,7.122718334197998
2015-08-27,9.164203643798828
2015-08-28,9.442996978759766
2015-08-31,9.568903923034668
2015-09-01,8.786483764648438
2015-09-02,8.903398513793945
2015-09-03,9.110244750976562
2015-09-04,8.732525825500488
2015-09-08,9.353063583374023
2015-09-09,9.649843215942383
2015-09-10,10.135483741760254
2015-09-11,10.252396583557129
2015-09-14,10.036556243896484
2015-09-15,10.153471946716309
2015-09-16,10.648107528686523
2015-09-17,10.836966514587402
2015-09-18,9.784743309020996
2015-09-21,9.469977378845215
2015-09-22,9.523937225341797
2015-09-23,8.993334770202637
2015-09-24,8.984336853027344
2015-09-25,8.813464164733887
2015-09-28,8.013059616088867
2015-09-29,8.192924499511719
2015-09-30,8.714536666870117
2015-10-01,8.831452369689941
2015-10-02,9.550919532775879
2015-10-05,10.054543495178223
2015-10-06,10.639111518859863
2015-10-07,11.700324058532715
2015-10-08,12.105025291442871
2015-10-09,12.132003784179688
2015-10-12,11.637368202209473
2015-10-13,11.49291706085205
2015-10-14,11.790851593017578
2015-10-15,11.736684799194336
2015-10-16,11.231099128723145
2015-10-19,10.860943794250488
2015-10-20,11.05053424835205
2015-10-21,10.788718223571777
2015-10-22,10.851916313171387
2015-10-23,10.951227188110352
2015-10-26,10.851916313171387
2015-10-27,10.481756210327148
2015-10-28,10.635237693786621
2015-10-29,10.499817848205566
2015-10-30,10.626211166381836
2015-11-02,10.67135238647461
2015-11-03,11.204014778137207
2015-11-04,10.851916313171387
2015-11-05,10.364391326904297
2015-11-06,9.70533561706543
2015-11-09,9.470599174499512
2015-11-10,8.874735832214355
2015-11-11,8.40527057647705
2015-11-12,7.9177446365356445
2015-11-13,7.836491584777832
2015-11-16,7.998999118804932
2015-11-17,7.574672222137451
2015-11-18,7.9177446365356445
2015-11-19,7.592729091644287
2015-11-20,7.448279857635498
2015-11-23,7.2225728034973145
2015-11-24,7.493420600891113
2015-11-25,7.312856674194336
2015-11-27,7.312856674194336
2015-11-30,7.385082244873047
2015-12-01,7.520503044128418
2015-12-02,7.069092750549316
2015-12-03,6.933668613433838
2015-12-04,7.0871500968933105
2015-12-07,6.527399063110352
2015-12-08,6.085016250610352
2015-12-09,6.310723304748535
2015-12-10,6.644767761230469
2015-12-11,6.2294697761535645
2015-12-14,5.832228183746338
2015-12-15,5.8863959312438965
2015-12-16,6.039876461029053
2015-12-17,5.525267124176025
2015-12-18,5.606523036956787
2015-12-21,5.633605480194092
2015-12-22,5.796114921569824
2015-12-23,6.726020812988281
2015-12-24,6.834360599517822
2015-12-28,6.184328079223633
2015-12-29,6.292666912078857
2015-12-30,6.112102031707764
