Date,GIS
2015-01-02,35.127113342285156
2015-01-05,34.492191314697266
2015-01-06,34.40620040893555
2015-01-07,35.13373947143555
2015-01-08,35.706966400146484
2015-01-09,35.34703063964844
2015-01-12,35.093753814697266
2015-01-13,35.13373565673828
2015-01-14,35.273712158203125
2015-01-15,35.62698745727539
2015-01-16,35.60032653808594
2015-01-20,36.26020812988281
2015-01-21,36.046913146972656
2015-01-22,36.51349639892578
2015-01-23,36.366851806640625
2015-01-26,36.626808166503906
2015-01-27,36.733463287353516
2015-01-28,36.046913146972656
2015-01-29,35.746971130371094
2015-01-30,34.980438232421875
2015-02-02,35.37369918823242
2015-02-03,35.500343322753906
2015-02-04,35.47369384765625
2015-02-05,35.59365463256836
2015-02-06,35.433677673339844
2015-02-09,35.32704544067383
2015-02-10,35.480350494384766
2015-02-11,35.433677673339844
2015-02-12,35.28038024902344
2015-02-13,34.980438232421875
2015-02-17,34.887123107910156
2015-02-18,35.24705505371094
2015-02-19,35.62698745727539
2015-02-20,35.64031982421875
2015-02-23,35.65365982055664
2015-02-24,35.606990814208984
2015-02-25,35.68697738647461
2015-02-26,35.606990814208984
2015-02-27,35.853614807128906
2015-03-02,35.660308837890625
2015-03-03,35.646976470947266
2015-03-04,35.467018127441406
2015-03-05,35.513675689697266
2015-03-06,34.74714279174805
2015-03-09,34.99375915527344
2015-03-10,34.5205192565918
2015-03-11,34.46051788330078
2015-03-12,35.07374572753906
2015-03-13,34.76048278808594
2015-03-16,34.933780670166016
2015-03-17,34.693817138671875
2015-03-18,35.23373031616211
2015-03-19,35.02043151855469
2015-03-20,35.62698745727539
2015-03-23,35.820281982421875
2015-03-24,35.46034622192383
2015-03-25,35.820281982421875
2015-03-26,35.95358657836914
2015-03-27,36.653480529785156
2015-03-30,37.55997848510742
2015-03-31,37.72660827636719
2015-04-01,37.64662170410156
2015-04-02,37.69329071044922
2015-04-06,37.8199348449707
2015-04-07,37.38001251220703
2015-04-08,37.50765609741211
2015-04-09,37.70920181274414
2015-04-10,37.9510498046875
2015-04-13,37.91074752807617
2015-04-14,38.04512405395508
2015-04-15,37.9241828918457
