Date,UHS
2015-05-08,115.2610092163086
2015-05-11,116.6942367553711
2015-05-12,114.21951293945312
2015-05-13,114.51570129394531
2015-05-14,116.67510986328125
2015-05-15,116.80892181396484
2015-05-18,120.16267395019531
2015-05-19,122.21697998046875
2015-05-20,121.13726043701172
2015-05-21,121.05125427246094
2015-05-22,121.15638732910156
2015-05-26,121.04173278808594
2015-05-27,125.85743713378906
2015-05-28,124.25099182128906
2015-05-29,123.90673065185547
2015-06-01,125.2932357788086
2015-06-02,123.66765594482422
2015-06-03,123.45726776123047
2015-06-04,121.65958404541016
2015-06-05,121.85086822509766
2015-06-08,120.92333221435547
2015-06-09,121.86044311523438
2015-06-10,125.5896987915039
2015-06-11,126.53626251220703
2015-06-12,124.5378189086914
2015-06-15,125.45571899414062
2015-06-16,124.36567687988281
2015-06-17,125.54185485839844
2015-06-18,126.325927734375
2015-06-19,128.8217010498047
2015-06-22,129.25196838378906
2015-06-23,128.4870147705078
2015-06-24,124.95854949951172
2015-06-25,134.61636352539062
2015-06-26,136.44271850585938
2015-06-29,135.13272094726562
2015-06-30,135.87857055664062
2015-07-01,136.82525634765625
2015-07-02,136.46182250976562
2015-07-06,136.17501831054688
2015-07-07,135.4482879638672
2015-07-08,133.85134887695312
2015-07-09,134.7215576171875
2015-07-10,135.55340576171875
2015-07-13,136.7391357421875
2015-07-14,137.1024932861328
2015-07-15,136.19407653808594
2015-07-16,135.06582641601562
2015-07-17,135.0466766357422
2015-07-20,135.79248046875
2015-07-21,134.10958862304688
2015-07-22,134.8459014892578
2015-07-23,135.5821075439453
2015-07-24,134.81716918945312
2015-07-27,134.14781188964844
2015-07-28,135.1805419921875
2015-07-29,136.07940673828125
2015-07-30,135.2474365234375
2015-07-31,138.8715057373047
2015-08-03,139.4165802001953
2015-08-04,139.8372802734375
2015-08-05,137.6571502685547
2015-08-06,136.28016662597656
2015-08-07,136.4906005859375
2015-08-10,137.00692749023438
2015-08-11,135.20916748046875
2015-08-12,135.86900329589844
2015-08-13,136.05067443847656
2015-08-14,136.82525634765625
2015-08-17,139.12974548339844
2015-08-18,139.0818634033203
2015-08-19,139.57911682128906
2015-08-20,134.9606170654297
2015-08-21,134.5302734375
2015-08-24,127.03363800048828
2015-08-25,126.39286041259766
2015-08-26,130.90625
2015-08-27,134.79803466796875
2015-08-28,134.31961059570312
2015-08-31,131.22877502441406
2015-09-01,126.0998764038086
2015-09-02,130.46331787109375
2015-09-03,129.3628692626953
2015-09-04,129.20018005371094
2015-09-08,131.86033630371094
2015-09-09,129.2192840576172
2015-09-10,128.8939666748047
2015-09-11,127.46821594238281
2015-09-14,129.4298553466797
2015-09-15,129.47769165039062
2015-09-16,130.4442138671875
2015-09-17,133.0182342529297
2015-09-18,131.31495666503906
2015-09-21,132.9990692138672
2015-09-22,133.31483459472656
2015-09-23,133.28616333007812
2015-09-24,127.82227325439453
2015-09-25,124.4157485961914
2015-09-28,119.50679016113281
2015-09-29,115.9375991821289
2015-09-30,119.43026733398438
2015-10-01,121.0091552734375
2015-10-02,121.6980972290039
2015-10-05,124.70277404785156
2015-10-06,122.38709259033203
2015-10-07,124.05205535888672
2015-10-08,121.9469223022461
2015-10-09,122.96122741699219
2015-10-12,123.69804382324219
2015-10-13,122.25311279296875
2015-10-14,120.84649658203125
2015-10-15,119.83218383789062
2015-10-16,122.93253326416016
2015-10-19,123.82244110107422
2015-10-20,122.63589477539062
2015-10-21,120.06185150146484
2015-10-22,106.9140625
2015-10-23,110.95218658447266
2015-10-26,112.80854797363281
2015-10-27,111.03827667236328
2015-10-28,115.47828674316406
2015-10-29,116.90408325195312
2015-10-30,116.82748413085938
2015-11-02,119.74603271484375
2015-11-03,117.54518127441406
2015-11-04,119.64080047607422
2015-11-05,117.61217498779297
2015-11-06,120.43505096435547
2015-11-09,119.07623291015625
2015-11-10,119.70777130126953
2015-11-11,115.60270690917969
2015-11-12,112.55020141601562
2015-11-13,114.59796142578125
2015-11-16,115.04769897460938
2015-11-17,117.37297058105469
2015-11-18,119.07623291015625
2015-11-19,113.94725036621094
2015-11-20,117.21983337402344
2015-11-23,118.0810546875
2015-11-24,118.95184326171875
2015-11-25,118.41595458984375
2015-11-27,119.31619262695312
2015-11-30,116.37611389160156
2015-12-01,120.02485656738281
2015-12-02,117.73601531982422
2015-12-03,113.1583480834961
2015-12-04,114.39379119873047
2015-12-07,112.1336441040039
2015-12-08,115.18861389160156
2015-12-09,113.72338104248047
2015-12-10,115.9834976196289
2015-12-11,114.43207550048828
2015-12-14,111.24300384521484
2015-12-15,113.30199432373047
2015-12-16,111.80805206298828
2015-12-17,111.20469665527344
2015-12-18,110.09380340576172
2015-12-21,114.09688568115234
2015-12-22,112.78485870361328
2015-12-23,115.9738998413086
2015-12-24,115.5333480834961
2015-12-28,114.29798126220703
2015-12-29,116.26117706298828
2015-12-30,114.93960571289062
2015-12-31,114.43207550048828
