Date,KIM
2015-01-02,14.900830268859863
2015-01-05,15.035442352294922
2015-01-06,15.123236656188965
2015-01-07,15.51535701751709
2015-01-08,15.568035125732422
2015-01-09,15.532920837402344
2015-01-12,15.626564025878906
2015-01-13,15.696791648864746
2015-01-14,15.960160255432129
2015-01-15,15.966010093688965
2015-01-16,16.217670440673828
2015-01-20,15.977716445922852
2015-01-21,15.977716445922852
2015-01-22,16.39910888671875
2015-01-23,16.375703811645508
2015-01-26,16.562978744506836
2015-01-27,16.580537796020508
2015-01-28,16.45763397216797
2015-01-29,16.55712890625
2015-01-30,16.182559967041016
2015-02-02,16.252796173095703
2015-02-03,16.42251205444336
2015-02-04,16.205974578857422
2015-02-05,16.39910888671875
2015-02-06,15.644121170043945
2015-02-09,15.521217346191406
2015-02-10,15.731904983520508
2015-02-11,15.673380851745605
2015-02-12,15.848959922790527
2015-02-13,15.702643394470215
2015-02-17,15.661673545837402
2015-02-18,15.767026901245117
2015-02-19,15.41586685180664
2015-02-20,15.743616104125977
2015-02-23,15.954310417175293
2015-02-24,15.480244636535645
2015-02-25,15.480244636535645
2015-02-26,15.316368103027344
2015-02-27,15.38075065612793
2015-03-02,15.39830493927002
2015-03-03,15.42171859741211
2015-03-04,15.15250015258789
2015-03-05,15.322225570678711
2015-03-06,14.80134391784668
2015-03-09,14.935948371887207
2015-03-10,14.982769012451172
2015-03-11,14.98862361907959
2015-03-12,15.26369571685791
2015-03-13,15.24028491973877
2015-03-16,15.462685585021973
2015-03-17,15.404160499572754
2015-03-18,15.837258338928223
2015-03-19,15.796284675598145
2015-03-20,16.235231399536133
2015-03-23,16.182559967041016
2015-03-24,16.00698471069336
2015-03-25,15.655821800231934
2015-03-26,15.480244636535645
2015-03-27,15.521217346191406
2015-03-30,15.819700241088867
2015-03-31,15.714348793029785
2015-04-01,15.578523635864258
2015-04-02,15.714350700378418
2015-04-06,15.92104434967041
2015-04-07,15.619867324829102
2015-04-08,15.613960266113281
2015-04-09,15.212390899658203
2015-04-10,15.300971031188965
