Date,RCL
2015-01-02,72.29572296142578
2015-01-05,71.21497344970703
2015-01-06,71.42415618896484
2015-01-07,72.50487518310547
2015-01-08,73.65532684326172
2015-01-09,73.14111328125
2015-01-12,72.56588745117188
2015-01-13,72.5746078491211
2015-01-14,71.41544342041016
2015-01-15,71.03194427490234
2015-01-16,72.3305892944336
2015-01-20,72.33930206298828
2015-01-21,72.52230834960938
2015-01-22,74.1957015991211
2015-01-23,73.65532684326172
2015-01-26,73.8645248413086
2015-01-27,73.82964324951172
2015-01-28,71.29341125488281
2015-01-29,67.36270904541016
2015-01-30,65.84617614746094
2015-02-02,65.14022064208984
2015-02-03,65.36682891845703
2015-02-04,64.79159545898438
2015-02-05,66.24710083007812
2015-02-06,65.92461395263672
2015-02-09,64.2773666381836
2015-02-10,66.08150482177734
2015-02-11,66.55213928222656
2015-02-12,66.89205932617188
2015-02-13,66.11333465576172
2015-02-17,64.97584533691406
2015-02-18,66.13082885742188
2015-02-19,67.3470458984375
2015-02-20,66.64705657958984
2015-02-23,67.20703887939453
2015-02-24,67.28580474853516
2015-02-25,67.8895263671875
2015-02-26,67.19829559326172
2015-02-27,66.86578369140625
2015-03-02,69.13199615478516
2015-03-03,69.70075988769531
2015-03-04,70.3395004272461
2015-03-05,71.32817840576172
2015-03-06,69.6307373046875
2015-03-09,69.22824096679688
2015-03-10,67.92453002929688
2015-03-11,66.65582275390625
2015-03-12,68.56326293945312
2015-03-13,67.85454559326172
2015-03-16,69.16699981689453
2015-03-17,67.52204132080078
2015-03-18,68.9482650756836
2015-03-19,69.98072052001953
2015-03-20,69.98072052001953
2015-03-23,68.56326293945312
2015-03-24,68.55449676513672
2015-03-25,65.88584899902344
2015-03-26,65.62334442138672
2015-03-27,69.86697387695312
2015-03-30,70.6544418334961
2015-03-31,71.61692810058594
2015-04-01,71.9319076538086
2015-04-02,72.14191436767578
2015-04-06,72.01066589355469
2015-04-07,70.62820434570312
2015-04-08,71.28443908691406
2015-04-09,71.7569580078125
2015-04-10,71.08319854736328
2015-04-13,69.98946380615234
2015-04-14,70.0682373046875
2015-04-15,69.50824737548828
2015-04-16,70.26071166992188
2015-04-17,69.14948272705078
2015-04-20,63.61965560913086
2015-04-21,64.66960906982422
2015-04-22,64.07462310791016
2015-04-23,63.63715744018555
2015-04-24,63.409645080566406
2015-04-27,61.65093994140625
2015-04-28,61.2571907043457
2015-04-29,60.0322151184082
2015-04-30,59.550987243652344
2015-05-01,59.44599533081055
2015-05-04,59.699729919433594
2015-05-05,58.352294921875
2015-05-06,58.5360221862793
2015-05-07,60.10223388671875
2015-05-08,63.39214324951172
2015-05-11,63.48838424682617
2015-05-12,63.33963394165039
2015-05-13,62.75340270996094
2015-05-14,65.14209747314453
2015-05-15,65.65165710449219
2015-05-18,66.5213623046875
2015-05-19,67.73373413085938
2015-05-20,67.20660400390625
2015-05-21,66.70585632324219
2015-05-22,66.96062469482422
2015-05-26,66.60922241210938
2015-05-27,68.05879974365234
2015-05-28,67.0484848022461
2015-05-29,66.74979400634766
2015-06-01,66.9079360961914
2015-06-02,67.8742904663086
2015-06-03,69.22723388671875
2015-06-04,68.6737289428711
2015-06-05,69.20086669921875
2015-06-08,68.6913070678711
2015-06-09,68.19055938720703
2015-06-10,67.32084655761719
