Date,SWK
2015-01-02,71.81204986572266
2015-01-05,70.27887725830078
2015-01-06,69.57587432861328
2015-01-07,70.7724838256836
2015-01-08,72.11869049072266
2015-01-09,70.75752258300781
2015-01-12,70.30882263183594
2015-01-13,69.90493774414062
2015-01-14,69.99469757080078
2015-01-15,68.6036148071289
2015-01-16,68.67840576171875
2015-01-20,68.66343688964844
2015-01-21,69.13459777832031
2015-01-22,70.2041015625
2015-01-23,69.84512329101562
2015-01-26,69.91242218017578
2015-01-27,68.28202819824219
2015-01-28,67.6911849975586
2015-01-29,71.47549438476562
2015-01-30,70.03955078125
2015-02-02,71.45304870605469
2015-02-03,72.15607452392578
2015-02-04,71.55776977539062
2015-02-05,71.9167709350586
2015-02-06,72.03640747070312
2015-02-09,71.34835815429688
2015-02-10,72.40288543701172
2015-02-11,72.2159194946289
2015-02-12,72.75437927246094
2015-02-13,73.44243621826172
2015-02-17,73.53218078613281
2015-02-18,73.70420837402344
2015-02-19,73.50226593017578
2015-02-20,73.99585723876953
2015-02-23,73.80891418457031
2015-02-24,74.91580200195312
2015-02-25,74.13799285888672
2015-02-26,73.77153015136719
2015-02-27,73.54712677001953
2015-03-02,74.37420654296875
2015-03-03,73.96818542480469
2015-03-04,73.17121887207031
2015-03-05,73.39676666259766
2015-03-06,71.93817138671875
2015-03-09,73.1110610961914
2015-03-10,72.19378662109375
2015-03-11,71.53968048095703
2015-03-12,72.53213500976562
2015-03-13,72.31410217285156
2015-03-16,71.44192504882812
2015-03-17,71.02840423583984
2015-03-18,72.66747283935547
2015-03-19,72.08101654052734
2015-03-20,72.41934204101562
2015-03-23,72.17123413085938
2015-03-24,72.186279296875
2015-03-25,71.41940307617188
2015-03-26,71.3216552734375
2015-03-27,71.73516845703125
2015-03-30,72.33665466308594
2015-03-31,71.69755554199219
2015-04-01,71.83290100097656
2015-04-02,71.88553619384766
2015-04-06,72.65995025634766
2015-04-07,72.2990493774414
2015-04-08,72.72761535644531
2015-04-09,72.47197723388672
2015-04-10,72.55467224121094
2015-04-13,72.14115905761719
2015-04-14,72.12612915039062
2015-04-15,72.92310333251953
2015-04-16,73.05845642089844
2015-04-17,72.36671447753906
2015-04-20,73.20128631591797
2015-04-21,72.99073791503906
2015-04-22,73.76519775390625
2015-04-23,75.01325988769531
2015-04-24,75.02833557128906
2015-04-27,74.96817016601562
2015-04-28,74.98320770263672
2015-04-29,74.91554260253906
2015-04-30,74.20877838134766
2015-05-01,74.6598892211914
2015-05-04,75.59974670410156
2015-05-05,75.74256896972656
2015-05-06,76.65985107421875
2015-05-07,76.96810913085938
2015-05-08,77.68991088867188
2015-05-11,77.80268096923828
2015-05-12,77.7651138305664
2015-05-13,77.91545104980469
2015-05-14,78.2237319946289
2015-05-15,78.23123931884766
2015-05-18,77.63726806640625
2015-05-19,77.93804168701172
2015-05-20,77.96056365966797
2015-05-21,78.1034164428711
2015-05-22,77.89291381835938
2015-05-26,76.99819946289062
2015-05-27,77.7801284790039
2015-05-28,77.69742584228516
2015-05-29,77.02073669433594
2015-06-01,77.70843505859375
2015-06-02,78.13915252685547
2015-06-03,78.49436950683594
2015-06-04,77.88980865478516
2015-06-05,78.21475982666016
2015-06-08,78.32054901123047
2015-06-09,78.5699234008789
2015-06-10,80.39871215820312
2015-06-11,80.70101928710938
2015-06-12,80.3155746459961
2015-06-15,79.86972045898438
2015-06-16,79.93775939941406
2015-06-17,79.8017349243164
2015-06-18,80.52721405029297
2015-06-19,80.75389099121094
2015-06-22,81.078857421875
2015-06-23,81.10909271240234
2015-06-24,80.37604522705078
2015-06-25,79.87728118896484
2015-06-26,80.39871215820312
2015-06-29,79.34074401855469
2015-06-30,79.5296630859375
2015-07-01,81.23754119873047
2015-07-02,81.39622497558594
2015-07-06,81.14684295654297
2015-07-07,81.35090637207031
2015-07-08,80.24759674072266
2015-07-09,79.96797180175781
2015-07-10,80.6027603149414
2015-07-13,81.29798126220703
2015-07-14,81.3055648803711
2015-07-15,80.9957275390625
2015-07-16,81.01840209960938
2015-07-17,81.12418365478516
2015-07-20,81.53984069824219
2015-07-21,80.70101928710938
2015-07-22,80.62543487548828
2015-07-23,80.36848449707031
2015-07-24,79.45410919189453
2015-07-27,79.10648345947266
2015-07-28,80.23246765136719
2015-07-29,81.74386596679688
2015-07-30,78.97801208496094
2015-07-31,79.71862030029297
2015-08-03,78.3960952758789
2015-08-04,78.5699234008789
2015-08-05,79.55989837646484
2015-08-06,79.49942779541016
2015-08-07,79.11405944824219
2015-08-10,80.096435546875
2015-08-11,79.3634262084961
2015-08-12,79.11405944824219
2015-08-13,78.97046661376953
2015-08-14,79.65814208984375
2015-08-17,79.90751647949219
2015-08-18,79.99063873291016
2015-08-19,79.92264556884766
2015-08-20,79.01578521728516
2015-08-21,76.4388427734375
2015-08-24,73.0306625366211
2015-08-25,71.5344009399414
2015-08-26,73.93749237060547
2015-08-27,76.1214828491211
2015-08-28,75.94766235351562
2015-08-31,76.71847534179688
2015-09-01,74.3304672241211
2015-09-02,75.30319213867188
2015-09-03,75.45519256591797
2015-09-04,74.31526947021484
2015-09-08,76.20752716064453
2015-09-09,75.30319213867188
2015-09-10,75.02961730957031
2015-09-11,75.90357208251953
2015-09-14,75.242431640625
2015-09-15,76.94468688964844
2015-09-16,77.28665924072266
2015-09-17,76.71668243408203
2015-09-18,76.23033905029297
2015-09-21,76.53433990478516
2015-09-22,75.32598876953125
2015-09-23,74.96881866455078
2015-09-24,74.67243957519531
2015-09-25,74.74085235595703
2015-09-28,73.45650482177734
2015-09-29,72.1190185546875
2015-09-30,73.69973754882812
2015-10-01,73.42613220214844
2015-10-02,74.06449127197266
2015-10-05,75.83515930175781
2015-10-06,75.90357208251953
2015-10-07,76.32911682128906
2015-10-08,77.31704711914062
2015-10-09,77.17266082763672
2015-10-12,77.14225769042969
2015-10-13,76.23792266845703
2015-10-14,74.80164337158203
2015-10-15,75.02961730957031
2015-10-16,74.86243438720703
2015-10-19,74.65725708007812
2015-10-20,74.93082427978516
2015-10-21,74.58882904052734
2015-10-22,80.15165710449219
2015-10-23,80.59243774414062
2015-10-26,80.69121551513672
2015-10-27,80.51642608642578
2015-10-28,81.42076110839844
2015-10-29,80.90401458740234
2015-10-30,80.53923034667969
2015-11-02,81.54998016357422
2015-11-03,81.65636444091797
2015-11-04,81.52716827392578
2015-11-05,81.39796447753906
2015-11-06,81.69435119628906
2015-11-09,80.98001861572266
2015-11-10,81.22319030761719
2015-11-11,81.35999298095703
2015-11-12,79.840087890625
2015-11-13,79.36891174316406
2015-11-16,80.31884765625
2015-11-17,79.88568878173828
2015-11-18,81.31436920166016
2015-11-19,81.57275390625
2015-11-20,81.86153411865234
2015-11-23,82.06672668457031
2015-11-24,81.67918395996094
2015-11-25,82.29473114013672
2015-11-27,82.87986755371094
2015-11-30,82.95587158203125
2015-12-01,83.70821380615234
2015-12-02,83.53257751464844
2015-12-03,82.70772552490234
2015-12-04,84.05953979492188
2015-12-07,84.1435546875
2015-12-08,83.5096206665039
2015-12-09,82.554931640625
2015-12-10,82.92156219482422
2015-12-11,81.72245025634766
2015-12-14,83.04375457763672
2015-12-15,82.11196899414062
2015-12-16,83.55548095703125
2015-12-17,82.1348876953125
2015-12-18,79.8588638305664
2015-12-21,79.8741226196289
2015-12-22,80.7601089477539
2015-12-23,81.76825714111328
2015-12-24,81.68425750732422
2015-12-28,81.71480560302734
2015-12-29,82.42509460449219
2015-12-30,81.89810943603516
2015-12-31,81.51624298095703
