date,AIZ
2015-04-20,49.2920969445
2015-04-21,48.5758525971
2015-04-22,48.7770448295
2015-04-23,48.6885202473
2015-04-24,48.3585649861
2015-04-27,48.1734681322
2015-04-28,48.8414263439
2015-04-29,50.0324843599
2015-04-30,49.4610984198
2015-05-01,49.8312921274
2015-05-04,50.2739150388
2015-05-05,50.6199656786
2015-05-06,51.9397867233
2015-05-07,52.0363589948
2015-05-08,52.0363589948
2015-05-11,52.2214558487
2015-05-12,51.7627375587
2015-05-13,51.553497637
2015-05-14,52.2455989166
2015-05-15,52.5111726634
2015-05-18,53.2274170108
2015-05-19,53.4366569325
2015-05-20,53.5171338255
2015-05-21,53.7263737472
2015-05-22,53.597029483
2015-05-26,53.0958204592
2015-05-27,53.2575007895
2015-05-28,53.2413327564
2015-05-29,53.2332487399
2015-06-01,53.0473163601
2015-06-02,53.1443245583
2015-06-03,53.6778696481
2015-06-04,52.998812261
2015-06-05,53.2898368555
2015-06-08,52.9907282445
2015-06-09,53.2089966904
2015-06-10,54.6075315472
2015-06-11,54.195246705
2015-06-12,54.0173983417
2015-06-15,53.8395499784
2015-06-16,54.7368758114
2015-06-17,54.6236995802
2015-06-18,55.4644372976
2015-06-19,55.424017215
2015-06-22,55.3674290994
2015-06-23,55.6746217269
2015-06-24,55.2946729508
2015-06-25,54.9955643398
2015-06-26,55.2704209013
2015-06-29,53.8476339949
2015-06-30,54.1629106389
2015-07-01,55.4159331985
2015-07-02,55.4644372976
2015-07-06,55.2865889343
2015-07-07,56.2162508333
2015-07-08,55.0844885215
2015-07-09,55.7797139416
2015-07-10,56.7497959232
2015-07-13,57.6147856901
2015-07-14,58.1564147965
2015-07-15,59.1022447286
2015-07-16,59.4498574386
2015-07-17,58.7869680845
2015-07-20,58.5201955396
2015-07-21,58.7708000515
2015-07-22,59.1345807946
2015-07-23,58.7708000515
2015-07-24,59.061824646
2015-07-27,58.7142119359
2015-07-28,58.9243963653
2015-07-29,59.9025623634
2015-07-30,60.7513840973
2015-07-31,60.306763189
2015-08-03,61.7052980458
2015-08-04,61.4870296
2015-08-05,61.9801546073
2015-08-06,61.9963226403
2015-08-07,62.2954312513
2015-08-10,63.0634128201
2015-08-11,63.9688226695
2015-08-12,63.7424702072
2015-08-13,64.3164353796
2015-08-14,64.3487714457
2015-08-17,64.2517632475
2015-08-18,64.1709230824
2015-08-19,63.8152263558
2015-08-20,62.3358513339
2015-08-21,60.5088636019
2015-08-24,57.8734742185
2015-08-25,58.2291709451
2015-08-26,60.0965787597
2015-08-27,60.9534845101
2015-08-28,60.7018789149
2015-08-31,60.3447612959
2015-09-01,58.5916384392
2015-09-02,59.3221062962
2015-09-03,59.3545715343
2015-09-04,58.7945461772
2015-09-08,59.8821316532
2015-09-09,59.5087814152
2015-09-10,61.2456716529
2015-09-11,62.3494897479
2015-09-14,62.2033961765
2015-09-15,63.144888081
2015-09-16,62.4306528431
2015-09-17,62.211512486
2015-09-18,61.278136891
2015-09-21,61.9436742718
2015-09-22,61.3592999862
2015-09-23,62.0086047479
2015-09-24,62.4793507002
2015-09-25,63.3802610572
2015-09-28,62.1871635574
2015-09-29,62.8608172478
2015-09-30,64.1269615332
2015-10-01,63.704913438
2015-10-02,63.5101220095
2015-10-05,64.6707542712
2015-10-06,65.0522208187
2015-10-07,64.962941414
2015-10-08,66.3264814136
2015-10-09,65.3849895091
2015-10-12,65.2713611758
2015-10-13,65.3200590329
2015-10-14,64.6626379616
2015-10-15,64.9304761759
2015-10-16,64.9872903425
2015-10-19,65.7826886757
2015-10-20,66.7160642707
2015-10-21,64.8574293902
2015-10-22,65.5716646281
2015-10-23,66.4319934374
2015-10-26,66.5862033183
2015-10-27,65.8070376042
2015-10-28,66.0667595089
2015-10-29,66.9108556992
2015-10-30,66.1722715327
2015-11-02,67.3085548658
2015-11-03,67.7793008181
2015-11-04,67.2760896277
2015-11-05,68.0390227228
2015-11-06,68.9074678416
2015-11-09,68.2338141513
2015-11-10,68.8831189131
2015-11-11,68.493536056
2015-11-12,67.1705776039
2015-11-13,66.6754827231
2015-11-16,67.74683558
2015-11-17,68.1607673656
2015-11-18,69.4187953415
2015-11-19,69.5324236748
2015-11-20,70.0356348652
2015-11-23,69.7109824843
2015-11-24,69.4837258177
2015-11-25,69.240236532
2015-11-27,69.5178179543
2015-11-30,69.819891855
2015-12-01,69.6076237085
2015-12-02,69.085117502
2015-12-03,67.7543595071
2015-12-04,70.6689644407
2015-12-07,70.8730684276
2015-12-08,70.0811449583
2015-12-09,68.6524170496
2015-12-10,68.6687453686
2015-12-11,67.1828683436
2015-12-14,66.4807506285
2015-12-15,66.8236453266
2015-12-16,67.39513649
2015-12-17,66.0398860167
2015-12-18,64.5703373107
2015-12-21,65.2806191853
2015-12-22,65.7051554781
2015-12-23,66.097035133
2015-12-24,66.0317218572
2015-12-28,66.0807068141
2015-12-29,66.9379435593
2015-12-30,66.4317656716
2015-12-31,65.754140435
