Date,RSG
2015-01-02,33.250003814697266
2015-01-05,33.06150436401367
2015-01-06,33.17624282836914
2015-01-07,33.06150436401367
2015-01-08,33.364742279052734
2015-01-09,33.1270751953125
2015-01-12,32.905784606933594
2015-01-13,32.84023666381836
2015-01-14,32.81564712524414
2015-01-15,32.81564712524414
2015-01-16,32.92216491699219
2015-01-20,33.21721649169922
2015-01-21,33.192649841308594
2015-01-22,33.45488739013672
2015-01-23,33.610618591308594
2015-01-26,33.8319091796875
2015-01-27,33.938446044921875
2015-01-28,33.60240936279297
2015-01-29,33.290985107421875
2015-01-30,32.52058792114258
2015-02-02,32.741878509521484
2015-02-03,33.26640319824219
2015-02-04,33.233612060546875
2015-02-05,33.51226806640625
2015-02-06,33.2991943359375
2015-02-09,33.32376480102539
2015-02-10,33.405723571777344
2015-02-11,33.32376480102539
2015-02-12,33.610618591308594
2015-02-13,32.241939544677734
2015-02-17,32.66811752319336
2015-02-18,33.48767852783203
2015-02-19,33.258209228515625
2015-02-20,33.31557083129883
2015-02-23,33.463104248046875
2015-02-24,33.32376480102539
2015-02-25,33.53685760498047
2015-02-26,33.53685760498047
2015-02-27,33.53685760498047
2015-03-02,33.94664001464844
2015-03-03,34.09416961669922
2015-03-04,33.930259704589844
2015-03-05,33.86469268798828
2015-03-06,33.51226806640625
2015-03-09,33.59423065185547
2015-03-10,33.0041389465332
2015-03-11,32.88119125366211
2015-03-12,33.1352653503418
2015-03-13,33.422122955322266
2015-03-16,34.02039337158203
2015-03-17,34.02859115600586
2015-03-18,34.34822082519531
2015-03-19,34.13515090942383
2015-03-20,34.258087158203125
2015-03-23,34.08597183227539
2015-03-24,33.8400993347168
2015-03-25,33.250003814697266
2015-03-26,33.02872848510742
2015-03-27,32.92216491699219
2015-03-30,33.28532409667969
2015-03-31,33.47514343261719
2015-04-01,33.0377311706543
2015-04-02,33.111995697021484
2015-04-06,33.49165344238281
2015-04-07,33.39261245727539
2015-04-08,33.417381286621094
2015-04-09,33.607200622558594
2015-04-10,33.85479736328125
2015-04-13,33.450382232666016
2015-04-14,33.19454574584961
2015-04-15,33.26881790161133
2015-04-16,33.15325927734375
2015-04-17,32.4847526550293
2015-04-20,32.839656829833984
2015-04-21,32.67457962036133
2015-04-22,32.80662536621094
2015-04-23,33.00470733642578
2015-04-24,34.02812194824219
2015-04-27,33.499916076660156
2015-04-28,33.714500427246094
2015-04-29,33.19454574584961
2015-04-30,33.532920837402344
2015-05-01,33.219303131103516
2015-05-04,33.417381286621094
2015-05-05,32.839656829833984
2015-05-06,32.54253005981445
2015-05-07,32.80662536621094
2015-05-08,33.235816955566406
2015-05-11,33.04597473144531
2015-05-12,33.16153335571289
2015-05-13,33.04597473144531
2015-05-14,33.607200622558594
2015-05-15,33.62371063232422
2015-05-18,33.75575637817383
2015-05-19,33.69797897338867
2015-05-20,33.524654388427734
2015-05-21,33.5659294128418
2015-05-22,33.499916076660156
2015-05-26,32.913936614990234
2015-05-27,33.0789909362793
2015-05-28,33.15325927734375
2015-05-29,33.25231170654297
2015-06-01,33.27706527709961
2015-06-02,33.10374450683594
2015-06-03,33.095497131347656
2015-06-04,33.00470733642578
2015-06-05,32.889183044433594
2015-06-08,32.979949951171875
2015-06-09,33.0377311706543
2015-06-10,33.40912628173828
2015-06-11,33.57418441772461
2015-06-12,33.36785125732422
2015-06-15,33.19454574584961
2015-06-16,33.35134506225586
2015-06-17,33.36785125732422
2015-06-18,33.499916076660156
2015-06-19,33.28532409667969
2015-06-22,33.334842681884766
2015-06-23,33.111995697021484
2015-06-24,32.87266540527344
2015-06-25,32.72410583496094
2015-06-26,32.94694900512695
2015-06-29,32.44824981689453
2015-06-30,32.55630874633789
2015-07-01,32.77238845825195
2015-07-02,32.78068923950195
2015-07-06,32.96356201171875
2015-07-07,33.079933166503906
2015-07-08,32.89707565307617
2015-07-09,32.8139533996582
2015-07-10,33.03007125854492
2015-07-13,33.22953796386719
2015-07-14,33.53705978393555
2015-07-15,33.58693313598633
2015-07-16,33.861209869384766
2015-07-17,33.877830505371094
2015-07-20,33.911075592041016
2015-07-21,33.570316314697266
2015-07-22,33.43731689453125
2015-07-23,33.74485778808594
2015-07-24,34.210296630859375
2015-07-27,34.517826080322266
2015-07-28,34.90846252441406
2015-07-29,35.54844284057617
2015-07-30,35.531829833984375
2015-07-31,35.348968505859375
2015-08-03,35.36559295654297
2015-08-04,35.49858093261719
2015-08-05,35.914146423339844
2015-08-06,35.57338333129883
2015-08-07,35.39883804321289
2015-08-10,35.6398811340332
2015-08-11,35.68143844604492
2015-08-12,35.631553649902344
2015-08-13,35.565067291259766
2015-08-14,35.83104705810547
2015-08-17,36.030521392822266
2015-08-18,36.16349792480469
2015-08-19,35.69805908203125
2015-08-20,35.714691162109375
2015-08-21,34.90846252441406
2015-08-24,33.35420227050781
2015-08-25,32.96356201171875
2015-08-26,34.01082229614258
2015-08-27,34.31833267211914
2015-08-28,34.160430908203125
2015-08-31,34.0606803894043
2015-09-01,33.26278305053711
2015-09-02,33.62849044799805
2015-09-03,33.86951446533203
2015-09-04,33.33758544921875
2015-09-08,34.044044494628906
2015-09-09,33.47056198120117
2015-09-10,33.50381088256836
2015-09-11,33.62849044799805
2015-09-14,33.56199645996094
2015-09-15,33.84459686279297
2015-09-16,34.044044494628906
2015-09-17,33.877830505371094
2015-09-18,33.81965255737305
2015-09-21,34.118873596191406
2015-09-22,33.80302047729492
2015-09-23,33.98587417602539
2015-09-24,34.160430908203125
2015-09-25,34.567684173583984
2015-09-28,34.210296630859375
2015-09-29,33.75817108154297
2015-09-30,34.494964599609375
2015-10-01,34.50334548950195
2015-10-02,34.75449752807617
2015-10-05,35.2401237487793
2015-10-06,34.92197036743164
2015-10-07,35.44942855834961
2015-10-08,36.16109848022461
2015-10-09,36.21133041381836
2015-10-12,36.51274871826172
2015-10-13,36.20296096801758
2015-10-14,35.809444427490234
2015-10-15,35.96015930175781
2015-10-16,35.85969924926758
2015-10-19,36.21970748901367
2015-10-20,36.278316497802734
2015-10-21,36.110870361328125
2015-10-22,36.521121978759766
2015-10-23,36.40389633178711
2015-10-26,36.53786849975586
2015-10-27,36.487632751464844
2015-10-28,36.57972717285156
2015-10-29,36.805782318115234
2015-10-30,36.6215934753418
2015-11-02,36.83090591430664
2015-11-03,36.76393127441406
2015-11-04,36.61322021484375
2015-11-05,36.688575744628906
2015-11-06,36.89788818359375
2015-11-09,36.487632751464844
2015-11-10,36.671836853027344
2015-11-11,36.71369171142578
2015-11-12,36.278316497802734
2015-11-13,35.85969924926758
2015-11-16,36.49599838256836
2015-11-17,36.429019927978516
2015-11-18,36.90625762939453
2015-11-19,36.856014251708984
2015-11-20,37.207672119140625
2015-11-23,36.8895149230957
2015-11-24,36.72206115722656
2015-11-25,36.79741287231445
2015-11-27,36.939754486083984
2015-11-30,36.78068542480469
2015-12-01,37.098838806152344
2015-12-02,36.973236083984375
2015-12-03,36.479270935058594
2015-12-04,37.098838806152344
2015-12-07,36.789039611816406
2015-12-08,37.073707580566406
2015-12-09,36.805782318115234
2015-12-10,36.95648956298828
2015-12-11,36.186222076416016
2015-12-14,36.06063461303711
2015-12-15,36.521121978759766
2015-12-16,37.090457916259766
2015-12-17,36.70532989501953
2015-12-18,36.487632751464844
2015-12-21,36.71369171142578
2015-12-22,37.073707580566406
2015-12-23,37.24953079223633
2015-12-24,37.18255615234375
2015-12-28,37.550941467285156
2015-12-29,37.8858528137207
2015-12-30,37.540279388427734
2015-12-31,37.07670974731445
