Date,TXT
2015-01-02,41.489662170410156
2015-01-05,40.69272994995117
2015-01-06,40.5156364440918
2015-01-07,40.781272888183594
2015-01-08,42.62110900878906
2015-01-09,41.89303970336914
2015-01-12,41.46013641357422
2015-01-13,41.745460510253906
2015-01-14,41.50932312011719
2015-01-15,41.6470832824707
2015-01-16,42.1783561706543
2015-01-20,41.87336730957031
2015-01-21,41.77497863769531
2015-01-22,42.75885009765625
2015-01-23,41.68642807006836
2015-01-26,41.76513671875
2015-01-27,40.70256423950195
2015-01-28,41.312564849853516
2015-01-29,41.87336730957031
2015-01-30,41.87336730957031
2015-02-02,42.39482498168945
2015-02-03,42.680137634277344
2015-02-04,42.41448974609375
2015-02-05,42.837554931640625
2015-02-06,42.84739303588867
2015-02-09,42.52271270751953
2015-02-10,42.87691879272461
2015-02-11,42.4735221862793
2015-02-12,43.47705841064453
2015-02-13,43.959171295166016
2015-02-17,43.38851547241211
2015-02-18,43.6049690246582
2015-02-19,44.0673942565918
2015-02-20,44.26416778564453
2015-02-23,44.18545150756836
2015-02-24,44.59867858886719
2015-02-25,44.244468688964844
2015-02-26,43.496734619140625
2015-02-27,43.595130920410156
2015-03-02,43.72304153442383
2015-03-03,43.17207717895508
2015-03-04,42.935951232910156
2015-03-05,43.29996109008789
2015-03-06,44.05754470825195
2015-03-09,43.57546615600586
2015-03-10,42.296417236328125
2015-03-11,41.93222427368164
2015-03-12,42.690155029296875
2015-03-13,42.129093170166016
2015-03-16,43.192169189453125
2015-03-17,43.103572845458984
2015-03-18,43.950096130371094
2015-03-19,43.694156646728516
2015-03-20,44.28476333618164
2015-03-23,43.910709381103516
2015-03-24,44.37336349487305
2015-03-25,43.635108947753906
2015-03-26,43.31028366088867
2015-03-27,43.49729919433594
2015-03-30,44.36351013183594
2015-03-31,43.635108947753906
2015-04-01,44.097740173339844
2015-04-02,44.23554229736328
2015-04-06,45.377357482910156
2015-04-07,45.052528381347656
2015-04-08,45.131282806396484
2015-04-09,45.09190368652344
2015-04-10,45.397029876708984
2015-04-13,45.00332260131836
2015-04-14,44.895050048828125
2015-04-15,45.190345764160156
2015-04-16,45.38720703125
2015-04-17,44.10758590698242
2015-04-20,44.73755645751953
2015-04-21,43.9599494934082
2015-04-22,44.00914764404297
2015-04-23,44.01898956298828
2015-04-24,43.51698303222656
2015-04-27,42.98545837402344
2015-04-28,43.66463851928711
2015-04-29,43.4677734375
2015-04-30,43.29058837890625
2015-05-01,43.71384811401367
2015-05-04,43.900875091552734
2015-05-05,43.704017639160156
2015-05-06,43.910709381103516
2015-05-07,43.9796257019043
2015-05-08,44.481624603271484
2015-05-11,44.68834686279297
2015-05-12,44.806453704833984
2015-05-13,45.17064666748047
2015-05-14,46.12546157836914
2015-05-15,45.88921356201172
2015-05-18,45.928585052490234
2015-05-19,45.56438064575195
2015-05-20,45.7415657043457
2015-05-21,45.780948638916016
2015-05-22,45.623451232910156
2015-05-26,44.98363494873047
2015-05-27,45.219879150390625
2015-05-28,45.229705810546875
2015-05-29,44.511165618896484
2015-06-01,44.4422607421875
2015-06-02,44.4422607421875
2015-06-03,44.64894104003906
2015-06-04,43.83197021484375
2015-06-05,44.0583610534668
2015-06-08,44.038692474365234
2015-06-09,43.85166931152344
2015-06-10,45.35834884643555
2015-06-11,45.44697189331055
2015-06-12,45.25987243652344
2015-06-15,44.81671905517578
2015-06-16,45.21064758300781
2015-06-17,45.220489501953125
2015-06-18,45.762107849121094
2015-06-19,45.437129974365234
2015-06-22,45.56515121459961
2015-06-23,45.34850311279297
2015-06-24,45.220489501953125
2015-06-25,44.97428894042969
2015-06-26,44.934913635253906
2015-06-29,43.86151123046875
2015-06-30,43.95014572143555
2015-07-01,44.0289306640625
2015-07-02,43.81226348876953
2015-07-06,43.68424987792969
2015-07-07,43.53653335571289
2015-07-08,42.30556869506836
2015-07-09,43.024452209472656
2015-07-10,43.01460647583008
2015-07-13,43.575927734375
2015-07-14,43.65471267700195
2015-07-15,42.82749938964844
2015-07-16,43.35927200317383
2015-07-17,43.14262390136719
2015-07-20,43.0638427734375
2015-07-21,42.404048919677734
2015-07-22,41.40944290161133
2015-07-23,41.05492401123047
2015-07-24,40.48375701904297
2015-07-27,39.912593841552734
2015-07-28,42.216949462890625
2015-07-29,43.32972717285156
2015-07-30,43.50699996948242
2015-07-31,43.0343017578125
2015-08-03,42.58131408691406
2015-08-04,42.48283004760742
2015-08-05,42.60099792480469
2015-08-06,42.2563362121582
2015-08-07,41.8033561706543
2015-08-10,43.182010650634766
2015-08-11,42.30556869506836
2015-08-12,41.88213348388672
2015-08-13,42.315433502197266
2015-08-14,42.90627670288086
2015-08-17,43.04413986206055
2015-08-18,43.024452209472656
2015-08-19,42.7388916015625
2015-08-20,41.09431076049805
2015-08-21,39.154319763183594
2015-08-24,37.80519485473633
2015-08-25,36.436363220214844
2015-08-26,37.42112350463867
2015-08-27,38.80966567993164
2015-08-28,39.1050910949707
2015-08-31,38.208946228027344
2015-09-01,36.60377502441406
2015-09-02,37.992305755615234
2015-09-03,38.208946228027344
2015-09-04,38.06122970581055
2015-09-08,39.64669418334961
2015-09-09,39.67625045776367
2015-09-10,39.78465270996094
2015-09-11,39.91272735595703
2015-09-14,39.72551727294922
2015-09-15,40.32653045654297
2015-09-16,40.61225128173828
2015-09-17,40.07035827636719
2015-09-18,38.99644470214844
2015-09-21,38.976749420166016
2015-09-22,37.961910247802734
2015-09-23,37.518550872802734
2015-09-24,37.715614318847656
2015-09-25,37.705753326416016
2015-09-28,36.937259674072266
2015-09-29,36.87813186645508
2015-09-30,37.08504104614258
2015-10-01,37.528404235839844
2015-10-02,37.86337661743164
2015-10-05,38.7895393371582
2015-10-06,38.976749420166016
2015-10-07,39.62699890136719
2015-10-08,40.49403381347656
2015-10-09,40.65166473388672
2015-10-12,40.60239791870117
2015-10-13,40.080223083496094
2015-10-14,39.48907470703125
2015-10-15,39.262454986572266
2015-10-16,38.51366424560547
2015-10-19,37.942203521728516
2015-10-20,38.22794723510742
2015-10-21,38.02103042602539
2015-10-22,38.59248352050781
2015-10-23,38.45454025268555
2015-10-26,38.247642517089844
2015-10-27,39.83390426635742
2015-10-28,41.361053466796875
2015-10-29,41.21327209472656
2015-10-30,41.54825210571289
2015-11-02,42.22807693481445
2015-11-03,41.43001174926758
2015-11-04,41.24282455444336
2015-11-05,41.35121154785156
2015-11-06,41.361053466796875
2015-11-09,40.60239791870117
2015-11-10,40.49403381347656
2015-11-11,40.57284927368164
2015-11-12,40.296974182128906
2015-11-13,40.405357360839844
2015-11-16,41.814266204833984
2015-11-17,41.17387008666992
2015-11-18,41.96205520629883
2015-11-19,42.6812744140625
2015-11-20,42.97686004638672
2015-11-23,42.76996994018555
2015-11-24,42.54336166381836
2015-11-25,42.691139221191406
2015-11-27,42.60247802734375
2015-11-30,42.04087829589844
2015-12-01,42.09014129638672
2015-12-02,41.12458801269531
2015-12-03,40.56299591064453
2015-12-04,41.45957946777344
2015-12-07,41.2822265625
2015-12-08,40.57284927368164
2015-12-09,40.878421783447266
2015-12-10,41.0065803527832
2015-12-11,40.27713394165039
2015-12-14,40.661563873291016
2015-12-15,40.77984619140625
2015-12-16,42.002159118652344
2015-12-17,40.82913589477539
2015-12-18,40.42498779296875
2015-12-21,40.720703125
2015-12-22,41.4698600769043
2015-12-23,42.16974639892578
2015-12-24,42.08101272583008
2015-12-28,41.95287322998047
2015-12-29,42.366886138916016
2015-12-30,41.844444274902344
2015-12-31,41.41070556640625
