date,TE
2015-01-02,19.427846061479364
2015-01-05,19.10719229153262
2015-01-06,18.994020372727885
2015-01-07,19.39955308177818
2015-01-08,19.493863014115462
2015-01-09,19.210933217103626
2015-01-12,19.239226196804808
2015-01-13,19.39955308177818
2015-01-14,19.68248287879002
2015-01-15,19.729637844958656
2015-01-16,19.93711969610067
2015-01-20,20.040860621671676
2015-01-21,20.20118750664505
2015-01-22,20.32379041868351
2015-01-23,20.418100351020787
2015-01-26,20.48411730365688
2015-01-27,20.44639333072197
2015-01-28,20.389807371319606
2015-01-29,20.729323127733807
2015-01-30,20.116308567541495
2015-02-02,20.380376378085877
2015-02-03,20.44639333072197
2015-02-04,20.267204459281142
2015-02-05,20.540703263059253
2015-02-06,19.871102743464572
2015-02-09,19.27695016973972
2015-02-10,19.607034932920193
2015-02-11,19.121338781383212
2015-02-12,18.987823198869812
2015-02-13,18.682644724553473
2015-02-17,18.61588693329677
2015-02-18,19.121338781383212
2015-02-19,19.016433680836972
2015-02-20,19.064117817448896
2015-02-23,19.18809657263991
2015-02-24,19.34068580979808
2015-02-25,18.892454925645954
2015-02-26,18.71125520652063
2015-02-27,18.720792033843015
2015-03-02,18.24395066772373
2015-03-03,18.387003077559516
2015-03-04,18.33931894094759
2015-03-05,18.37746625023713
2015-03-06,17.929235366085006
2015-03-09,18.081824603243177
2015-03-10,18.034140466631246
2015-03-11,17.76710930160445
2015-03-12,18.20580335843419
2015-03-13,17.929235366085006
2015-03-16,18.22487701307896
2015-03-17,18.167656049144647
2015-03-18,18.682644724553473
2015-03-19,18.60635010597439
2015-03-20,18.987823198869812
2015-03-23,19.10226512673844
2015-03-24,18.682644724553473
2015-03-25,18.520518660072916
2015-03-26,18.301171631658047
2015-03-27,18.329782113625203
2015-03-30,18.61588693329677
2015-03-31,18.501445005428142
2015-04-01,18.634960587941542
2015-04-02,18.7303288611654
2015-04-06,18.8638444436788
2015-04-07,18.57773962400723
2015-04-08,18.549129142040073
2015-04-09,18.51098183275053
2015-04-10,18.71125520652063
2015-04-13,18.55866596936246
2015-04-14,18.634960587941542
2015-04-15,18.62542376061916
2015-04-16,18.501445005428142
2015-04-17,18.434687214171444
2015-04-20,18.71125520652063
2015-04-21,18.501445005428142
2015-04-22,18.501445005428142
2015-04-23,18.64449741526393
2015-04-24,18.74940251581017
2015-04-27,18.44422404149383
2015-04-28,18.634960587941542
2015-04-29,18.310708458980432
2015-04-30,18.07228777592079
2015-05-01,18.129508739855105
2015-05-04,18.2630243223685
2015-05-05,17.891088056795464
2015-05-06,17.700351510347748
2015-05-07,17.843403920183537
2015-05-08,17.824330265538766
2015-05-11,17.78141454258803
2015-05-12,17.71384130599839
2015-05-13,17.588348152331914
2015-05-14,17.800721181613643
2015-05-15,18.119280725536225
2015-05-18,18.26408051822831
2015-05-19,18.254427198715504
2015-05-20,18.293040476766727
2015-05-21,18.4185336304332
2015-05-22,18.437840269458814
2015-05-26,18.235120559689896
2015-05-27,18.273733837741116
2015-05-28,18.2447738792027
2015-05-29,18.196507281638674
2015-06-01,18.167547323100255
2015-06-02,17.916561015767307
2015-06-03,17.617308110870333
2015-06-04,17.588348152331914
2015-06-05,17.250481969383717
2015-06-08,17.18290873279408
2015-06-09,17.17325541328127
2015-06-10,17.250481969383717
2015-06-11,17.347015164511774
2015-06-12,17.18290873279408
2015-06-15,17.17325541328127
2015-06-16,17.211868691332494
2015-06-17,17.347015164511774
2015-06-18,17.636614749895944
2015-06-19,17.655921388921556
2015-06-22,17.588348152331914
2015-06-23,17.347015164511774
2015-06-24,17.211868691332494
2015-06-25,17.10568217669163
2015-06-26,17.231175330358106
2015-06-29,17.115335496204438
2015-06-30,17.0477622596148
2015-07-01,17.17325541328127
2015-07-02,17.47250831817825
2015-07-06,17.520774915742273
2015-07-07,17.97448093284414
2015-07-08,17.926214335280115
2015-07-09,17.68488134745997
2015-07-10,17.800721181613643
2015-07-13,17.848987779177666
2015-07-14,17.877947737716084
2015-07-15,17.93586765479292
2015-07-16,20.735330313506562
2015-07-17,20.54226392325045
2015-07-20,20.744983633019366
2015-07-21,20.42642408909678
2015-07-22,20.53261060373764
2015-07-23,20.58087720130167
2015-07-24,20.445730728122392
2015-07-27,20.61949047935289
2015-07-28,20.812556869609004
2015-07-29,20.91874338424987
2015-07-30,20.986316620839506
2015-07-31,21.353142762326126
2015-08-03,21.179383011095624
2015-08-04,21.015276579377925
2015-08-05,21.09250313548037
2015-08-06,21.169729691582816
2015-08-07,21.372449401351734
2015-08-10,21.20834296963404
2015-08-11,21.227649608659647
2015-08-12,21.57034245136425
2015-08-13,21.70686360611972
2015-08-14,21.823881738767266
2015-08-17,21.589845473472174
2015-08-18,21.453324318716703
2015-08-19,21.365560719231045
2015-08-20,21.121772942881993
2015-08-21,21.141275964989916
2015-08-24,20.41966414699672
2015-08-25,20.273391481187286
2015-08-26,20.5269307685903
2015-08-27,20.741464011777467
2015-08-28,20.70245796756162
2015-08-31,20.546433790698227
2015-09-01,20.302646014349172
2015-09-02,20.351403569618984
2015-09-03,20.536682279644264
2015-09-04,20.546433790698227
2015-09-08,25.685480116136272
2015-09-09,25.831752781945703
2015-09-10,25.94877091459325
2015-09-11,26.03653451407891
2015-09-14,26.095043580402685
2015-09-15,26.007279980917026
2015-09-16,26.03653451407891
2015-09-17,26.05603753618683
2015-09-18,25.93901940353929
2015-09-21,26.05603753618683
2015-09-22,25.968273936701173
2015-09-23,25.94877091459325
2015-09-24,26.017031491970986
2015-09-25,25.831752781945703
2015-09-28,25.695231627190235
2015-09-29,25.597716516650614
2015-09-30,25.607468027704577
2015-10-01,25.656225582974386
2015-10-02,25.89026184826948
2015-10-05,25.997528469863063
2015-10-06,25.9097648703774
2015-10-07,26.0657890472408
2015-10-08,26.114546602510607
2015-10-09,25.753740693514008
2015-10-12,26.046286025132872
2015-10-13,26.05603753618683
2015-10-14,26.124298113564567
2015-10-15,26.202310201996266
2015-10-16,26.270570779374
2015-10-19,26.299825312535887
2015-10-20,26.377837400967586
2015-10-21,26.338831356751736
2015-10-22,26.41684344518343
2015-10-23,26.39734042307551
2015-10-26,26.41684344518343
2015-10-27,26.485104022561167
2015-10-28,26.54361308888494
2015-10-29,26.436346467291358
2015-10-30,26.329079845697773
2015-11-02,26.377837400967586
2015-11-03,26.3485828678057
2015-11-04,26.387588912021545
2015-11-05,26.41684344518343
2015-11-06,26.290073801481928
2015-11-09,26.221813224104192
2015-11-10,26.226688979631174
2015-11-11,26.187353863051296
2015-11-12,26.010345838441864
2015-11-13,26.000512059296895
2015-11-16,26.059514734166708
2015-11-17,25.882506709557273
2015-11-18,25.91200804699218
2015-11-19,25.96117694271702
2015-11-20,25.882506709557273
2015-11-23,25.8431715929774
2015-11-24,25.882506709557273
2015-11-25,25.853005372122364
2015-11-27,25.862839151267337
2015-11-30,25.882506709557273
2015-12-01,25.95134316357205
2015-12-02,25.83333781383243
2015-12-03,25.853005372122364
2015-12-04,26.10868362989155
2015-12-07,26.36436188766073
2015-12-08,26.187353863051296
2015-12-09,26.25619031706608
2015-12-10,26.29552543364595
2015-12-11,26.216855200486204
2015-12-14,26.17752008390633
2015-12-15,26.36436188766073
2015-12-16,26.423364562530544
2015-12-17,26.334860550225827
2015-12-18,25.98084450100696
2015-12-21,25.95134316357205
2015-12-22,26.079182292456643
2015-12-23,26.266024096211048
2015-12-24,26.275857875356014
2015-12-28,26.207021421341235
2015-12-29,26.325026771080857
2015-12-30,26.3741956668057
2015-12-31,26.207021421341235
