Date,EQT
2015-01-02,38.52815246582031
2015-01-05,36.47053146362305
2015-01-06,36.053043365478516
2015-01-07,36.102752685546875
2015-01-08,37.54903030395508
2015-01-09,37.81246566772461
2015-01-12,36.07788848876953
2015-01-13,36.097782135009766
2015-01-14,36.391014099121094
2015-01-15,36.04807662963867
2015-01-16,37.568904876708984
2015-01-20,36.80850601196289
2015-01-21,38.14544677734375
2015-01-22,37.70310974121094
2015-01-23,37.30550765991211
2015-01-26,37.49932861328125
2015-01-27,37.34030532836914
2015-01-28,36.61466979980469
2015-01-29,36.63950729370117
2015-01-30,36.99736022949219
2015-02-02,37.558982849121094
2015-02-03,38.20012664794922
2015-02-04,37.02717590332031
2015-02-05,38.46353530883789
2015-02-06,39.2338981628418
2015-02-09,39.72594451904297
2015-02-10,40.705055236816406
2015-02-11,40.665287017822266
2015-02-12,40.1482048034668
2015-02-13,40.36199188232422
2015-02-17,40.56583786010742
2015-02-18,40.322208404541016
2015-02-19,40.560855865478516
2015-02-20,40.33713912963867
2015-02-23,39.84988021850586
2015-02-24,40.65034866333008
2015-02-25,41.48067855834961
2015-02-26,39.655982971191406
2015-02-27,39.68083953857422
2015-03-02,40.10841751098633
2015-03-03,40.88404083251953
2015-03-04,40.19791793823242
2015-03-05,40.04874801635742
2015-03-06,39.54161834716797
2015-03-09,38.29367446899414
2015-03-10,37.88100814819336
2015-03-11,38.552215576171875
2015-03-12,37.91580581665039
2015-03-13,37.9008903503418
2015-03-16,38.4577522277832
2015-03-17,38.49752426147461
2015-03-18,39.28805160522461
2015-03-19,38.99470901489258
2015-03-20,39.238338470458984
2015-03-23,39.13890838623047
2015-03-24,39.606266021728516
2015-03-25,40.31724548339844
2015-03-26,39.74049377441406
2015-03-27,39.81010818481445
2015-03-30,41.11771774291992
2015-03-31,41.202239990234375
2015-04-01,41.16743469238281
2015-04-02,42.06734085083008
2015-04-06,41.86847686767578
2015-04-07,41.86847686767578
2015-04-08,41.455810546875
2015-04-09,42.31595230102539
2015-04-10,42.09220886230469
2015-04-13,41.386192321777344
2015-04-14,42.062381744384766
2015-04-15,43.71304702758789
2015-04-16,43.3700065612793
2015-04-17,43.444557189941406
2015-04-20,43.056766510009766
2015-04-21,42.97721481323242
2015-04-22,43.39981460571289
2015-04-23,43.524112701416016
2015-04-24,43.051795959472656
2015-04-27,42.803199768066406
2015-04-28,43.48931121826172
2015-04-29,44.448909759521484
2015-04-30,44.71738052368164
2015-05-01,44.737274169921875
2015-05-04,44.593082427978516
2015-05-05,44.304725646972656
2015-05-06,44.061092376708984
2015-05-07,43.792598724365234
2015-05-08,45.169822692871094
2015-05-11,44.68259048461914
2015-05-12,45.71673583984375
2015-05-13,44.7369499206543
2015-05-14,45.159706115722656
2015-05-15,45.08510208129883
2015-05-18,44.528072357177734
2015-05-19,43.836734771728516
2015-05-20,43.78700637817383
2015-05-21,44.03568649291992
2015-05-22,43.971031188964844
2015-05-26,43.254844665527344
2015-05-27,43.56816864013672
2015-05-28,42.593353271484375
2015-05-29,42.30986404418945
2015-06-01,42.24521255493164
2015-06-02,42.30489730834961
2015-06-03,42.30489730834961
2015-06-04,41.76774597167969
2015-06-05,41.802555084228516
2015-06-08,41.7975959777832
2015-06-09,42.80722427368164
2015-06-10,42.66299819946289
2015-06-11,42.37949752807617
2015-06-12,41.94182586669922
2015-06-15,41.862239837646484
2015-06-16,42.09600830078125
2015-06-17,42.195472717285156
2015-06-18,41.056541442871094
2015-06-19,40.6934700012207
2015-06-22,40.87250518798828
2015-06-23,41.84733200073242
2015-06-24,41.74785614013672
2015-06-25,41.310184478759766
2015-06-26,40.77801513671875
2015-06-29,40.42489242553711
2015-06-30,40.45473098754883
2015-07-01,39.892723083496094
2015-07-02,39.86785888671875
2015-07-06,38.83832931518555
2015-07-07,39.03728485107422
2015-07-08,38.375797271728516
2015-07-09,38.56480026245117
2015-07-10,38.072418212890625
2015-07-13,38.609561920166016
2015-07-14,39.10193634033203
2015-07-15,37.9630012512207
2015-07-16,38.15696334838867
2015-07-17,37.420875549316406
2015-07-20,36.24216079711914
2015-07-21,36.55548095703125
2015-07-22,35.9885139465332
2015-07-23,37.93315505981445
2015-07-24,36.94342041015625
2015-07-27,37.67452621459961
2015-07-28,38.64436340332031
2015-07-29,38.67420196533203
2015-07-30,38.50510025024414
2015-07-31,38.22163009643555
2015-08-03,37.266700744628906
2015-08-04,37.147335052490234
2015-08-05,37.023006439208984
2015-08-06,37.704368591308594
2015-08-07,36.94342041015625
2015-08-10,38.14203643798828
2015-08-11,37.853572845458984
2015-08-12,39.1472053527832
2015-08-13,38.98799514770508
2015-08-14,38.92829132080078
2015-08-17,39.04270553588867
2015-08-18,38.629756927490234
2015-08-19,37.52519607543945
2015-08-20,36.92317581176758
2015-08-21,36.94307327270508
2015-08-24,35.291194915771484
2015-08-25,35.415592193603516
2015-08-26,36.98784255981445
