Date,XYL
2015-01-02,33.037391662597656
2015-01-05,30.98122787475586
2015-01-06,30.79903793334961
2015-01-07,31.041967391967773
2015-01-08,31.276201248168945
2015-01-09,30.686248779296875
2015-01-12,30.018205642700195
2015-01-13,30.08761978149414
2015-01-14,29.89674949645996
2015-01-15,29.68852996826172
2015-01-16,29.905426025390625
2015-01-20,29.844707489013672
2015-01-21,30.452001571655273
2015-01-22,30.65155601501465
2015-01-23,30.512733459472656
2015-01-26,30.530080795288086
2015-01-27,30.13967514038086
2015-01-28,29.723241806030273
2015-01-29,29.6364688873291
2015-01-30,29.584426879882812
2015-02-02,30.13967514038086
2015-02-03,30.703603744506836
2015-02-04,30.269813537597656
2015-02-05,30.243789672851562
2015-02-06,30.530080795288086
2015-02-09,30.46068000793457
2015-02-10,30.703603744506836
2015-02-11,30.5821475982666
2015-02-12,30.89447593688965
2015-02-13,31.409250259399414
2015-02-17,31.25245475769043
2015-02-18,31.208911895751953
2015-02-19,31.060834884643555
2015-02-20,31.383108139038086
2015-02-23,31.191490173339844
2015-02-24,31.3221492767334
2015-02-25,31.391828536987305
2015-02-26,31.15665054321289
2015-02-27,31.095684051513672
2015-03-02,31.505056381225586
2015-03-03,31.444074630737305
2015-03-04,31.08696174621582
2015-03-05,30.991138458251953
2015-03-06,30.634035110473633
2015-03-09,30.703710556030273
2015-03-10,30.224653244018555
2015-03-11,30.120128631591797
2015-03-12,30.634035110473633
2015-03-13,30.146244049072266
2015-03-16,30.512073516845703
2015-03-17,30.198516845703125
2015-03-18,31.243741989135742
2015-03-19,30.956308364868164
2015-03-20,31.348285675048828
2015-03-23,30.57305335998535
2015-03-24,30.54693031311035
2015-03-25,30.259489059448242
2015-03-26,30.198516845703125
2015-03-27,30.45982551574707
2015-03-30,30.79081916809082
2015-03-31,30.50337791442871
2015-04-01,30.84307861328125
2015-04-02,31.174060821533203
2015-04-06,31.417953491210938
2015-04-07,31.417953491210938
2015-04-08,30.703710556030273
2015-04-09,30.451114654541016
2015-04-10,30.6601505279541
2015-04-13,30.625322341918945
2015-04-14,30.6601505279541
2015-04-15,30.91275978088379
2015-04-16,31.208911895751953
2015-04-17,30.607900619506836
2015-04-20,30.886632919311523
2015-04-21,30.79952049255371
2015-04-22,30.886632919311523
2015-04-23,31.269886016845703
2015-04-24,31.034706115722656
2015-04-27,31.618297576904297
2015-04-28,31.679269790649414
2015-04-29,31.90572738647461
2015-04-30,32.24542999267578
2015-05-01,32.34994888305664
2015-05-04,32.140907287597656
2015-05-05,31.914445877075195
2015-05-06,31.818635940551758
2015-05-07,31.957984924316406
2015-05-08,32.140907287597656
2015-05-11,32.062522888183594
2015-05-12,31.783790588378906
2015-05-13,32.04508972167969
2015-05-14,32.306392669677734
2015-05-15,32.07994079589844
2015-05-18,32.23671340942383
2015-05-19,32.036373138427734
2015-05-20,32.062522888183594
2015-05-21,32.34994888305664
