Date,CMG
2015-05-22,12.528800010681152
2015-05-26,12.44320011138916
2015-05-27,12.25
2015-05-28,12.588399887084961
2015-05-29,12.310400009155273
2015-06-01,12.29800033569336
2015-06-02,12.211400032043457
2015-06-03,12.21780014038086
2015-06-04,12.231399536132812
2015-06-05,12.276000022888184
2015-06-08,12.162400245666504
2015-06-09,12.115799903869629
2015-06-10,12.173399925231934
2015-06-11,12.117199897766113
2015-06-12,12.195199966430664
2015-06-15,12.083399772644043
2015-06-16,12.012399673461914
2015-06-17,12.136799812316895
2015-06-18,12.12399959564209
2015-06-19,12.30620002746582
2015-06-22,12.385000228881836
2015-06-23,12.307999610900879
2015-06-24,12.210599899291992
2015-06-25,12.147600173950195
2015-06-26,12.189200401306152
2015-06-29,12.00100040435791
2015-06-30,12.099800109863281
2015-07-01,12.131400108337402
2015-07-02,12.191200256347656
2015-07-06,12.143400192260742
2015-07-07,12.411199569702148
2015-07-08,12.256999969482422
2015-07-09,12.54319953918457
2015-07-10,12.788399696350098
2015-07-13,13.15999984741211
2015-07-14,13.109199523925781
2015-07-15,13.223799705505371
2015-07-16,13.16919994354248
2015-07-17,13.23900032043457
2015-07-20,13.5600004196167
2015-07-21,13.461400032043457
2015-07-22,14.516400337219238
2015-07-23,14.518799781799316
2015-07-24,14.575799942016602
2015-07-27,14.628800392150879
2015-07-28,14.615599632263184
2015-07-29,14.768400192260742
2015-07-30,14.883199691772461
2015-07-31,14.844599723815918
2015-08-03,14.860799789428711
2015-08-04,14.961799621582031
2015-08-05,15.155400276184082
2015-08-06,14.991999626159668
2015-08-07,14.982399940490723
2015-08-10,14.88479995727539
2015-08-11,14.913200378417969
2015-08-12,14.919599533081055
2015-08-13,14.871999740600586
2015-08-14,14.96679973602295
2015-08-17,15.080599784851074
2015-08-18,14.918399810791016
2015-08-19,14.905599594116211
2015-08-20,14.70300006866455
2015-08-21,14.400199890136719
2015-08-24,14.085000038146973
2015-08-25,13.90779972076416
2015-08-26,14.152799606323242
2015-08-27,14.543399810791016
2015-08-28,14.423999786376953
2015-08-31,14.200200080871582
2015-09-01,14.134200096130371
2015-09-02,14.477399826049805
2015-09-03,14.499799728393555
2015-09-04,14.384599685668945
2015-09-08,14.642800331115723
2015-09-09,14.37660026550293
2015-09-10,14.463800430297852
2015-09-11,14.581199645996094
2015-09-14,14.53600025177002
2015-09-15,14.641599655151367
2015-09-16,14.600199699401855
2015-09-17,14.604000091552734
2015-09-18,14.589599609375
2015-09-21,14.623800277709961
2015-09-22,14.539400100708008
2015-09-23,14.631400108337402
2015-09-24,14.62339973449707
2015-09-25,14.605600357055664
2015-09-28,14.160599708557129
2015-09-29,14.17080020904541
2015-09-30,14.404999732971191
2015-10-01,14.48859977722168
2015-10-02,14.48900032043457
2015-10-05,14.561599731445312
2015-10-06,14.265000343322754
2015-10-07,14.403200149536133
2015-10-08,14.69540023803711
2015-10-09,14.658599853515625
2015-10-12,14.956399917602539
2015-10-13,15.008399963378906
2015-10-14,14.371199607849121
2015-10-15,14.476200103759766
2015-10-16,14.454000473022461
2015-10-19,14.37279987335205
2015-10-20,14.112600326538086
2015-10-21,13.313400268554688
2015-10-22,13.012399673461914
2015-10-23,12.994400024414062
2015-10-26,13.19379997253418
2015-10-27,13.130999565124512
2015-10-28,13.097800254821777
2015-10-29,12.96399974822998
2015-10-30,12.80459976196289
2015-11-02,12.479999542236328
2015-11-03,12.463199615478516
2015-11-04,12.299599647521973
2015-11-05,12.344599723815918
2015-11-06,12.248000144958496
2015-11-09,12.185799598693848
2015-11-10,12.57759952545166
2015-11-11,12.436800003051758
2015-11-12,12.293600082397461
2015-11-13,11.857799530029297
2015-11-16,11.774800300598145
2015-11-17,11.671600341796875
2015-11-18,11.880000114440918
2015-11-19,12.230199813842773
2015-11-20,10.723799705505371
2015-11-23,11.185799598693848
2015-11-24,11.555800437927246
2015-11-25,11.616600036621094
2015-11-27,11.532400131225586
2015-11-30,11.590999603271484
2015-12-01,11.614800453186035
2015-12-02,11.493200302124023
2015-12-03,11.30620002746582
2015-12-04,11.223999977111816
2015-12-07,11.03499984741211
2015-12-08,10.844799995422363
2015-12-09,10.960200309753418
2015-12-10,11.508600234985352
2015-12-11,11.300000190734863
2015-12-14,11.163200378417969
2015-12-15,11.097200393676758
2015-12-16,11.356599807739258
2015-12-17,11.097800254821777
2015-12-18,10.821599960327148
2015-12-21,10.440199851989746
2015-12-22,9.892200469970703
2015-12-23,9.949600219726562
2015-12-24,9.902000427246094
2015-12-28,9.870400428771973
2015-12-29,9.798800468444824
2015-12-30,9.715800285339355
2015-12-31,9.597000122070312
