Date,IVZ
2015-01-02,23.92498016357422
2015-01-05,23.228145599365234
2015-01-06,22.745248794555664
2015-01-07,23.04476547241211
2015-01-08,23.44820785522461
2015-01-09,23.01420783996582
2015-01-12,22.879728317260742
2015-01-13,22.818605422973633
2015-01-14,22.341812133789062
2015-01-15,21.962825775146484
2015-01-16,22.21345329284668
2015-01-20,21.993391036987305
2015-01-21,22.19510841369629
2015-01-22,22.812498092651367
2015-01-23,22.63522720336914
2015-01-26,22.86139488220215
2015-01-27,22.69635581970215
2015-01-28,22.21345329284668
2015-01-29,23.08756446838379
2015-01-30,22.451841354370117
2015-02-02,22.87361717224121
2015-02-03,23.637693405151367
2015-02-04,23.509334564208984
2015-02-05,23.796628952026367
2015-02-06,23.747732162475586
2015-02-09,23.68659782409668
2015-02-10,24.06558609008789
2015-02-11,24.06558609008789
2015-02-12,24.193954467773438
2015-02-13,24.15727424621582
2015-02-17,24.304908752441406
2015-02-18,24.101913452148438
2015-02-19,24.101913452148438
2015-02-20,24.624792098999023
2015-02-23,24.446399688720703
2015-02-24,24.7293758392334
2015-02-25,24.723220825195312
2015-02-26,24.80934715270996
2015-02-27,24.772441864013672
2015-03-02,24.889314651489258
2015-03-03,24.772441864013672
2015-03-04,24.81549644470215
2015-03-05,24.981586456298828
2015-03-06,24.69247055053711
2015-03-09,24.8524112701416
2015-03-10,24.268003463745117
2015-03-11,24.477161407470703
2015-03-12,24.96927833557129
2015-03-13,24.83395004272461
2015-03-16,25.449115753173828
2015-03-17,25.239952087402344
2015-03-18,25.70132827758789
2015-03-19,25.276857376098633
2015-03-20,25.744382858276367
2015-03-23,25.455263137817383
2015-03-24,25.178436279296875
2015-03-25,24.655559539794922
2015-03-26,24.550983428955078
2015-03-27,24.409496307373047
2015-03-30,24.606342315673828
2015-03-31,24.415645599365234
2015-04-01,24.47100830078125
2015-04-02,24.5263671875
2015-04-06,24.69247055053711
2015-04-07,24.45870018005371
2015-04-08,24.630952835083008
2015-04-09,24.7293758392334
2015-04-10,24.606342315673828
2015-04-13,24.772441864013672
2015-04-14,24.790889739990234
2015-04-15,24.956985473632812
2015-04-16,24.913921356201172
2015-04-17,24.53252601623535
2015-04-20,24.79705047607422
2015-04-21,24.643259048461914
2015-04-22,24.84625244140625
2015-04-23,25.104618072509766
2015-04-24,25.110774993896484
2015-04-27,24.926225662231445
2015-04-28,25.289167404174805
2015-04-29,25.061559677124023
2015-04-30,25.47986602783203
2015-05-01,25.596750259399414
2015-05-04,25.67057228088379
2015-05-05,25.289167404174805
2015-05-06,25.049253463745117
2015-05-07,25.22765350341797
2015-05-08,25.486024856567383
2015-05-11,25.393739700317383
2015-05-12,25.110774993896484
2015-05-13,24.95595932006836
2015-05-14,25.383249282836914
2015-05-15,25.104578018188477
2015-05-18,25.191274642944336
2015-05-19,24.999305725097656
2015-05-20,25.333702087402344
2015-05-21,25.154117584228516
2015-05-22,25.092193603515625
2015-05-26,24.763988494873047
2015-05-27,25.011690139770508
2015-05-28,24.980730056762695
2015-05-29,24.66490364074707
2015-06-01,24.689674377441406
2015-06-02,24.68348503112793
2015-06-03,24.66490364074707
2015-06-04,24.262393951416016
2015-06-05,24.2747745513916
2015-06-08,24.35528564453125
2015-06-09,24.15093421936035
2015-06-10,24.225234985351562
2015-06-11,24.37386703491211
2015-06-12,24.44197654724121
2015-06-15,24.411012649536133
2015-06-16,24.48533058166504
2015-06-17,24.293363571166992
2015-06-18,24.46055793762207
2015-06-19,24.089004516601562
2015-06-22,24.107574462890625
2015-06-23,24.24381446838379
2015-06-24,24.058040618896484
2015-06-25,23.86606788635254
2015-06-26,23.878450393676758
2015-06-29,23.160127639770508
