Date,VFC
2015-04-28,50.51234436035156
2015-04-29,50.333526611328125
2015-04-30,49.817665100097656
2015-05-01,49.556304931640625
2015-05-04,49.012935638427734
2015-05-05,49.17801284790039
2015-05-06,48.67591094970703
2015-05-07,48.81345748901367
2015-05-08,49.45314025878906
2015-05-11,49.39121627807617
2015-05-12,49.047332763671875
2015-05-13,48.318241119384766
2015-05-14,48.545223236083984
2015-05-15,49.012935638427734
2015-05-18,49.36372375488281
2015-05-19,49.14361572265625
2015-05-20,48.96479797363281
2015-05-21,49.02669906616211
2015-05-22,49.08171844482422
2015-05-26,47.836795806884766
2015-05-27,47.74738311767578
2015-05-28,48.88913345336914
2015-05-29,48.44206619262695
2015-06-01,48.290740966796875
2015-06-02,48.56587600708008
2015-06-03,48.93041229248047
2015-06-04,48.51082992553711
2015-06-05,48.51775360107422
2015-06-08,48.054805755615234
2015-06-09,47.971900939941406
2015-06-10,48.386474609375
2015-06-11,48.08246612548828
2015-06-12,47.80607986450195
2015-06-15,47.57115936279297
2015-06-16,47.951175689697266
2015-06-17,48.006446838378906
2015-06-18,48.5592041015625
2015-06-19,48.421024322509766
2015-06-22,48.45555114746094
2015-06-23,49.24322509765625
2015-06-24,48.545387268066406
2015-06-25,48.718101501464844
2015-06-26,48.904666900634766
2015-06-29,47.56425476074219
2015-06-30,48.186092376708984
2015-07-01,49.46434020996094
2015-07-02,49.789085388183594
2015-07-06,49.04285430908203
2015-07-07,49.47122573852539
2015-07-08,48.35883331298828
2015-07-09,48.296630859375
2015-07-10,49.236324310302734
2015-07-13,50.38329315185547
2015-07-14,50.26581954956055
2015-07-15,50.23126983642578
2015-07-16,50.46620178222656
2015-07-17,50.086181640625
2015-07-20,50.34873962402344
2015-07-21,51.18476867675781
2015-07-22,51.24696350097656
2015-07-23,51.59242248535156
2015-07-24,51.474971771240234
2015-07-27,51.06730270385742
2015-07-28,52.269527435302734
2015-07-29,52.51138687133789
2015-07-30,52.96739959716797
2015-07-31,53.26449966430664
2015-08-03,52.442283630371094
2015-08-04,52.67030715942383
2015-08-05,53.00883865356445
2015-08-06,52.545921325683594
2015-08-07,52.36627960205078
2015-08-10,52.88447189331055
2015-08-11,52.559749603271484
2015-08-12,51.986270904541016
2015-08-13,52.11062240600586
2015-08-14,52.46992874145508
2015-08-17,52.61500930786133
2015-08-18,52.642642974853516
2015-08-19,52.221187591552734
2015-08-20,51.24696350097656
2015-08-21,49.837432861328125
2015-08-24,47.971900939941406
2015-08-25,47.76462173461914
2015-08-26,49.69233703613281
2015-08-27,50.65275192260742
2015-08-28,50.49384307861328
2015-08-31,50.04473114013672
2015-09-01,48.88395309448242
2015-09-02,49.45051193237305
2015-09-03,49.74895095825195
2015-09-04,49.0896110534668
2015-09-08,50.0612678527832
2015-09-09,49.11736297607422
2015-09-10,48.964683532714844
2015-09-11,49.290870666503906
2015-09-14,48.9022331237793
2015-09-15,49.24924850463867
2015-09-16,49.943275451660156
2015-09-17,49.92246627807617
2015-09-18,49.013275146484375
2015-09-21,49.70036315917969
2015-09-22,49.29780960083008
2015-09-23,48.88140869140625
2015-09-24,48.61765670776367
2015-09-25,48.63850021362305
2015-09-28,47.215694427490234
2015-09-29,46.66046142578125
2015-09-30,47.34062194824219
2015-10-01,47.722354888916016
2015-10-02,48.73565673828125
2015-10-05,49.76283645629883
2015-10-06,48.409446716308594
2015-10-07,48.35393524169922
2015-10-08,49.506046295166016
2015-10-09,49.52685546875
2015-10-12,49.66567611694336
2015-10-13,48.825870513916016
2015-10-14,48.79810333251953
2015-10-15,49.651790618896484
2015-10-16,50.616493225097656
2015-10-19,50.36663818359375
2015-10-20,50.83858871459961
2015-10-21,50.41522216796875
2015-10-22,50.81083297729492
2015-10-23,44.245182037353516
2015-10-26,45.744319915771484
2015-10-27,46.01499557495117
2015-10-28,47.06300354003906
2015-10-29,47.27122116088867
2015-10-30,46.861732482910156
2015-11-02,47.06300354003906
2015-11-03,47.3198127746582
2015-11-04,47.14628982543945
2015-11-05,48.03466796875
2015-11-06,47.888916015625
2015-11-09,46.78538513183594
2015-11-10,47.12546920776367
2015-11-11,45.591644287109375
2015-11-12,44.84206771850586
2015-11-13,43.06532669067383
2015-11-16,43.5580940246582
2015-11-17,42.995914459228516
2015-11-18,43.8912239074707
2015-11-19,44.06474304199219
2015-11-20,44.925350189208984
2015-11-23,45.314022064208984
2015-11-24,46.04970169067383
2015-11-25,46.08441162109375
2015-11-27,45.34178161621094
2015-11-30,44.90454864501953
2015-12-01,45.529178619384766
2015-12-02,45.4389533996582
2015-12-03,44.29378128051758
2015-12-04,44.95695877075195
2015-12-07,45.07563018798828
2015-12-08,44.998844146728516
2015-12-09,43.80511474609375
2015-12-10,43.94473648071289
2015-12-11,43.1489143371582
2015-12-14,43.58173370361328
2015-12-15,43.7841796875
2015-12-16,44.39151382446289
2015-12-17,43.602684020996094
2015-12-18,43.28853225708008
2015-12-21,43.52587127685547
2015-12-22,43.17683029174805
2015-12-23,43.61663055419922
2015-12-24,43.47701644897461
2015-12-28,43.43512725830078
2015-12-29,44.07040023803711
2015-12-30,43.742279052734375
2015-12-31,43.4560661315918
