Date,GOOGL
2015-06-12,27.149112701416016
2015-06-15,26.927444458007812
2015-06-16,27.020179748535156
2015-06-17,27.10597038269043
2015-06-18,27.581043243408203
2015-06-19,27.64749526977539
2015-06-22,27.75461196899414
2015-06-23,27.938589096069336
2015-06-24,27.699562072753906
2015-06-25,27.66881561279297
2015-06-26,27.42632293701172
2015-06-29,26.84066390991211
2015-06-30,26.780658721923828
2015-07-01,26.94232177734375
2015-07-02,27.14266586303711
2015-07-06,27.057371139526367
2015-07-07,27.276065826416016
2015-07-08,26.862977981567383
2015-07-09,27.00926971435547
2015-07-10,27.577571868896484
2015-07-13,28.3521728515625
2015-07-14,28.96956443786621
2015-07-15,28.958656311035156
2015-07-16,29.842355728149414
2015-07-17,34.69425582885742
2015-07-20,34.3580322265625
2015-07-21,34.482505798339844
2015-07-22,34.47011184692383
2015-07-23,33.459957122802734
2015-07-24,32.47013473510742
2015-07-27,32.643699645996094
2015-07-28,32.71263122558594
2015-07-29,32.80039978027344
2015-07-30,32.95561981201172
2015-07-31,32.60551834106445
2015-08-03,32.96355438232422
2015-08-04,32.792972564697266
2015-08-05,33.38854217529297
2015-08-06,33.23283004760742
2015-08-07,32.94718933105469
2015-08-10,32.88520431518555
2015-08-11,34.23207473754883
2015-08-12,34.29008865356445
2015-08-13,34.044124603271484
2015-08-14,34.185951232910156
2015-08-17,34.42101287841797
2015-08-18,34.154212951660156
2015-08-19,34.417537689208984
2015-08-20,33.69550323486328
2015-08-21,31.93753433227539
2015-08-24,30.652158737182617
2015-08-25,30.37247085571289
2015-08-26,32.71660232543945
2015-08-27,33.12422561645508
2015-08-28,32.7141227722168
2015-08-31,32.125484466552734
2015-09-01,31.219970703125
2015-09-02,31.981176376342773
2015-09-03,31.591400146484375
2015-09-04,31.190214157104492
2015-09-08,31.93009376525879
2015-09-09,31.90679168701172
2015-09-10,32.287147521972656
2015-09-11,32.49641799926758
2015-09-14,32.356075286865234
2015-09-15,32.98091506958008
2015-09-16,33.003231048583984
2015-09-17,33.308204650878906
2015-09-18,32.77511215209961
2015-09-21,33.07563018798828
2015-09-22,32.392276763916016
2015-09-23,32.39674758911133
2015-09-24,32.477073669433594
2015-09-25,31.745128631591797
2015-09-28,30.95664405822754
2015-09-29,30.875316619873047
2015-09-30,31.6568546295166
2015-10-01,31.836864471435547
2015-10-02,32.58021926879883
2015-10-05,33.30870056152344
2015-10-06,33.30672073364258
2015-10-07,33.22539138793945
2015-10-08,33.076622009277344
2015-10-09,33.28688430786133
2015-10-12,33.54425048828125
2015-10-13,33.87849807739258
2015-10-14,33.74161911010742
2015-10-15,34.36696243286133
2015-10-16,34.48101043701172
2015-10-19,34.71062469482422
2015-10-20,33.72129440307617
2015-10-21,33.31465530395508
2015-10-22,33.77782440185547
2015-10-23,35.67167663574219
2015-10-26,36.25634002685547
2015-10-27,36.34064865112305
2015-10-28,36.54396438598633
2015-10-29,36.93722152709961
2015-10-30,36.56726837158203
2015-11-02,37.080528259277344
2015-11-03,37.13408660888672
2015-11-04,37.4559326171875
2015-11-05,37.72172927856445
2015-11-06,37.76784896850586
2015-11-09,37.42914581298828
2015-11-10,37.60221481323242
2015-11-11,37.9488525390625
2015-11-12,37.51642990112305
2015-11-13,36.70017623901367
2015-11-16,37.21342849731445
2015-11-17,36.99325180053711
2015-11-18,37.689002990722656
2015-11-19,37.68553161621094
2015-11-20,38.53153991699219
2015-11-23,38.51665496826172
2015-11-24,38.16604995727539
2015-11-25,38.147708892822266
2015-11-27,38.282100677490234
2015-11-30,37.829837799072266
2015-12-01,38.86825180053711
2015-12-02,38.57368850708008
2015-12-03,38.09514617919922
2015-12-04,38.64113235473633
2015-12-07,38.332679748535156
2015-12-08,38.43930435180664
2015-12-09,37.814964294433594
2015-12-10,37.69048309326172
2015-12-11,37.21342849731445
2015-12-14,37.8144645690918
2015-12-15,37.692970275878906
2015-12-16,38.51120376586914
2015-12-17,38.17597579956055
2015-12-18,37.53229522705078
2015-12-21,37.72817611694336
2015-12-22,38.042083740234375
2015-12-23,38.11051559448242
2015-12-24,37.978111267089844
2015-12-28,38.79139709472656
2015-12-29,39.37258529663086
2015-12-30,39.19108581542969
2015-12-31,38.58162307739258
