date,LLTC
2015-01-02,43.41662020441373
2015-01-05,42.75114097310355
2015-01-06,41.59009210145601
2015-01-07,41.76000169242882
2015-01-08,42.91161114235565
2015-01-09,43.1098389984906
2015-01-12,42.902171720634946
2015-01-13,42.637867912455015
2015-01-14,43.06264188988704
2015-01-15,42.32636699567153
2015-01-16,42.77945923826569
2015-01-20,43.33638511978768
2015-01-21,43.732840832057576
2015-01-22,44.22841047239494
2015-01-23,44.13873596604818
2015-01-26,44.17177394207067
2015-01-27,43.45437789129657
2015-01-28,42.98712651612134
2015-01-29,43.18535437225629
2015-01-30,42.42076121287864
2015-02-02,42.44907947804077
2015-02-03,43.501574999900136
2015-02-04,43.180634661395935
2015-02-05,43.76115909721971
2015-02-06,43.78003794066114
2015-02-09,43.32694569806697
2015-02-10,44.530471967457714
2015-02-11,44.860851727682636
2015-02-12,45.530558460726915
2015-02-13,45.962780536663296
2015-02-17,46.30950813604083
2015-02-18,45.55905661957986
2015-02-19,45.47831183616318
2015-02-20,45.83453882182503
2015-02-23,45.5210590744426
2015-02-24,46.14326887606531
2015-02-25,46.0530247063643
2015-02-26,45.977029616089766
2015-02-27,45.77279281097697
2015-03-02,47.069459038786114
2015-03-03,45.78704189040345
2015-03-04,45.1695817819229
2015-03-05,45.94853145723682
2015-03-06,45.26457564476606
2015-03-09,45.37856828017786
2015-03-10,44.51412412830509
2015-03-11,44.74210939912868
2015-03-12,44.466627196883515
2015-03-13,44.4571278105992
2015-03-16,45.18383086134938
2015-03-17,44.86560142082479
2015-03-18,45.17908116820722
2015-03-19,45.207579327060174
2015-03-20,46.10052163778588
2015-03-23,45.844038208109346
2015-03-24,45.312072576187646
2015-03-25,43.19370943478516
2015-03-26,43.32195114962342
2015-03-27,44.343135175187406
2015-03-30,45.207579327060174
2015-03-31,44.4571278105992
2015-04-01,43.815919236407865
2015-04-02,43.811169543265706
2015-04-06,43.9251621786775
2015-04-07,43.77317199812844
2015-04-08,43.8681658609716
2015-04-09,44.029655427804975
2015-04-10,44.167396528927554
2015-04-13,43.70667629413823
2015-04-14,43.15096219650574
2015-04-15,43.85866647468729
2015-04-16,44.30513763005014
2015-04-17,43.85391678154513
2015-04-20,44.65661492256984
2015-04-21,45.24557687219743
2015-04-22,45.2265780996288
2015-04-23,45.06033883965327
2015-04-24,43.792170770697076
2015-04-27,43.8681658609716
2015-04-28,44.41913026546193
2015-04-29,43.89666401982455
2015-04-30,43.820668929550024
2015-05-01,44.63761615000121
2015-05-04,44.685113081422784
2015-05-05,43.42169470560875
2015-05-06,43.53568734102054
2015-05-07,43.597433351868595
2015-05-08,44.21014376720698
2015-05-11,44.015406348378505
2015-05-12,43.692427214711756
2015-05-13,44.043904507231446
2015-05-14,45.04305527701451
2015-05-15,45.014371522858056
2015-05-18,45.26296405888064
2015-05-19,44.899636506232255
2015-05-20,44.86139150069032
2015-05-21,44.899636506232255
2015-05-22,44.995249020087094
2015-05-26,44.55543145635483
2015-05-27,45.64063348860725
2015-05-28,45.927471030171766
2015-05-29,45.75058787954032
2015-06-01,45.659755991378226
2015-06-02,45.21515780195322
2015-06-03,44.85183024930483
2015-06-04,44.564992707740316
2015-06-05,44.584115210511285
2015-06-08,43.90048573644919
2015-06-09,43.976975747533054
2015-06-10,44.61279896466773
2015-06-11,44.440696439729024
2015-06-12,43.77618946843789
2015-06-15,43.85746010521451
2015-06-16,43.976975747533054
2015-06-17,44.211226406477415
2015-06-18,44.96656526593064
2015-06-19,45.196035299182256
2015-06-22,45.08130028255645
2015-06-23,44.5171864508129
2015-06-24,44.20166515509193
2015-06-25,44.16342014954999
2015-06-26,43.37939753594031
2015-06-29,42.404149894620964
2015-06-30,42.289414877995156
2015-07-01,42.3180986321516
2015-07-02,42.4997624084758
2015-07-06,41.73486229763709
2015-07-07,41.84003606287741
2015-07-08,40.950839684027414
2015-07-09,40.616195885535475
2015-07-10,41.15162596312258
2015-07-13,41.44802475607258
2015-07-14,41.62968853239677
2015-07-15,41.37153474498871
2015-07-16,41.6679335379387
2015-07-17,41.658372286553224
2015-07-20,41.11338095758064
2015-07-21,41.228115974206446
2015-07-22,38.637016848740316
2015-07-23,39.182008177712895
2015-07-24,38.44579182103064
2015-07-27,38.503159329343546
2015-07-28,38.9429768930758
2015-07-29,38.990783150003224
2015-07-30,39.19156942909839
2015-07-31,39.201130680483864
2015-08-03,39.516651976204834
2015-08-04,39.24893693741128
2015-08-05,39.698315752529034
2015-08-06,39.85129577469677
2015-08-07,40.0712045565629
2015-08-10,41.11338095758064
2015-08-11,40.20506207595967
2015-08-12,40.10944956210483
2015-08-13,39.608683325074956
2015-08-14,39.71461464444666
2015-08-17,39.77239536410395
2015-08-18,39.030876128502015
2015-08-19,38.838273729644364
2015-08-20,37.98119305472784
2015-08-21,37.124112379811315
2015-08-24,37.008550940496725
2015-08-25,36.02627870632273
2015-08-26,38.24120629318566
2015-08-27,39.184958047588125
2015-08-28,39.30051948690272
2015-08-31,38.79012312992995
2015-09-01,37.037441300325376
2015-09-02,38.19305569347125
2015-09-03,38.40491833221466
2015-09-04,37.673029216555605
2015-09-08,39.57016284530343
2015-09-09,38.85753396953013
2015-09-10,38.770862890044185
2015-09-11,39.06939660827354
2015-09-14,39.08865684815931
2015-09-15,39.42571104616019
2015-09-16,39.49312188576036
2015-09-17,39.13680744787372
2015-09-18,38.453068931929074
2015-09-21,38.27009665301431
2015-09-22,37.393755738212015
2015-09-23,37.393755738212015
2015-09-24,37.45153645786932
2015-09-25,37.57672801712679
2015-09-28,36.89298950118214
2015-09-29,37.29745453878319
2015-09-30,38.843088789615805
2015-10-01,38.48195929175772
2015-10-02,38.664931570672486
2015-10-05,40.25390136124806
2015-10-06,40.30205196096248
2015-10-07,40.96653023702136
2015-10-08,40.244271241305185
2015-10-09,39.68572428461801
2015-10-12,39.71461464444666
2015-10-13,39.63757368490359
2015-10-14,42.10288439028147
2015-10-15,42.651801227025764
2015-10-16,42.372527748682174
2015-10-19,42.17992534982453
2015-10-20,41.68878923273753
2015-10-21,41.79472055210923
2015-10-22,44.23114089765846
2015-10-23,44.31781197714441
2015-10-26,43.662963821028406
2015-10-27,43.40295058257058
2015-10-28,44.028908378857935
2015-10-29,42.565130147539826
2015-10-30,42.77699278628323
2015-11-02,43.10441686434123
2015-11-03,42.969595185140875
2015-11-04,43.07552650451258
2015-11-05,42.68069158685441
2015-11-06,43.31627950308464
2015-11-09,43.08515662445547
2015-11-10,42.786622906226114
2015-11-11,43.09688167191822
2015-11-12,42.796318492653995
2015-11-13,42.233974479837066
2015-11-16,42.88357877050489
2015-11-17,43.0580993262067
2015-11-18,43.988875623283
2015-11-19,44.22156969755208
2015-11-20,44.531828463244175
2015-11-23,43.73679037615817
2015-11-24,43.988875623283
2015-11-25,43.85313741329271
2015-11-27,44.085831487561784
2015-11-30,44.328221148258734
2015-12-01,44.50274170396054
2015-12-02,44.02765796899451
2015-12-03,43.32957574618729
2015-12-04,44.2991343889751
2015-12-07,43.64953009830727
2015-12-08,43.04840373977882
2015-12-09,42.40849503553887
2015-12-10,42.60240676409643
2015-12-11,41.99643261235405
2015-12-14,42.20488772055343
2015-12-15,42.73329718087279
2015-12-16,42.912665529788526
2015-12-17,41.98188923271223
2015-12-18,41.128677627058956
2015-12-21,41.700717226303766
2015-12-22,41.817064263438304
2015-12-23,42.07399730377708
2015-12-24,42.2630612391207
2015-12-28,42.069149510563136
2015-12-29,42.57332000481279
2015-12-30,42.030367164851626
2015-12-31,41.17715555919835
