Date,CAT
2015-01-02,69.02714538574219
2015-01-05,65.38345336914062
2015-01-06,64.96277618408203
2015-01-07,65.9694595336914
2015-01-08,66.64562225341797
2015-01-09,65.84925079345703
2015-01-12,65.27828979492188
2015-01-13,64.88761901855469
2015-01-14,64.66223907470703
2015-01-15,63.86695098876953
2015-01-16,63.518524169921875
2015-01-20,63.601829528808594
2015-01-21,64.6622314453125
2015-01-22,65.76050567626953
2015-01-23,64.84400939941406
2015-01-26,65.16214752197266
2015-01-27,60.481197357177734
2015-01-28,60.60238265991211
2015-01-29,60.594818115234375
2015-01-30,60.57209396362305
2015-02-02,61.23106384277344
2015-02-03,63.56396484375
2015-02-04,62.07182312011719
2015-02-05,63.29887008666992
2015-02-06,63.026187896728516
2015-02-09,64.13201904296875
2015-02-10,63.548831939697266
2015-02-11,63.17769241333008
2015-02-12,63.2685432434082
2015-02-13,64.48045349121094
2015-02-17,64.6697998046875
2015-02-18,64.23051452636719
2015-02-19,63.09437942504883
2015-02-20,63.95780944824219
2015-02-23,63.23826599121094
2015-02-24,64.00328063964844
2015-02-25,64.4956283569336
2015-02-26,63.473060607910156
2015-02-27,62.79137420654297
2015-03-02,62.867103576660156
2015-03-03,62.745914459228516
2015-03-04,61.90515899658203
2015-03-05,61.73854064941406
2015-03-06,60.64026641845703
2015-03-09,61.20832824707031
2015-03-10,60.526649475097656
2015-03-11,60.367576599121094
2015-03-12,60.73875045776367
2015-03-13,60.011600494384766
2015-03-16,60.57209396362305
2015-03-17,59.420780181884766
2015-03-18,61.60222625732422
2015-03-19,60.662994384765625
2015-03-20,61.49616241455078
2015-03-23,61.42042541503906
2015-03-24,60.9583854675293
2015-03-25,60.48876953125
2015-03-26,60.5039176940918
2015-03-27,60.3448600769043
2015-03-30,61.632484436035156
2015-03-31,60.617530822753906
2015-04-01,60.322120666503906
2015-04-02,60.776588439941406
2015-04-06,61.723419189453125
2015-04-07,61.00384521484375
2015-04-08,60.928077697753906
2015-04-09,61.10984420776367
2015-04-10,62.56411361694336
2015-04-13,62.21573257446289
2015-04-14,62.867103576660156
2015-04-15,64.50318145751953
2015-04-16,64.41154479980469
2015-04-17,63.60200500488281
2015-04-20,64.610107421875
2015-04-21,64.0907974243164
2015-04-22,64.81631469726562
2015-04-23,64.75521087646484
2015-04-24,64.610107421875
2015-04-27,65.16763305664062
2015-04-28,65.83202362060547
2015-04-29,66.8248519897461
2015-04-30,66.35138702392578
2015-05-01,66.7255859375
2015-05-04,66.67210388183594
2015-05-05,66.44300842285156
2015-05-06,66.43538665771484
2015-05-07,66.00770568847656
2015-05-08,66.67973327636719
2015-05-11,67.79476928710938
2015-05-12,67.32893371582031
2015-05-13,67.54277038574219
2015-05-14,67.7718734741211
2015-05-15,67.53512573242188
2015-05-18,67.42821502685547
2015-05-19,66.62629699707031
2015-05-20,67.15325164794922
2015-05-21,68.22245025634766
2015-05-22,67.68788146972656
2015-05-26,67.08452606201172
2015-05-27,67.14562225341797
2015-05-28,65.68692016601562
2015-05-29,65.15995788574219
2015-06-01,65.32036590576172
2015-06-02,65.80912780761719
2015-06-03,65.85494232177734
2015-06-04,65.27452850341797
2015-06-05,65.71749877929688
2015-06-08,65.79385375976562
2015-06-09,66.23680877685547
2015-06-10,67.57331848144531
2015-06-11,67.33656311035156
2015-06-12,67.09215545654297
2015-06-15,66.54228210449219
2015-06-16,66.12989044189453
2015-06-17,66.63394165039062
2015-06-18,66.77904510498047
2015-06-19,66.84016418457031
2015-06-22,67.41292572021484
2015-06-23,67.5504150390625
2015-06-24,67.33656311035156
2015-06-25,66.22915649414062
2015-06-26,66.30552673339844
2015-06-29,65.14472198486328
2015-06-30,64.77812194824219
2015-07-01,64.1136703491211
2015-07-02,64.4421157836914
2015-07-06,63.502708435058594
2015-07-07,64.14423370361328
2015-07-08,62.830631256103516
2015-07-09,62.387691497802734
2015-07-10,62.739017486572266
2015-07-13,63.87691879272461
2015-07-14,64.50316619873047
2015-07-15,64.2740707397461
2015-07-16,64.55926513671875
2015-07-17,64.09681701660156
2015-07-20,63.39537811279297
2015-07-21,63.37226867675781
2015-07-22,61.4761962890625
2015-07-23,59.25638198852539
2015-07-24,58.65519714355469
2015-07-27,58.05400466918945
2015-07-28,59.95008087158203
2015-07-29,59.6032600402832
2015-07-30,60.389404296875
2015-07-31,60.60523223876953
2015-08-03,59.54927444458008
2015-08-04,59.040592193603516
2015-08-05,59.25638198852539
2015-08-06,59.70344161987305
2015-08-07,59.57240676879883
2015-08-10,61.78450012207031
2015-08-11,60.15046310424805
2015-08-12,60.82875061035156
2015-08-13,59.934654235839844
2015-08-14,60.497318267822266
2015-08-17,60.53588104248047
2015-08-18,60.751678466796875
2015-08-19,59.664894104003906
2015-08-20,58.894161224365234
2015-08-21,57.80735397338867
2015-08-24,56.12708282470703
2015-08-25,55.541297912597656
2015-08-26,56.936397552490234
2015-08-27,58.31605911254883
2015-08-28,58.53959655761719
2015-08-31,58.917259216308594
2015-09-01,57.73026657104492
2015-09-02,58.65519714355469
2015-09-03,57.3834114074707
2015-09-04,56.342918395996094
2015-09-08,57.267822265625
2015-09-09,56.23500442504883
2015-09-10,55.81877517700195
2015-09-11,55.980621337890625
2015-09-14,56.08855438232422
2015-09-15,57.48362350463867
2015-09-16,58.30064392089844
2015-09-17,57.08283233642578
2015-09-18,55.38715744018555
2015-09-21,55.61838912963867
2015-09-22,55.24842071533203
2015-09-23,54.107688903808594
2015-09-24,50.7163200378418
2015-09-25,50.084293365478516
2015-09-28,49.167083740234375
2015-09-29,49.567874908447266
2015-09-30,50.3771858215332
2015-10-01,49.629539489746094
2015-10-02,50.63924026489258
2015-10-05,53.32150650024414
2015-10-06,54.58555221557617
2015-10-07,54.24643325805664
2015-10-08,55.371726989746094
2015-10-09,54.95553207397461
2015-10-12,54.33891677856445
2015-10-13,54.084564208984375
2015-10-14,54.50077819824219
2015-10-15,54.5932731628418
2015-10-16,53.70686721801758
2015-10-19,53.390865325927734
2015-10-20,54.16162872314453
2015-10-21,53.69916534423828
2015-10-22,55.242347717285156
2015-10-23,55.9204216003418
2015-10-26,55.74114227294922
2015-10-27,54.86045455932617
2015-10-28,56.09187316894531
2015-10-29,56.09187316894531
2015-10-30,56.88684844970703
2015-11-02,57.938995361328125
2015-11-03,58.258544921875
2015-11-04,58.1026725769043
2015-11-05,57.84547424316406
2015-11-06,57.549312591552734
2015-11-09,56.02951431274414
2015-11-10,56.45039367675781
2015-11-11,56.04511642456055
2015-11-12,53.51212692260742
2015-11-13,54.26811599731445
2015-11-16,54.86045455932617
2015-11-17,54.08106994628906
2015-11-18,54.80589294433594
2015-11-19,54.572086334228516
2015-11-20,55.444984436035156
2015-11-23,55.3514404296875
2015-11-24,55.64761734008789
2015-11-25,55.71775436401367
2015-11-27,55.5073356628418
2015-11-30,56.621849060058594
2015-12-01,55.77232360839844
2015-12-02,55.359249114990234
2015-12-03,54.275909423828125
2015-12-04,54.54091262817383
2015-12-07,53.2783203125
2015-12-08,51.85985565185547
2015-12-09,51.36884307861328
2015-12-10,51.735137939453125
2015-12-11,50.99473571777344
2015-12-14,51.53251266479492
2015-12-15,52.023521423339844
2015-12-16,52.77951431274414
2015-12-17,50.581661224365234
2015-12-18,50.745338439941406
2015-12-21,50.84666442871094
2015-12-22,53.317298889160156
2015-12-23,54.47075271606445
2015-12-24,54.07327651977539
2015-12-28,53.449790954589844
2015-12-29,53.925174713134766
2015-12-30,53.5355110168457
2015-12-31,52.96656036376953
