Date,PSX
2015-01-02,47.92778778076172
2015-01-05,45.03050994873047
2015-01-06,43.770816802978516
2015-01-07,43.96308135986328
2015-01-08,45.673614501953125
2015-01-09,44.626075744628906
2015-01-12,42.59067916870117
2015-01-13,40.77409362792969
2015-01-14,39.395057678222656
2015-01-15,39.176273345947266
2015-01-16,40.32987976074219
2015-01-20,42.179630279541016
2015-01-21,43.923309326171875
2015-01-22,44.626075744628906
2015-01-23,45.428306579589844
2015-01-26,45.34874725341797
2015-01-27,46.14434051513672
2015-01-28,45.32884216308594
2015-01-29,46.72777557373047
2015-01-30,46.62168884277344
2015-02-02,48.265907287597656
2015-02-03,49.644920349121094
2015-02-04,49.33997344970703
2015-02-05,49.86375045776367
2015-02-06,50.45378875732422
2015-02-09,50.34107971191406
2015-02-10,50.1686897277832
2015-02-11,49.187469482421875
2015-02-12,50.135311126708984
2015-02-13,51.143218994140625
2015-02-17,51.33011245727539
2015-02-18,50.69601058959961
2015-02-19,51.68389892578125
2015-02-20,51.623817443847656
2015-02-23,52.952125549316406
2015-02-24,53.39933395385742
2015-02-25,52.791934967041016
2015-02-26,53.439395904541016
2015-02-27,52.37140655517578
2015-03-02,51.396881103515625
2015-03-03,52.124427795410156
2015-03-04,52.037662506103516
2015-03-05,51.316768646240234
2015-03-06,50.30216979980469
2015-03-09,50.92293930053711
2015-03-10,49.414405822753906
2015-03-11,49.76150894165039
2015-03-12,49.50119400024414
2015-03-13,49.82159423828125
2015-03-16,50.92293930053711
2015-03-17,50.69601058959961
2015-03-18,52.14448165893555
2015-03-19,51.73728942871094
2015-03-20,52.638404846191406
2015-03-23,52.418128967285156
2015-03-24,51.81739044189453
2015-03-25,52.73184585571289
2015-03-26,52.35805130004883
2015-03-27,51.80405044555664
2015-03-30,53.10563659667969
2015-03-31,52.46483612060547
2015-04-01,53.35927963256836
2015-04-02,52.177833557128906
2015-04-06,52.43149185180664
2015-04-07,51.91083526611328
2015-04-08,51.670536041259766
2015-04-09,51.937538146972656
2015-04-10,52.29130935668945
2015-04-13,51.35014724731445
2015-04-14,51.950897216796875
2015-04-15,52.691802978515625
2015-04-16,52.89205551147461
2015-04-17,52.07103729248047
2015-04-20,52.932098388671875
2015-04-21,53.065608978271484
2015-04-22,54.013427734375
2015-04-23,54.22035598754883
2015-04-24,54.46064758300781
2015-04-27,54.11355209350586
2015-04-28,54.47401809692383
2015-04-29,54.06683349609375
2015-04-30,52.93878936767578
2015-05-01,54.47401809692383
2015-05-04,53.960052490234375
2015-05-05,53.69304275512695
2015-05-06,53.2791862487793
2015-05-07,53.35927963256836
2015-05-08,54.48735046386719
2015-05-11,53.75979232788086
2015-05-12,53.733097076416016
2015-05-13,53.913307189941406
2015-05-14,54.86777114868164
2015-05-15,54.47792053222656
2015-05-18,54.6661262512207
2015-05-19,54.24265670776367
2015-05-20,54.12167739868164
2015-05-21,54.444313049316406
2015-05-22,54.424156188964844
2015-05-26,53.34197998046875
2015-05-27,53.22772979736328
2015-05-28,53.47640609741211
2015-05-29,53.1806640625
2015-06-01,53.33526611328125
2015-06-02,53.167236328125
2015-06-03,52.62949752807617
2015-06-04,52.01112747192383
2015-06-05,52.46147537231445
2015-06-08,51.876686096191406
2015-06-09,51.61455154418945
2015-06-10,52.293426513671875
2015-06-11,52.878204345703125
2015-06-12,52.19260025024414
2015-06-15,52.48163604736328
2015-06-16,52.689979553222656
2015-06-17,52.99244689941406
2015-06-18,53.79234313964844
2015-06-19,53.55034637451172
2015-06-22,53.50330352783203
2015-06-23,53.98051834106445
2015-06-24,53.22772979736328
2015-06-25,53.02606201171875
2015-06-26,53.516754150390625
2015-06-29,52.75720977783203
2015-06-30,54.148590087890625
2015-07-01,54.645973205566406
2015-07-02,54.746788024902344
2015-07-06,54.80729675292969
2015-07-07,55.35171127319336
2015-07-08,52.76393508911133
2015-07-09,53.402469635009766
2015-07-10,54.77367401123047
2015-07-13,56.070919036865234
