Date,EIX
2015-01-02,41.60405731201172
2015-01-05,41.50244903564453
2015-01-06,41.661197662353516
2015-01-07,42.359806060791016
2015-01-08,42.59478759765625
2015-01-09,42.79166030883789
2015-01-12,42.47410583496094
2015-01-13,42.2327880859375
2015-01-14,42.88057327270508
2015-01-15,43.090145111083984
2015-01-16,43.18540573120117
2015-01-20,43.29336166381836
2015-01-21,43.477535247802734
2015-01-22,43.29970932006836
2015-01-23,43.43308639526367
2015-01-26,43.40133285522461
2015-01-27,43.420379638671875
2015-01-28,42.944091796875
2015-01-29,43.85224914550781
2015-01-30,43.28066635131836
2015-02-02,43.369571685791016
2015-02-03,43.13459396362305
2015-02-04,42.86787414550781
2015-02-05,43.01393127441406
2015-02-06,40.88007354736328
2015-02-09,40.714942932128906
2015-02-10,41.915260314941406
2015-02-11,41.07058334350586
2015-02-12,41.15315246582031
2015-02-13,39.95285415649414
2015-02-17,40.27039337158203
2015-02-18,41.48974609375
2015-02-19,40.892765045166016
2015-02-20,40.70222854614258
2015-02-23,41.57864761352539
2015-02-24,41.686614990234375
2015-02-25,41.21030807495117
2015-02-26,40.70857620239258
2015-02-27,40.80385208129883
2015-03-02,40.46727752685547
2015-03-03,40.47997283935547
2015-03-04,40.29579544067383
2015-03-05,40.5307731628418
2015-03-06,38.94308090209961
2015-03-09,39.2415657043457
2015-03-10,39.41938781738281
2015-03-11,39.37491989135742
2015-03-12,40.04175567626953
2015-03-13,39.90203857421875
2015-03-16,40.746700286865234
2015-03-17,40.34023666381836
2015-03-18,41.59135437011719
2015-03-19,41.15950393676758
2015-03-20,40.753055572509766
2015-03-23,40.78480911254883
2015-03-24,40.09257125854492
2015-03-25,39.7432746887207
2015-03-26,39.52099609375
2015-03-27,39.755645751953125
2015-03-30,40.305484771728516
2015-03-31,39.94105911254883
2015-04-01,40.23515701293945
2015-04-02,40.305484771728516
2015-04-06,41.07272720336914
2015-04-07,40.74665451049805
2015-04-08,40.73387908935547
2015-04-09,40.516475677490234
2015-04-10,40.78501510620117
