Date,MAS
2015-01-02,18.560888290405273
2015-01-05,18.241764068603516
2015-01-06,18.219507217407227
2015-01-07,18.4951114654541
2015-01-08,19.232521057128906
2015-01-09,18.904788970947266
2015-01-12,18.76325798034668
2015-01-13,18.43551254272461
2015-01-14,18.212051391601562
2015-01-15,17.698097229003906
2015-01-16,18.00349235534668
2015-01-20,17.653398513793945
2015-01-21,17.95134735107422
2015-01-22,18.33867835998535
2015-01-23,18.361024856567383
2015-01-26,18.874988555908203
2015-01-27,18.733463287353516
2015-01-28,18.636632919311523
2015-01-29,18.9345760345459
2015-01-30,18.502559661865234
2015-02-02,18.74091148376465
2015-02-03,19.344253540039062
2015-02-04,19.45598602294922
2015-02-05,19.061206817626953
2015-02-06,19.40384292602539
2015-02-09,19.523025512695312
2015-02-10,19.604955673217773
2015-02-11,19.45598602294922
2015-02-12,19.686893463134766
2015-02-13,19.701791763305664
2015-02-17,19.940153121948242
2015-02-18,19.85820960998535
2015-02-19,19.955049514770508
2015-02-20,19.925256729125977
2015-02-23,19.791175842285156
2015-02-24,19.99229621887207
2015-02-25,19.955049514770508
2015-02-26,19.530473709106445
2015-02-27,19.50813102722168
2015-03-02,19.761383056640625
2015-03-03,19.657100677490234
2015-03-04,19.724143981933594
2015-03-05,19.984848022460938
2015-03-06,19.344253540039062
2015-03-09,19.433643341064453
2015-03-10,19.470888137817383
2015-03-11,19.500675201416016
2015-03-12,20.051883697509766
2015-03-13,19.709238052368164
2015-03-16,19.582612991333008
2015-03-17,19.247421264648438
2015-03-18,19.523025512695312
2015-03-19,19.567724227905273
2015-03-20,19.93270492553711
2015-03-23,19.82841682434082
2015-03-24,19.955049514770508
2015-03-25,19.46343994140625
2015-03-26,19.254865646362305
2015-03-27,19.523025512695312
2015-03-30,19.701791763305664
2015-03-31,19.88801383972168
2015-04-01,19.41874122619629
2015-04-02,19.82841682434082
2015-04-06,20.0146427154541
2015-04-07,19.582612991333008
2015-04-08,19.67230796813965
2015-04-09,19.664833068847656
2015-04-10,19.85915756225586
2015-04-13,19.76947021484375
2015-04-14,19.754520416259766
2015-04-15,19.814319610595703
2015-04-16,19.33596420288086
2015-04-17,19.171531677246094
2015-04-20,19.261213302612305
2015-04-21,19.694732666015625
2015-04-22,20.068443298339844
2015-04-23,19.58261489868164
2015-04-24,19.57513427734375
2015-04-27,19.649885177612305
2015-04-28,20.13570785522461
2015-04-29,20.016122817993164
2015-04-30,19.79936981201172
2015-05-01,20.285192489624023
2015-05-04,20.464576721191406
2015-05-05,20.00118064880371
2015-05-06,19.515348434448242
2015-05-07,19.724620819091797
2015-05-08,19.76947021484375
2015-05-11,19.896533966064453
2015-05-12,19.679780960083008
2015-05-13,19.79936981201172
2015-05-14,20.300146102905273
2015-05-15,20.031070709228516
2015-05-18,20.330045700073242
2015-05-19,20.756080627441406
2015-05-20,20.427200317382812
2015-05-21,20.785974502563477
2015-05-22,20.434677124023438
2015-05-26,20.322566986083984
2015-05-27,20.569223403930664
2015-05-28,20.621538162231445
2015-05-29,20.23287582397461
2015-06-01,20.44963264465332
2015-06-02,20.53185272216797
2015-06-03,20.74112892150879
2015-06-04,20.434677124023438
2015-06-05,20.494476318359375
2015-06-08,20.225404739379883
2015-06-09,20.389833450317383
2015-06-10,20.838293075561523
2015-06-11,20.868192672729492
2015-06-12,20.74112892150879
2015-06-15,20.501951217651367
2015-06-16,20.464576721191406
2015-06-17,20.516897201538086
2015-06-18,20.72617530822754
2015-06-19,20.711227416992188
2015-06-22,20.643962860107422
2015-06-23,20.569223403930664
2015-06-24,20.427200317382812
2015-06-25,20.48700523376465
2015-06-26,20.404787063598633
