Date,SWKS
2015-01-02,58.27964401245117
2015-01-05,57.333744049072266
2015-01-06,55.50555419921875
2015-01-07,56.41963577270508
2015-01-08,58.979103088378906
2015-01-09,58.883724212646484
2015-01-12,57.48477554321289
2015-01-13,57.8980712890625
2015-01-14,56.912452697753906
2015-01-15,56.69784164428711
2015-01-16,58.70090866088867
2015-01-20,60.060142517089844
2015-01-21,61.443214416503906
2015-01-22,63.05677032470703
2015-01-23,64.27293395996094
2015-01-26,65.56063079833984
2015-01-27,64.79753112792969
2015-01-28,65.04395294189453
2015-01-29,66.91984558105469
2015-01-30,66.01367950439453
2015-02-02,65.1949691772461
2015-02-03,65.49751281738281
2015-02-04,65.52140045166016
2015-02-05,64.80488586425781
2015-02-06,64.83670806884766
2015-02-09,62.95783996582031
2015-02-10,64.99594116210938
2015-02-11,65.56915283203125
2015-02-12,65.61692810058594
2015-02-13,65.16315460205078
2015-02-17,65.87169647216797
2015-02-18,65.72838592529297
2015-02-19,66.12644958496094
2015-02-20,67.11365509033203
2015-02-23,68.47502136230469
2015-02-24,70.20263671875
2015-02-25,69.84439849853516
2015-02-26,70.52108001708984
2015-02-27,69.86029052734375
2015-03-02,72.55120086669922
2015-03-03,70.6484375
2015-03-04,71.77896118164062
2015-03-05,72.8855972290039
2015-03-06,72.2486801147461
2015-03-09,73.33938598632812
2015-03-10,72.60692596435547
2015-03-11,73.40304565429688
2015-03-12,73.92850494384766
2015-03-13,73.9762954711914
2015-03-16,77.04932403564453
2015-03-17,77.47130584716797
2015-03-18,77.32001495361328
2015-03-19,79.27051544189453
2015-03-20,81.24492645263672
2015-03-23,81.01405334472656
2015-03-24,80.77520751953125
2015-03-25,76.08602905273438
2015-03-26,74.07183074951172
2015-03-27,78.68140411376953
2015-03-30,79.71634674072266
2015-03-31,78.2514877319336
2015-04-01,77.09709167480469
2015-04-02,76.83438110351562
2015-04-06,76.00641632080078
2015-04-07,77.04932403564453
2015-04-08,77.59867095947266
2015-04-09,79.48548126220703
2015-04-10,79.3262939453125
2015-04-13,78.48237609863281
2015-04-14,76.1417465209961
2015-04-15,76.61148071289062
2015-04-16,76.173583984375
2015-04-17,75.05903625488281
2015-04-20,75.57649230957031
2015-04-21,75.96661376953125
2015-04-22,77.0891342163086
2015-04-23,76.28504943847656
2015-04-24,74.3504409790039
2015-04-27,75.27396392822266
2015-04-28,75.27396392822266
2015-04-29,74.50967407226562
2015-04-30,73.44286346435547
2015-05-01,78.25946044921875
2015-05-04,78.90431213378906
2015-05-05,75.33766174316406
2015-05-06,75.2898941040039
2015-05-07,77.28020477294922
2015-05-08,77.78974151611328
2015-05-11,77.35187530517578
2015-05-12,77.1605453491211
2015-05-13,77.0489273071289
2015-05-14,78.5078125
2015-05-15,77.7743911743164
2015-05-18,82.13500213623047
2015-05-19,82.90034484863281
2015-05-20,82.70103454589844
2015-05-21,82.8206558227539
2015-05-22,83.4583740234375
2015-05-26,82.68509674072266
2015-05-27,86.59933471679688
2015-05-28,85.81805419921875
2015-05-29,87.18128204345703
2015-06-01,87.25301361083984
2015-06-02,86.19276428222656
2015-06-03,84.01640319824219
2015-06-04,84.19977569580078
2015-06-05,84.29542541503906
2015-06-08,81.56904602050781
2015-06-09,81.50526428222656
2015-06-10,84.13600158691406
2015-06-11,84.2077407836914
2015-06-12,83.6656494140625
2015-06-15,84.59040069580078
2015-06-16,84.76577758789062
2015-06-17,84.95712280273438
2015-06-18,87.675537109375
2015-06-19,87.85090637207031
2015-06-22,88.42489624023438
2015-06-23,87.91470336914062
2015-06-24,86.41596221923828
2015-06-25,87.58788299560547
2015-06-26,85.22016906738281
2015-06-29,81.34583282470703
2015-06-30,82.98804473876953
