date,FOXA
2015-01-02,36.525463668214
2015-01-05,35.782409321463
2015-01-06,35.338506724703
2015-01-07,34.079174357807
2015-01-08,34.43140141828
2015-01-09,34.14189972474
2015-01-12,34.14189972474
2015-01-13,33.900648313457
2015-01-14,33.640096789272
2015-01-15,33.379545265087
2015-01-16,33.717297240883
2015-01-20,32.921167583649
2015-01-21,32.723341426397
2015-01-22,33.350595095733
2015-01-23,33.090043571547
2015-01-26,33.33129498283
2015-01-27,32.96459283768
2015-01-28,32.385589450602
2015-01-29,32.670266115915
2015-01-30,31.999587192549
2015-02-02,32.588240636079
2015-02-03,33.394020349764
2015-02-04,33.447095660246
2015-02-05,31.652185160302
2015-02-06,32.404889563504
2015-02-09,32.858442216716
2015-02-10,33.25409453122
2015-02-11,33.596671535241
2015-02-12,33.205844248963
2015-02-13,33.500170970728
2015-02-17,33.833097918298
2015-02-18,33.447095660246
2015-02-19,33.582196450564
2015-02-20,34.06469927313
2015-02-23,34.127424640063
2015-02-24,34.006798934422
2015-02-25,33.678697015077
2015-02-26,33.596671535241
2015-02-27,33.77519757959
2015-03-02,33.924773454586
2015-03-03,34.392801192474
2015-03-04,33.746247410236
2015-03-05,33.649746845723
2015-03-06,33.287869728799
2015-03-09,33.649746845723
2015-03-10,33.233001709097
2015-03-11,33.136084235463
2015-03-12,33.509216508954
2015-03-13,32.971324530285
2015-03-16,33.291152193278
2015-03-17,32.825948319834
2015-03-18,33.843581792991
2015-03-19,33.397761414275
2015-03-20,34.211868192801
2015-03-23,34.454161876886
2015-03-24,33.988958003442
2015-03-25,33.203926467007
2015-03-26,32.893790551378
2015-03-27,32.661188614657
2015-03-30,33.203926467007
2015-03-31,32.796873077744
2015-04-01,32.544887646296
2015-04-02,32.990708025012
2015-04-06,33.378377919548
2015-04-07,33.189388845962
2015-04-08,33.073087877601
2015-04-09,33.300843940641
2015-04-10,33.281460445914
2015-04-13,33.010091519739
2015-04-14,33.058550256556
2015-04-15,32.990708025012
2015-04-16,32.947095161877
2015-04-17,32.399511435845
2015-04-20,32.893790551378
2015-04-21,32.903482298742
2015-04-22,32.990708025012
2015-04-23,33.286306319596
2015-04-24,33.58190461418
2015-04-27,33.446220151092
2015-04-28,33.465603645819
2015-04-29,33.552829372089
2015-04-30,33.029475014466
2015-05-01,33.436528403729
2015-05-04,33.407453161638
2015-05-05,32.874407056651
2015-05-06,32.64180511993
2015-05-07,31.769547857224
2015-05-08,31.779239604587
2015-05-11,31.779239604587
2015-05-12,31.599942278364
2015-05-13,31.905232320311
2015-05-14,32.302593962211
2015-05-15,32.942249288195
2015-05-18,32.64180511993
2015-05-19,33.300843940641
2015-05-20,33.494678887909
2015-05-21,33.543137624726
2015-05-22,33.194234719644
2015-05-26,32.903482298742
2015-05-27,33.102163119691
2015-05-28,32.913174046105
2015-05-29,32.564271141023
2015-06-01,32.544887646296
2015-06-02,32.375282067436
2015-06-03,32.598192256795
2015-06-04,32.535195898932
2015-06-05,32.273518720121
2015-06-08,32.050608530762
2015-06-09,31.793777225632
2015-06-10,31.943999309765
2015-06-11,31.885848825585
2015-06-12,31.687168004635
2015-06-15,31.459411941595
2015-06-16,31.265576994327
2015-06-17,31.682322130953
2015-06-18,32.002149793945
2015-06-19,31.895540572948
2015-06-22,32.24444347803
2015-06-23,32.389819688481
2015-06-24,31.963382804492
2015-06-25,31.943999309765
2015-06-26,31.924615815038
2015-06-29,31.299498110099
2015-06-30,31.541791794184
2015-07-01,31.595096404683
2015-07-02,31.362494467961
2015-07-06,31.566021162592
2015-07-07,31.67263038359
2015-07-08,31.226810004873
