Date,HSY
2015-01-02,79.25935363769531
2015-01-05,78.70146179199219
2015-01-06,78.96128845214844
2015-01-07,80.35221099853516
2015-01-08,81.90362548828125
2015-01-09,81.32279205322266
2015-01-12,80.57381439208984
2015-01-13,81.52149200439453
2015-01-14,81.7889404296875
2015-01-15,82.88948822021484
2015-01-16,84.5708236694336
2015-01-20,84.35680389404297
2015-01-21,84.21926879882812
2015-01-22,84.66252899169922
2015-01-23,83.01176452636719
2015-01-26,83.55435943603516
2015-01-27,83.43973541259766
2015-01-28,82.2933578491211
2015-01-29,78.9383544921875
2015-01-30,78.11296081542969
2015-02-02,79.52679443359375
2015-02-03,80.01595306396484
2015-02-04,80.78018188476562
2015-02-05,80.8642578125
2015-02-06,80.65026092529297
2015-02-09,80.20699310302734
2015-02-10,80.9177474975586
2015-02-11,81.13936614990234
2015-02-12,81.51383972167969
2015-02-13,81.02474212646484
2015-02-17,80.9406967163086
2015-02-18,81.7354965209961
2015-02-19,80.9712142944336
2015-02-20,81.95714569091797
2015-02-23,81.39257049560547
2015-02-24,81.2159194946289
2015-02-25,80.13294982910156
2015-02-26,79.59526062011719
2015-02-27,79.71050262451172
2015-03-02,78.85025787353516
2015-03-03,78.76576232910156
2015-03-04,77.98233795166016
2015-03-05,78.61217498779297
2015-03-06,76.53837585449219
2015-03-09,76.81485748291016
2015-03-10,75.67041778564453
2015-03-11,76.13126373291016
2015-03-12,77.26802062988281
2015-03-13,76.71501159667969
2015-03-16,77.46772766113281
2015-03-17,76.86095428466797
2015-03-18,77.65974426269531
2015-03-19,77.22959899902344
2015-03-20,78.41246795654297
2015-03-23,78.18203735351562
2015-03-24,77.27570343017578
2015-03-25,78.10520935058594
2015-03-26,77.58294677734375
2015-03-27,78.25883483886719
2015-03-30,78.6736068725586
2015-03-31,77.50611877441406
2015-04-01,77.49076843261719
2015-04-02,77.38323974609375
2015-04-06,77.95929718017578
2015-04-07,78.14362335205078
2015-04-08,77.2373046875
2015-04-09,77.37553405761719
2015-04-10,76.87630462646484
2015-04-13,76.39242553710938
2015-04-14,77.57526397705078
2015-04-15,77.30642700195312
2015-04-16,77.8978500366211
2015-04-17,77.01457214355469
