Date,EBAY
2015-01-02,20.98406219482422
2015-01-05,20.80860710144043
2015-01-06,20.539817810058594
2015-01-07,20.5062198638916
2015-01-08,21.058731079101562
2015-01-09,20.767541885375977
2015-01-12,20.607013702392578
2015-01-13,20.580886840820312
2015-01-14,20.170236587524414
2015-01-15,19.79318618774414
2015-01-16,20.0321044921875
2015-01-20,20.03957748413086
2015-01-21,19.927576065063477
2015-01-22,21.33498191833496
2015-01-23,21.18938446044922
2015-01-26,20.928068161010742
2015-01-27,20.416622161865234
2015-01-28,20.099306106567383
2015-01-29,20.144100189208984
2015-01-30,19.785720825195312
2015-02-02,20.0507755279541
2015-02-03,20.252365112304688
2015-02-04,20.0507755279541
2015-02-05,20.26729965209961
2015-02-06,20.34568977355957
2015-02-09,20.28223419189453
2015-02-10,20.63314437866211
2015-02-11,20.584619522094727
2015-02-12,20.435293197631836
2015-02-13,21.081125259399414
2015-02-17,21.062454223632812
2015-02-18,21.241649627685547
2015-02-19,21.521638870239258
2015-02-20,21.65976333618164
2015-02-23,21.67843246459961
2015-02-24,21.8016300201416
2015-02-25,21.782955169677734
2015-02-26,21.85388946533203
2015-02-27,21.618701934814453
2015-03-02,21.794158935546875
2015-03-03,21.749359130859375
2015-03-04,21.76802635192871
2015-03-05,22.05548095703125
2015-03-06,22.35039520263672
2015-03-09,22.70131492614746
2015-03-10,22.1040096282959
2015-03-11,22.27946662902832
2015-03-12,22.178678512573242
2015-03-13,22.05174446105957
2015-03-16,22.238405227661133
2015-03-17,22.20853614807129
2015-03-18,21.812824249267578
2015-03-19,21.607498168945312
2015-03-20,21.62616539001465
2015-03-23,21.883756637573242
2015-03-24,22.21600341796875
2015-03-25,21.674699783325195
2015-03-26,21.473106384277344
2015-03-27,21.514169692993164
2015-03-30,21.62616539001465
2015-03-31,21.532840728759766
2015-04-01,21.327518463134766
2015-04-02,21.245380401611328
2015-04-06,21.2117862701416
2015-04-07,21.308849334716797
2015-04-08,21.320049285888672
2015-04-09,21.282716751098633
2015-04-10,21.405908584594727
2015-04-13,21.256580352783203
2015-04-14,21.26032066345215
2015-04-15,21.286449432373047
2015-04-16,21.293916702270508
2015-04-17,20.8272705078125
2015-04-20,20.931800842285156
2015-04-21,21.062454223632812
2015-04-22,21.185651779174805
2015-04-23,21.98455047607422
2015-04-24,22.10027503967285
2015-04-27,22.059213638305664
2015-04-28,22.20480728149414
2015-04-29,21.98081398010254
2015-04-30,21.749359130859375
2015-05-01,22.137609481811523
2015-05-04,22.066679000854492
2015-05-05,21.629898071289062
2015-05-06,21.4619083404541
2015-05-07,21.63736343383789
2015-05-08,21.958412170410156
2015-05-11,21.779224395751953
2015-05-12,21.7642879486084
2015-05-13,21.954683303833008
2015-05-14,22.436264038085938
2015-05-15,22.178678512573242
2015-05-18,22.19734001159668
2015-05-19,22.11894989013672
2015-05-20,22.081605911254883
2015-05-21,22.30186653137207
2015-05-22,22.294401168823242
2015-05-26,21.924821853637695
2015-05-27,22.1674747467041
2015-05-28,22.607986450195312
2015-05-29,22.906635284423828
2015-06-01,23.354618072509766
2015-06-02,23.145559310913086
2015-06-03,23.1492919921875
2015-06-04,23.328487396240234
2015-06-05,23.604740142822266
2015-06-08,22.716249465942383
2015-06-09,22.551984786987305
2015-06-10,22.574384689331055
2015-06-11,22.566917419433594
2015-06-12,22.406391143798828
2015-06-15,22.398927688598633
2015-06-16,22.593053817749023
2015-06-17,22.6042537689209
2015-06-18,22.656513214111328
2015-06-19,22.835710525512695
2015-06-22,23.052234649658203
2015-06-23,23.119430541992188
2015-06-24,22.99996566772461
2015-06-25,22.996232986450195
2015-06-26,22.78717041015625
2015-06-29,22.163740158081055
2015-06-30,22.488529205322266
2015-07-01,22.55945587158203
2015-07-02,23.089563369750977
2015-07-06,23.055965423583984
2015-07-07,23.138092041015625
2015-07-08,22.768512725830078
2015-07-09,23.0596981048584
2015-07-10,23.2836856842041
2015-07-13,23.694332122802734
2015-07-14,23.739133834838867
2015-07-15,23.683134078979492
2015-07-16,24.485763549804688
2015-07-17,24.747085571289062
2015-07-20,25.341516494750977
2015-07-21,25.36812973022461
2015-07-22,25.23508071899414
2015-07-23,25.217336654663086
2015-07-24,25.039941787719727
2015-07-27,24.835933685302734
2015-07-28,25.128646850585938
2015-07-29,25.501178741455078
2015-07-30,25.16412353515625
2015-07-31,24.942371368408203
2015-08-03,25.128646850585938
2015-08-04,25.199596405029297
2015-08-05,25.332651138305664
2015-08-06,24.977855682373047
2015-08-07,25.323781967163086
2015-08-10,25.42135238647461
2015-08-11,24.960111618041992
2015-08-12,24.844802856445312
2015-08-13,24.827068328857422
2015-08-14,25.066553115844727
2015-08-17,25.093162536621094
2015-08-18,24.631925582885742
2015-08-19,24.330341339111328
2015-08-20,23.52318000793457
2015-08-21,22.85793113708496
2015-08-24,22.112855911254883
2015-08-25,22.378942489624023
2015-08-26,23.212730407714844
2015-08-27,24.037635803222656
2015-08-28,24.170684814453125
2015-08-31,24.0465087890625
2015-09-01,23.487695693969727
2015-09-02,23.8336238861084
2015-09-03,23.984413146972656
2015-09-04,23.487695693969727
2015-09-08,23.381258010864258
2015-09-09,23.239337921142578
2015-09-10,23.19498634338379
2015-09-11,23.34577751159668
2015-09-14,22.840187072753906
2015-09-15,23.044198989868164
2015-09-16,23.71831512451172
2015-09-17,23.301429748535156
2015-09-18,23.07967758178711
2015-09-21,22.990976333618164
2015-09-22,22.71600914001465
2015-09-23,22.698270797729492
2015-09-24,22.71600914001465
2015-09-25,22.467649459838867
2015-09-28,21.412124633789062
2015-09-29,21.358901977539062
2015-09-30,21.678224563598633
2015-10-01,22.09510612487793
2015-10-02,22.645050048828125
2015-10-05,22.83131980895996
2015-10-06,22.77809715270996
2015-10-07,22.77809715270996
2015-10-08,21.420988082885742
2015-10-09,21.55404281616211
2015-10-12,21.784664154052734
2015-10-13,21.837879180908203
2015-10-14,21.28793716430664
2015-10-15,21.740312576293945
2015-10-16,21.77579116821289
2015-10-19,21.784664154052734
2015-10-20,21.660476684570312
2015-10-21,21.474210739135742
2015-10-22,24.46339225769043
2015-10-23,24.977855682373047
2015-10-26,24.98672103881836
2015-10-27,25.16412353515625
2015-10-28,25.05768394470215
2015-10-29,24.995594024658203
2015-10-30,24.747228622436523
2015-11-02,25.279430389404297
2015-11-03,25.634225845336914
2015-11-04,25.989028930664062
2015-11-05,25.989028930664062
2015-11-06,26.07773208618164
2015-11-09,25.882591247558594
2015-11-10,25.847116470336914
2015-11-11,25.67858123779297
2015-11-12,25.332651138305664
2015-11-13,25.004457473754883
2015-11-16,25.26169204711914
2015-11-17,25.23508071899414
2015-11-18,25.501178741455078
2015-11-19,25.518924713134766
2015-11-20,25.776147842407227
2015-11-23,25.581012725830078
2015-11-24,25.722932815551758
2015-11-25,25.722932815551758
2015-11-27,25.811626434326172
2015-11-30,26.246261596679688
2015-12-01,25.767276763916016
2015-12-02,25.696319580078125
2015-12-03,25.35926055908203
2015-12-04,26.033382415771484
2015-12-07,25.767276763916016
2015-12-08,25.53666114807129
2015-12-09,25.13751220703125
2015-12-10,25.341516494750977
2015-12-11,24.809328079223633
2015-12-14,24.871417999267578
2015-12-15,25.11090087890625
2015-12-16,25.341516494750977
2015-12-17,24.880281448364258
2015-12-18,24.356952667236328
2015-12-21,24.47226333618164
