date,AAL
2015-06-04,40.1150442006
2015-06-05,39.6869728254
2015-06-08,37.9176111415
2015-06-09,38.3599515625
2015-06-10,38.4598348833
2015-06-11,38.0698142971
2015-06-12,38.721434057
2015-06-15,38.1173777832
2015-06-16,37.5561286469
2015-06-17,37.9366365359
2015-06-18,38.0270071596
2015-06-19,39.5347696698
2015-06-22,40.933136162
2015-06-23,40.6429988966
2015-06-24,40.1816330812
2015-06-25,40.1816330812
2015-06-26,39.4206173031
2015-06-29,37.812971472
2015-06-30,37.9889563707
2015-07-01,36.9092652355
2015-07-02,37.1280572717
2015-07-06,37.7939460775
2015-07-07,38.6928959654
2015-07-08,37.3944127941
2015-07-09,37.7368698942
2015-07-10,39.2018252669
2015-07-13,40.3528616312
2015-07-14,40.0104045311
2015-07-15,39.5157442754
2015-07-16,39.373053817
2015-07-17,39.3825665142
2015-07-20,38.57398725
2015-07-21,38.9069316529
2015-07-22,39.4111046059
2015-07-23,40.5336028785
2015-07-24,37.6988191053
2015-07-27,38.1839666638
2015-07-28,39.163774478
2015-07-29,38.7452158001
2015-07-30,38.3076317277
2015-07-31,38.1459158749
2015-08-03,39.6774601282
2015-08-04,40.6572679425
2015-08-05,40.8665472814
2015-08-06,40.2196838701
2015-08-07,39.5617516304
2015-08-10,39.7429213775
2015-08-11,40.7155168623
2015-08-12,40.543882365
2015-08-13,40.6869111128
2015-08-14,40.8871513596
2015-08-17,41.9074230936
2015-08-18,41.6022950984
2015-08-19,41.5069425999
2015-08-20,40.0289788731
2015-08-21,37.9026181564
2015-08-24,35.8716099382
2015-08-25,35.75718694
2015-08-26,37.0444456698
2015-08-27,37.2160801671
2015-08-28,36.8251349232
2015-08-31,37.1684039179
2015-09-01,37.3781794146
2015-09-02,39.5808221301
2015-09-03,38.9896366393
2015-09-04,38.7131143937
2015-09-08,38.9038193907
2015-09-09,39.0945243877
2015-09-10,39.2947646346
2015-09-11,40.1910781205
2015-09-14,40.3245716184
2015-09-15,40.6583053632
2015-09-16,41.0587858569
2015-09-17,41.945564093
2015-09-18,41.4688016005
2015-09-21,41.2208851044
2015-09-22,39.2756941349
2015-09-23,39.3233703841
2015-09-24,38.3793806489
2015-09-25,38.369845399
2015-09-28,37.2637564164
2015-09-29,37.3591089149
2015-09-30,37.0253751701
2015-10-01,37.3781794146
2015-10-02,36.8346701731
2015-10-05,38.3221691498
2015-10-06,36.3579076806
2015-10-07,37.4830671629
2015-10-08,37.8930829065
2015-10-09,40.4485298665
2015-10-12,41.8025353453
2015-10-13,41.3925196017
2015-10-14,41.7643943459
2015-10-15,42.393720836
2015-10-16,41.6785770972
2015-10-19,42.3841855862
2015-10-20,42.7083840811
2015-10-21,42.2506920883
2015-10-22,43.8526140632
2015-10-23,43.547486068
2015-10-26,44.310306056
2015-10-27,44.3007708062
2015-10-28,43.7286558151
2015-10-29,43.7286558151
2015-10-30,44.0719248097
2015-11-02,44.310306056
2015-11-03,44.4342643041
2015-11-04,43.6029135526
2015-11-05,43.5742462853
2015-11-06,43.3257966354
2015-11-09,42.6664494877
2015-11-10,42.5135573954
2015-11-11,42.4179998378
2015-11-12,41.9497678053
2015-11-13,41.519758796
2015-11-16,40.9273019386
2015-11-17,40.4208468831
2015-11-18,39.895280316
2015-11-19,40.4208468831
2015-11-20,40.3252893254
2015-11-23,40.4208468831
2015-11-24,39.3983810163
2015-11-25,39.4748270624
2015-11-27,39.8379457814
2015-11-30,39.4270482836
2015-12-01,41.3381994364
2015-12-02,41.8733217592
2015-12-03,41.3477551922
2015-12-04,42.9722336721
2015-12-07,43.746249889
2015-12-08,42.57089193
2015-12-09,41.7108739112
2015-12-10,42.1313271649
2015-12-11,40.220176012
2015-12-14,39.9143918275
2015-12-15,40.7027416781
2015-12-16,41.2808649018
2015-12-17,40.5737389753
2015-12-18,39.2646004356
2015-12-21,40.5164044407
2015-12-22,40.989414351
2015-12-23,41.3668667037
2015-12-24,41.8637660035
2015-12-28,41.3095321691
2015-12-29,41.5675375748
2015-12-30,40.8986346713
2015-12-31,40.4686256619
