date,VIAB
2015-06-12,62.082171890498
2015-06-15,61.754931526618
2015-06-16,62.474860327155
2015-06-17,62.530958675249
2015-06-18,63.054543257458
2015-06-19,63.213488577057
2015-06-22,63.802521232042
2015-06-23,63.129341054917
2015-06-24,62.400062529697
2015-06-25,62.138270238592
2015-06-26,62.110221064545
2015-06-29,60.202877229355
2015-06-30,60.436620346413
2015-07-01,60.408571172366
2015-07-02,60.025232460392
2015-07-06,59.12765889089
2015-07-07,58.950014121927
2015-07-08,57.192265881654
2015-07-09,57.369910650617
2015-07-10,57.781298536639
2015-07-13,58.4357792644
2015-07-14,57.697151014498
2015-07-15,57.267063679112
2015-07-16,57.771948811956
2015-07-17,56.827626619044
2015-07-20,56.145096717235
2015-07-21,55.845905527402
2015-07-22,54.611741869338
2015-07-23,54.443446825056
2015-07-24,52.741796932877
2015-07-27,52.723097483512
2015-07-28,53.003589223981
2015-07-29,52.919441701841
2015-07-30,52.695048309465
2015-07-31,53.293430689133
2015-08-03,52.489354366455
2015-08-04,51.98446923361
2015-08-05,48.066934591725
2015-08-06,41.232285848961
2015-08-07,42.513198130436
2015-08-10,43.962405456193
2015-08-11,43.008733538598
2015-08-12,43.05548216201
2015-08-13,42.774990421541
2015-08-14,40.830247687622
2015-08-17,41.288384197054
2015-08-18,40.428209526282
2015-08-19,40.325362554777
2015-08-20,37.791587165873
2015-08-21,37.277352308346
2015-08-24,35.66919966299
2015-08-25,36.071237824329
2015-08-26,36.099286998376
2015-08-27,36.697669378043
2015-08-28,38.249723675306
2015-08-31,38.118827529753
2015-09-01,37.763537991826
2015-09-02,39.025750823937
2015-09-03,40.344062004142
2015-09-04,40.521706773105
2015-09-08,41.157488051502
2015-09-09,41.437979791971
2015-09-10,41.793269329899
2015-09-11,41.774569880534
2015-09-14,41.331163199327
2015-09-15,41.906648466426
2015-09-16,42.878369491199
2015-09-17,42.699119981775
2015-09-18,43.095355739449
2015-09-21,42.340620962926
2015-09-22,41.642491294643
2015-09-23,41.142479505196
2015-09-24,41.13304532049
2015-09-25,41.057571842838
2015-09-28,40.774546301642
2015-09-29,40.406613098087
2015-09-30,40.689638639283
2015-10-01,40.406613098087
2015-10-02,41.821740804067
2015-10-05,42.887803675905
2015-10-06,44.142550241874
2015-10-07,44.765206432506
2015-10-08,45.208613113713
2015-10-09,44.793508986625
2015-10-12,43.868958885385
2015-10-13,43.887827254798
2015-10-14,44.416141598364
2015-10-15,46.453925494975
2015-10-16,46.935068915009
2015-10-19,46.133163214953
2015-10-20,46.538833157334
2015-10-21,45.774664196105
2015-10-22,46.840727067943
2015-10-23,47.491685812694
2015-10-26,46.925634730302
2015-10-27,46.274675985551
2015-10-28,46.840727067943
2015-10-29,46.425622940856
2015-10-30,46.519964787921
2015-11-02,47.840750646836
2015-11-03,48.387933359815
2015-11-04,45.208613113713
2015-11-05,44.133116057168
2015-11-06,45.010495234876
2015-11-09,45.076534527821
2015-11-10,45.661453979626
2015-11-11,46.557701526747
2015-11-12,46.972805653835
2015-11-13,47.161489347965
2015-11-16,49.029457919859
2015-11-17,48.095473633912
2015-11-18,50.104954976404
2015-11-19,49.255878352816
2015-11-20,49.727587588143
2015-11-23,47.972829232727
2015-11-24,48.029434340967
2015-11-25,49.387956938707
2015-11-27,48.26528895863
2015-11-30,46.972805653835
2015-12-01,46.878463806769
2015-12-02,44.953890126636
2015-12-03,44.085945133635
2015-12-04,43.604801713602
2015-12-07,44.48218089131
2015-12-08,42.180239822915
2015-12-09,41.482110154632
2015-12-10,41.444373415806
2015-12-11,39.614141582738
2015-12-14,38.804523396988
2015-12-15,39.033121472965
2015-12-16,39.537942224079
2015-12-17,37.909180932747
2015-12-18,37.204336865154
2015-12-21,37.356735582471
2015-12-22,38.842623076318
2015-12-23,39.223619869612
2015-12-24,39.156945430785
2015-12-28,39.214094949779
2015-12-29,39.366493667097
2015-12-30,38.918822434976
2015-12-31,39.204570029947
