Date,WYNN
2015-01-02,125.7314224243164
2015-01-05,123.59154510498047
2015-01-06,120.95520782470703
2015-01-07,124.50743865966797
2015-01-08,126.00540161132812
2015-01-09,127.58031463623047
2015-01-12,127.07532501220703
2015-01-13,128.23085021972656
2015-01-14,127.19511413574219
2015-01-15,126.38201141357422
2015-01-16,125.8170166015625
2015-01-20,121.57148742675781
2015-01-21,122.30763244628906
2015-01-22,126.02249145507812
2015-01-23,124.97823333740234
2015-01-26,133.3837127685547
2015-01-27,132.70745849609375
2015-01-28,131.3722381591797
2015-01-29,130.9357147216797
2015-01-30,126.63875579833984
2015-02-02,128.17095947265625
2015-02-03,133.3580322265625
2015-02-04,125.06380462646484
2015-02-05,125.5174331665039
2015-02-06,125.17510223388672
2015-02-09,127.06672668457031
2015-02-10,132.3737030029297
2015-02-11,130.72283935546875
2015-02-12,133.730712890625
2015-02-13,137.7239532470703
2015-02-17,135.7013702392578
2015-02-18,137.01519775390625
2015-02-19,137.05838012695312
2015-02-20,136.97190856933594
2015-02-23,133.3936309814453
2015-02-24,127.05799865722656
2015-02-25,123.64385986328125
2015-02-26,123.4018325805664
2015-02-27,123.1684799194336
2015-03-02,123.10801696777344
2015-03-03,121.06812286376953
2015-03-04,119.98768615722656
2015-03-05,120.14325714111328
2015-03-06,118.41458892822266
2015-03-09,114.81892395019531
2015-03-10,111.94068908691406
2015-03-11,109.45137786865234
2015-03-12,109.18345642089844
2015-03-13,109.83172607421875
2015-03-16,108.60433959960938
2015-03-17,107.67948150634766
2015-03-18,106.24467468261719
2015-03-19,112.45929718017578
2015-03-20,112.34691619873047
2015-03-23,114.12747192382812
2015-03-24,111.93206787109375
2015-03-25,111.69001007080078
2015-03-26,109.65018463134766
2015-03-27,109.1229476928711
2015-03-30,110.16880798339844
2015-03-31,108.80311584472656
2015-04-01,108.5006332397461
2015-04-02,111.8456039428711
2015-04-06,112.98652648925781
2015-04-07,110.53180694580078
2015-04-08,111.74188232421875
2015-04-09,118.09477996826172
2015-04-10,117.56755065917969
2015-04-13,115.4758529663086
2015-04-14,110.22926330566406
2015-04-15,112.38150024414062
2015-04-16,110.07369995117188
