Date,PPG
2015-01-02,93.20613098144531
2015-01-05,90.80081939697266
2015-01-06,90.57731628417969
2015-01-07,90.97960662841797
2015-01-08,93.4011459350586
2015-01-09,92.21880340576172
2015-01-12,91.92626953125
2015-01-13,92.2269287109375
2015-01-14,92.21880340576172
2015-01-15,91.90594482421875
2015-01-16,93.60430145263672
2015-01-20,92.70231628417969
2015-01-21,92.64946746826172
2015-01-22,93.99842834472656
2015-01-23,92.56009674072266
2015-01-26,92.56416320800781
2015-01-27,91.80845642089844
2015-01-28,90.09381866455078
2015-01-29,91.70687103271484
2015-01-30,90.55702209472656
2015-02-02,90.90238952636719
2015-02-03,92.19039916992188
2015-02-04,92.4138412475586
2015-02-05,93.60025024414062
2015-02-06,93.7993392944336
2015-02-09,92.15785217285156
2015-02-10,92.73482513427734
2015-02-11,92.72669982910156
2015-02-12,94.68098449707031
2015-02-13,96.2005844116211
2015-02-17,95.8268051147461
2015-02-18,96.2586898803711
2015-02-19,95.95721435546875
2015-02-20,96.42167663574219
2015-02-23,96.36055755615234
2015-02-24,96.47465515136719
2015-02-25,96.02643585205078
2015-02-26,96.09571075439453
2015-02-27,95.9083023071289
2015-03-02,96.85359191894531
2015-03-03,95.5660171508789
2015-03-04,95.89197540283203
2015-03-05,95.93682861328125
2015-03-06,94.51882934570312
2015-03-09,94.64924621582031
2015-03-10,92.76675415039062
2015-03-11,91.75215148925781
2015-03-12,93.59387969970703
2015-03-13,92.86455535888672
2015-03-16,93.74874877929688
2015-03-17,92.5997314453125
2015-03-18,93.56945037841797
2015-03-19,92.15557098388672
2015-03-20,93.3331298828125
2015-03-23,92.26151275634766
2015-03-24,91.87849426269531
2015-03-25,90.64387512207031
2015-03-26,90.17121887207031
2015-03-27,90.8476333618164
2015-03-30,91.47100830078125
2015-03-31,91.89884185791016
2015-04-01,91.45877838134766
2015-04-02,91.10023498535156
2015-04-06,91.36099243164062
2015-04-07,91.6380844116211
2015-04-08,92.13927459716797
2015-04-09,93.03977966308594
2015-04-10,93.51240539550781
2015-04-13,93.54907989501953
2015-04-14,92.88494110107422
2015-04-15,92.603759765625
2015-04-16,92.39191436767578
2015-04-17,92.33483123779297
2015-04-20,92.77084350585938
2015-04-21,92.51412963867188
2015-04-22,92.249267578125
2015-04-23,92.03739166259766
2015-04-24,90.99022674560547
2015-04-27,89.98787689208984
2015-04-28,89.95120239257812
2015-04-29,90.52571105957031
2015-04-30,90.27713775634766
2015-05-01,91.4954833984375
2015-05-04,91.69104766845703
2015-05-05,90.28530883789062
2015-05-06,90.47683715820312
2015-05-07,91.94026184082031
2015-05-08,93.63265991210938
2015-05-11,92.92952728271484
2015-05-12,91.76858520507812
2015-05-13,92.14057159423828
2015-05-14,93.53043365478516
2015-05-15,94.71592712402344
2015-05-18,94.40116119384766
2015-05-19,94.01689910888672
2015-05-20,93.58357238769531
2015-05-21,93.70623016357422
2015-05-22,93.68987274169922
2015-05-26,92.68017578125
2015-05-27,93.66944122314453
2015-05-28,93.94743347167969
2015-05-29,93.56725311279297
2015-06-01,93.6244888305664
2015-06-02,93.30561828613281
2015-06-03,94.01689910888672
2015-06-04,93.51821899414062
2015-06-05,93.46096801757812
2015-06-08,93.24432373046875
2015-06-09,93.71441650390625
2015-06-10,94.78952026367188
2015-06-11,95.65204620361328
2015-06-12,95.34955596923828
2015-06-15,94.37255859375
2015-06-16,94.83857727050781
2015-06-17,95.38633728027344
2015-06-18,96.3183822631836
2015-06-19,95.90145111083984
2015-06-22,96.6126937866211
2015-06-23,96.7108383178711
2015-06-24,96.44917297363281
2015-06-25,96.26116180419922
2015-06-26,96.48189544677734
2015-06-29,94.00465393066406
2015-06-30,93.79207611083984
2015-07-01,95.24736022949219
2015-07-02,94.76499938964844
2015-07-06,94.10273742675781
2015-07-07,94.070068359375
2015-07-08,92.46759796142578
2015-07-09,92.09154510498047
2015-07-10,93.93923950195312
2015-07-13,95.27188873291016
2015-07-14,96.15489196777344
2015-07-15,95.63980102539062
2015-07-16,91.4211196899414
2015-07-17,91.40479278564453
2015-07-20,90.62805938720703
2015-07-21,88.46966552734375
2015-07-22,88.3715591430664
2015-07-23,86.36034393310547
2015-07-24,84.41448211669922
2015-07-27,83.71138000488281
2015-07-28,87.41499328613281
2015-07-29,88.76399993896484
2015-07-30,88.7231216430664
2015-07-31,88.60868072509766
2015-08-03,88.19171142578125
2015-08-04,87.1043472290039
2015-08-05,87.14520263671875
2015-08-06,86.30846405029297
2015-08-07,85.2502212524414
2015-08-10,87.45691680908203
2015-08-11,85.65219116210938
2015-08-12,85.3404541015625
2015-08-13,84.92205810546875
2015-08-14,85.89009857177734
2015-08-17,85.52909851074219
2015-08-18,85.78343963623047
2015-08-19,84.08531188964844
2015-08-20,81.92782592773438
2015-08-21,79.74571228027344
2015-08-24,75.68500518798828
2015-08-25,74.6923599243164
2015-08-26,76.37409210205078
2015-08-27,78.08863067626953
2015-08-28,78.84331512451172
2015-08-31,78.170654296875
2015-09-01,74.93846893310547
2015-09-02,76.72679901123047
2015-09-03,77.0959701538086
2015-09-04,76.54637145996094
2015-09-08,79.08122253417969
2015-09-09,78.83511352539062
2015-09-10,79.2780990600586
2015-09-11,79.34374237060547
2015-09-14,77.24364471435547
2015-09-15,77.34208679199219
2015-09-16,77.99015045166016
2015-09-17,77.48973083496094
2015-09-18,76.44792175292969
2015-09-21,76.66119384765625
2015-09-22,75.15998077392578
2015-09-23,73.78179931640625
2015-09-24,72.28055572509766
2015-09-25,72.46922302246094
2015-09-28,69.32731628417969
2015-09-29,70.50861358642578
2015-09-30,71.93603515625
2015-10-01,73.93765258789062
2015-10-02,76.01311492919922
2015-10-05,77.59637451171875
2015-10-06,76.62017059326172
2015-10-07,77.36669921875
2015-10-08,78.56439971923828
2015-10-09,78.72846221923828
2015-10-12,79.85234069824219
2015-10-13,79.7210922241211
2015-10-14,79.83595275878906
2015-10-15,81.42740631103516
2015-10-16,82.64151763916016
2015-10-19,83.0024642944336
2015-10-20,83.16654968261719
2015-10-21,82.55946350097656
2015-10-22,85.00410461425781
2015-10-23,85.30760955810547
2015-10-26,85.25840759277344
2015-10-27,84.43807983398438
2015-10-28,85.58655548095703
2015-10-29,85.54553985595703
2015-10-30,85.52909851074219
2015-11-02,85.31582641601562
2015-11-03,85.47171783447266
2015-11-04,85.20099639892578
2015-11-05,84.66775512695312
2015-11-06,84.79125213623047
2015-11-09,83.74575805664062
2015-11-10,83.24360656738281
2015-11-11,83.64698791503906
2015-11-12,81.67125701904297
2015-11-13,83.00489044189453
2015-11-16,83.92686462402344
2015-11-17,83.72929382324219
2015-11-18,85.80381774902344
2015-11-19,85.09585571289062
2015-11-20,86.1248550415039
2015-11-23,86.8246078491211
2015-11-24,86.8410415649414
2015-11-25,87.63957977294922
2015-11-27,87.43378448486328
2015-11-30,87.0468521118164
2015-12-01,87.88652801513672
2015-12-02,86.71757507324219
2015-12-03,85.86141967773438
2015-12-04,87.22795104980469
2015-12-07,86.42945098876953
2015-12-08,84.58541870117188
2015-12-09,83.59760284423828
2015-12-10,83.04603576660156
2015-12-11,81.27610778808594
2015-12-14,80.45291900634766
2015-12-15,81.1279525756836
2015-12-16,82.50270080566406
2015-12-17,80.87273406982422
2015-12-18,79.26746368408203
2015-12-21,80.04129791259766
2015-12-22,81.30081176757812
2015-12-23,82.51921081542969
2015-12-24,82.64264678955078
2015-12-28,82.2392807006836
2015-12-29,82.799072265625
2015-12-30,82.13225555419922
2015-12-31,81.35021209716797
