date,XL
2015-07-02,35.91199285814
2015-07-06,35.864427304686
2015-07-07,36.007123965049
2015-07-08,35.540981541195
2015-07-09,35.560007762577
2015-07-10,36.111768182649
2015-07-13,36.283004175085
2015-07-14,36.511318831667
2015-07-15,36.43521394614
2015-07-16,36.378135281994
2015-07-17,36.206899289558
2015-07-20,36.092741961267
2015-07-21,35.921505968831
2015-07-22,35.950045300904
2015-07-23,35.931019079522
2015-07-24,35.940532190213
2015-07-27,36.035663297122
2015-07-28,36.026150186431
2015-07-29,36.111768182649
2015-07-30,36.530345053049
2015-07-31,36.168846846795
2015-08-03,36.33056972854
2015-08-04,36.787199041703
2015-08-05,36.96794814483
2015-08-06,36.958435034139
2015-08-07,37.07259236243
2015-08-10,37.415064347302
2015-08-11,37.767049442865
2015-08-12,37.681431446647
2015-08-13,37.776562553556
2015-08-14,38.223678756029
2015-08-17,38.366375416392
2015-08-18,38.318809862938
2015-08-19,37.786075664247
2015-08-20,37.196262801412
2015-08-21,36.302030396467
2015-08-24,34.998734231814
2015-08-25,34.856037571451
2015-08-26,35.398284880832
2015-08-27,36.321056617849
2015-08-28,35.826374861922
2015-08-31,35.474389766359
2015-09-01,34.53259180796
2015-09-02,35.284127552541
2015-09-03,35.48390287705
2015-09-04,34.770419575233
2015-09-08,35.369745548759
2015-09-09,35.027273563887
2015-09-10,35.017760453196
2015-09-11,35.37925865945
2015-09-14,35.407952299888
2015-09-15,35.934002374575
2015-09-16,36.125293310825
2015-09-17,36.087035123575
2015-09-18,35.513162314825
2015-09-21,35.780969625575
2015-09-22,35.207096816825
2015-09-23,35.245355004075
2015-09-24,34.948854052887
2015-09-25,35.130580442325
2015-09-28,34.441933071825
2015-09-29,34.661917648512
2015-09-30,34.738434023012
2015-10-01,34.432368525012
2015-10-02,34.709740382575
2015-10-05,34.747998569825
2015-10-06,34.489755805887
2015-10-07,35.015805880575
2015-10-08,35.45577503395
2015-10-09,35.37925865945
2015-10-12,35.522726861638
2015-10-13,35.1114513487
2015-10-14,34.518449446325
2015-10-15,34.967983146512
2015-10-16,35.207096816825
2015-10-19,35.694888704263
2015-10-20,36.45048790245
2015-10-21,36.517439730138
2015-10-22,37.206087100638
2015-10-23,37.196522553826
2015-10-26,37.033925258013
2015-10-27,36.460052449263
2015-10-28,36.813940681326
2015-10-29,36.651343385513
2015-10-30,36.421794262013
2015-11-02,36.546133370575
2015-11-03,36.479181542888
2015-11-04,36.048776936325
2015-11-05,35.934002374575
2015-11-06,35.962696015013
2015-11-09,35.733146891513
2015-11-10,35.91487328095
2015-11-11,36.039212389513
2015-11-12,35.522726861638
2015-11-13,35.159274082762
2015-11-16,35.599243236138
2015-11-17,35.30274228495
2015-11-18,35.771405078763
2015-11-19,36.421794262013
2015-11-20,36.718295213201
2015-11-23,36.546133370575
2015-11-24,36.517439730138
2015-11-25,36.192245138513
2015-11-27,36.364406981138
2015-11-30,36.517439730138
2015-12-01,37.072183445263
2015-12-02,36.928715243076
2015-12-03,36.622649745075
2015-12-04,37.435636224138
2015-12-07,37.435636224138
2015-12-08,37.263474381513
2015-12-09,36.775682494076
2015-12-10,36.52700427695
2015-12-11,35.981825108638
2015-12-14,36.241448111827
2015-12-15,36.799156785344
2015-12-16,36.97223878747
2015-12-17,36.914544786761
2015-12-18,36.212601111472
2015-12-21,36.443377114307
2015-12-22,37.59725712848
2015-12-23,37.943421132732
2015-12-24,38.308816470554
2015-12-28,38.328047804123
2015-12-29,38.856909477286
2015-12-30,38.289585136984
2015-12-31,37.674182462759
