date,XL
2015-01-02,32.488618864235
2015-01-05,32.686662694757
2015-01-06,32.846983890894
2015-01-07,32.865845208087
2015-01-08,33.403392748075
2015-01-09,33.837203043505
2015-01-12,33.516560651231
2015-01-13,33.554283285616
2015-01-14,33.252502210535
2015-01-15,33.054458380012
2015-01-16,33.507129992635
2015-01-20,32.960151794049
2015-01-21,32.875275866683
2015-01-22,33.761757774735
2015-01-23,33.412823406672
2015-01-26,33.610867237194
2015-01-27,33.639159212983
2015-01-28,32.988443769838
2015-01-29,33.016735745627
2015-01-30,32.52634149862
2015-02-02,33.205348917553
2015-02-03,33.139334307379
2015-02-04,33.582575261405
2015-02-05,33.959801605257
2015-02-06,33.761757774735
2015-02-09,33.667451188772
2015-02-10,33.714604481753
2015-02-11,33.686312505964
2015-02-12,33.771188433331
2015-02-13,33.705173823157
2015-02-17,33.648589871579
2015-02-18,33.525991309827
2015-02-19,33.271363527727
2015-02-20,33.337378137901
2015-02-23,33.233640893342
2015-02-24,33.658020530175
2015-02-25,33.629728554386
2015-02-26,33.846633702101
2015-02-27,34.138984118586
2015-03-02,34.45962651086
2015-03-03,34.157845435779
2015-03-04,34.56336375542
2015-03-05,34.619947706997
2015-03-06,34.572794414016
2015-03-09,34.355889266301
2015-03-10,33.639159212983
2015-03-11,33.714604481753
2015-03-12,34.29246086652
2015-03-13,34.282987811032
2015-03-16,34.841898084824
2015-03-17,34.889263362264
2015-03-18,34.983993917144
2015-03-19,34.71874836348
2015-03-20,35.069251416535
2015-03-23,35.126089749463
2015-03-24,35.239766415319
2015-03-25,35.05030530556
2015-03-26,34.889263362264
2015-03-27,34.965047806168
2015-03-30,35.362916136663
2015-03-31,34.8608441958
2015-04-01,34.946101695192
2015-04-02,35.126089749463
2015-04-06,35.334496970199
2015-04-07,35.372389192151
2015-04-08,35.685000023255
2015-04-09,35.921826410454
2015-04-10,35.864988077527
2015-04-13,35.969191687894
2015-04-14,36.026030020822
2015-04-15,35.997610854358
2015-04-16,35.817622800087
2015-04-17,35.334496970199
2015-04-20,35.561850301911
2015-04-21,35.315550859223
2015-04-22,35.154508915927
2015-04-23,35.732365300695
2015-04-24,35.798676689111
2015-04-27,35.817622800087
2015-04-28,35.438700580567
2015-04-29,35.059778361047
2015-04-30,35.126089749463
2015-05-01,35.040832250072
2015-05-04,35.287131692759
2015-05-05,34.898736417752
2015-05-06,34.642963919576
2015-05-07,34.76611364092
2015-05-08,35.031359194584
2015-05-11,34.851371140312
2015-05-12,34.898736417752
2015-05-13,34.974520861656
2015-05-14,35.315550859223
2015-05-15,35.457646691543
2015-05-18,35.580796412887
2015-05-19,35.637634745815
2015-05-20,35.779730578135
2015-05-21,35.467119747031
2015-05-22,35.770257522647
2015-05-26,35.902880299479
2015-05-27,35.808149744599
2015-05-28,35.637634745815
2015-05-29,35.694473078743
2015-06-01,35.637634745815
2015-06-02,35.419754469591
2015-06-03,35.703946134231
2015-06-04,35.362916136663
2015-06-05,35.088197527511
2015-06-08,34.8608441958
2015-06-09,34.946101695192
2015-06-10,35.685000023255
2015-06-11,35.997610854358
2015-06-12,35.740756865704
2015-06-15,35.540981541195
2015-06-16,36.026150186431
2015-06-17,36.111768182649
2015-06-18,36.692067934794
2015-06-19,36.482779499594
2015-06-22,36.634989270649
2015-06-23,36.387648392685
2015-06-24,36.035663297122
2015-06-25,35.759783087086
2015-06-26,35.845401083304
2015-06-29,35.255588220468
2015-06-30,35.388771770141
2015-07-01,36.12128129334
