date,IR
2015-01-02,59.917670104558
2015-01-05,58.875788392338
2015-01-06,57.644473641533
2015-01-07,57.957038155199
2015-01-08,59.131522994428
2015-01-09,58.487450663238
2015-01-12,58.913675000055
2015-01-13,58.620053790248
2015-01-14,58.184357801501
2015-01-15,58.298017624653
2015-01-16,58.364319188157
2015-01-20,59.074693082853
2015-01-21,59.785066977548
2015-01-22,61.319474590089
2015-01-23,61.243701374655
2015-01-26,61.878302053916
2015-01-27,61.338417893948
2015-01-28,60.476497568384
2015-01-29,61.243701374655
2015-01-30,62.891768810348
2015-02-02,62.664449164046
2015-02-03,63.886292262921
2015-02-04,63.280106539448
2015-02-05,63.308521495236
2015-02-06,63.071730197004
2015-02-09,62.891768810348
2015-02-10,63.450596274175
2015-02-11,63.138031760509
2015-02-12,64.056781997648
2015-02-13,64.113611909224
2015-02-17,64.179913472729
2015-02-18,64.321988251668
2015-02-19,64.378818163243
2015-02-20,65.174436925302
2015-02-23,65.013418842504
2015-02-24,65.117607013726
2015-02-25,64.615609461475
2015-02-26,64.350403207456
2015-02-27,63.64002931276
2015-03-02,64.198856776587
2015-03-03,63.886292262921
2015-03-04,63.460067926104
2015-03-05,64.104140257295
2015-03-06,63.327464799095
2015-03-09,64.085196953436
2015-03-10,62.730750727551
2015-03-11,62.977013677712
2015-03-12,64.109077820861
2015-03-13,63.947354371839
2015-03-16,65.26016825213
2015-03-17,64.480090439204
2015-03-18,65.20308938777
2015-03-19,64.565708735744
2015-03-20,64.889155633787
2015-03-23,64.270801269882
2015-03-24,64.641813888225
2015-03-25,63.519262889136
2015-03-26,64.185182973341
2015-03-27,64.470577295144
2015-03-30,65.117471091229
2015-03-31,64.765484761006
2015-04-01,63.785630922818
2015-04-02,64.242261837702
2015-04-06,64.546682447624
2015-04-07,64.07102524462
2015-04-08,64.223235549582
2015-04-09,64.565708735744
2015-04-10,65.25065510807
2015-04-13,65.355299692731
2015-04-14,65.24114196401
2015-04-15,65.821443751675
2015-04-16,65.450431133332
2015-04-17,64.06151210056
2015-04-20,64.384958998603
2015-04-21,63.928328083719
2015-04-22,64.204209261462
2015-04-23,65.697772878894
2015-04-24,65.28870768431
2015-04-27,65.28870768431
2015-04-28,65.821443751675
2015-04-29,64.356419566423
2015-04-30,62.634540491549
2015-05-01,63.595368041617
2015-05-04,63.633420617857
2015-05-05,62.625027347489
2015-05-06,63.566828609436
2015-05-07,63.871249219359
2015-05-08,64.156643541161
2015-05-11,63.899788651539
2015-05-12,64.232748693642
2015-05-13,64.803537337246
2015-05-14,66.763245013622
2015-05-15,67.457704530008
2015-05-18,67.067665623545
2015-05-19,66.344666674979
2015-05-20,65.964140912576
2015-05-21,66.135377505657
2015-05-22,65.897548904155
2015-05-26,65.25065510807
2015-05-27,66.135377505657
2015-05-28,66.059272353177
2015-05-29,65.431404845212
2015-06-01,65.631180870473
2015-06-02,65.869009471975
2015-06-03,65.726312311074
2015-06-04,65.688259734834
2015-06-05,65.745338599194
2015-06-08,65.25065510807
2015-06-09,65.26968139619
2015-06-10,66.097324929417
2015-06-11,66.536763713454
2015-06-12,66.737377071384
2015-06-15,65.954029673753
2015-06-16,65.973135707841
2015-06-17,65.896711571487
2015-06-18,66.32659733848
2015-06-19,65.906264588531
2015-06-22,66.173749065771
2015-06-23,65.791628384
2015-06-24,65.505037872671
2015-06-25,65.1229171909
2015-06-26,65.371295634051
2015-06-29,64.559289185287
2015-06-30,64.406440912578
2015-07-01,64.578395219375
2015-07-02,64.492418065977
2015-07-06,64.033873247851
2015-07-07,64.291804708047
2015-07-08,63.221866799087
2015-07-09,63.145442662732
2015-07-10,63.441586191105
2015-07-13,64.224933588737
2015-07-14,64.435099963711
2015-07-15,64.358675827357
2015-07-16,64.65481935573
2015-07-17,64.607054270508
2015-07-20,65.686545196513
2015-07-21,64.950962884103
2015-07-22,65.151576242033
2015-07-23,63.976555145585
2015-07-24,63.04991249229
2015-07-27,62.094610787861
2015-07-28,57.986813458818
2015-07-29,58.751054822361
2015-07-30,58.378487157634
2015-07-31,58.655524651918
2015-08-03,57.824412169065
2015-08-04,56.725815208972
2015-08-05,57.279890197541
2015-08-06,57.327655282762
2015-08-07,57.556927691825
2015-08-10,58.846584992804
2015-08-11,58.330722072412
2015-08-12,58.884797060981
2015-08-13,58.636418617829
2015-08-14,58.798819907582
2015-08-17,59.343341879107
2015-08-18,59.362447913195
2015-08-19,58.196979833792
2015-08-20,56.926428566902
2015-08-21,55.197332481886
2015-08-24,53.076562698055
2015-08-25,51.882435567519
2015-08-26,52.895055374213
2015-08-27,53.439577345738
2015-08-28,53.238963987808
2015-08-31,52.818631237859
2015-09-01,51.185065323286
2015-09-02,51.806011431165
2015-09-03,51.271042476685
2015-09-04,50.478142062009
2015-09-08,51.481208851659
2015-09-09,52.111707976582
2015-09-10,52.140520199938
2015-09-11,52.82240948603
2015-09-14,52.783993188222
2015-09-15,54.243812504927
2015-09-16,54.839265120951
2015-09-17,53.898065824655
2015-09-18,52.77438911377
2015-09-21,52.639932071442
2015-09-22,51.794773519666
2015-09-23,51.036051637957
2015-09-24,50.575056064261
2015-09-25,50.440599021933
2015-09-28,48.951967481872
2015-09-29,48.6062208016
2015-09-30,48.759885992832
2015-10-01,48.683053397216
2015-10-02,49.355338608856
2015-10-05,50.719117181041
2015-10-06,51.208924978093
2015-10-07,51.621900179529
2015-10-08,52.687952443702
2015-10-09,52.67834836925
2015-10-12,52.419038359046
2015-10-13,51.698732775146
2015-10-14,51.362590169325
2015-10-15,52.10210390213
2015-10-16,51.477839062749
2015-10-19,51.237737201449
2015-10-20,52.178936497746
2015-10-21,52.169332423294
2015-10-22,53.465882474315
2015-10-23,54.339853249447
2015-10-26,54.560746961843
2015-10-27,55.117783280059
2015-10-28,56.337500735464
2015-10-29,56.644831117928
2015-10-30,56.913745202585
2015-11-02,57.826132275525
2015-11-03,57.441969297445
2015-11-04,57.182659287241
2015-11-05,57.538010041965
2015-11-06,57.672467084293
2015-11-09,56.808100383612
2015-11-10,56.539186298956
2015-11-11,56.5103740756
2015-11-12,54.800848823143
2015-11-13,54.608767334103
2015-11-16,55.415509588072
2015-11-17,54.983326237731
2015-11-18,55.732444044988
2015-11-19,56.347104809916
2015-11-20,56.375917033272
2015-11-23,56.097398874164
2015-11-24,56.183835544232
2015-11-25,56.193439618684
2015-11-27,56.212647767588
2015-11-30,56.347104809916
2015-12-01,56.644831117928
2015-12-02,55.74204811944
2015-12-03,55.35788514136
2015-12-04,56.116607023068
2015-12-07,54.983326237731
2015-12-08,53.168156166302
2015-12-09,53.052907272878
2015-12-10,52.994978711707
2015-12-11,52.676371625264
2015-12-14,52.290181217454
2015-12-15,51.652967044568
2015-12-16,52.483276421359
2015-12-17,51.575728963006
2015-12-18,50.803348147386
2015-12-21,51.305395677539
2015-12-22,52.357764538821
2015-12-23,53.71908572635
2015-12-24,53.709430966155
2015-12-28,53.593573843812
2015-12-29,54.28871657787
2015-12-30,53.90252617006
2015-12-31,53.381169119517
