Date,MAT
2015-01-02,26.21550941467285
2015-01-05,26.206907272338867
2015-01-06,25.64766502380371
2015-01-07,25.733701705932617
2015-01-08,25.793926239013672
2015-01-09,25.03680419921875
2015-01-12,24.873329162597656
2015-01-13,24.322694778442383
2015-01-14,24.047378540039062
2015-01-15,23.574169158935547
2015-01-16,23.93552589416504
2015-01-20,23.88390350341797
2015-01-21,24.12480926513672
2015-01-22,24.443145751953125
2015-01-23,24.12480926513672
2015-01-26,22.920284271240234
2015-01-27,22.808441162109375
2015-01-28,23.221418380737305
2015-01-29,23.143985748291016
2015-01-30,23.143985748291016
2015-02-02,24.012958526611328
2015-02-03,24.150617599487305
2015-02-04,24.030168533325195
2015-02-05,24.081790924072266
2015-02-06,24.27967643737793
2015-02-09,24.012958526611328
2015-02-10,23.60858917236328
2015-02-11,23.1697940826416
2015-02-12,23.60858917236328
2015-02-13,23.763450622558594
2015-02-17,23.571529388427734
2015-02-18,23.29237174987793
2015-02-19,22.515958786010742
2015-02-20,22.481063842773438
2015-02-23,22.149559020996094
2015-02-24,22.0884952545166
2015-02-25,22.611919403076172
2015-02-26,22.8038387298584
2015-02-27,22.96086883544922
2015-03-02,23.170236587524414
2015-03-03,23.46684455871582
2015-03-04,23.021934509277344
2015-03-05,22.751497268676758
2015-03-06,22.358932495117188
2015-03-09,22.289140701293945
2015-03-10,21.826786041259766
2015-03-11,21.477832794189453
2015-03-12,22.385103225708008
2015-03-13,21.84423065185547
2015-03-16,21.852951049804688
2015-03-17,21.3208065032959
2015-03-18,20.90206527709961
2015-03-19,20.736316680908203
2015-03-20,20.93696403503418
2015-03-23,21.093990325927734
2015-03-24,20.483327865600586
2015-03-25,20.160547256469727
2015-03-26,19.8552188873291
2015-03-27,19.724365234375
2015-03-30,19.759258270263672
2015-03-31,19.933731079101562
2015-04-01,20.134380340576172
2015-04-02,19.759258270263672
2015-04-06,20.93696403503418
2015-04-07,20.8497257232666
2015-04-08,20.884620666503906
2015-04-09,21.172502517700195
2015-04-10,21.137605667114258
2015-04-13,21.2073974609375
2015-04-14,21.425491333007812
2015-04-15,22.13211441040039
2015-04-16,22.044876098632812
2015-04-17,23.33599090576172
2015-04-20,23.746007919311523
2015-04-21,23.746007919311523
2015-04-22,24.74051284790039
2015-04-23,25.22903823852539
2015-04-24,26.345674514770508
2015-04-27,25.124351501464844
2015-04-28,24.967329025268555
2015-04-29,24.801576614379883
2015-04-30,24.5660343170166
2015-05-01,24.44390106201172
2015-05-04,24.286876678466797
2015-05-05,24.094953536987305
2015-05-06,23.728557586669922
2015-05-07,23.40578269958496
2015-05-08,23.6849365234375
2015-05-11,23.903030395507812
2015-05-12,23.449398040771484
2015-05-13,22.830013275146484
2015-05-14,23.318540573120117
2015-05-15,23.510467529296875
2015-05-18,22.925975799560547
2015-05-19,22.690433502197266
2015-05-20,22.805524826049805
2015-05-21,23.124235153198242
2015-05-22,23.319002151489258
2015-05-26,23.079967498779297
2015-05-27,23.115381240844727
2015-05-28,22.89405632019043
2015-05-29,22.849788665771484
2015-06-01,22.849788665771484
2015-06-02,22.64616584777832
2015-06-03,22.71698760986328
2015-06-04,22.44254493713379
2015-06-05,22.68157958984375
2015-06-08,22.858640670776367
2015-06-09,23.026853561401367
2015-06-10,23.327856063842773
2015-06-11,23.54918098449707
2015-06-12,23.133085250854492
2015-06-15,22.902908325195312
2015-06-16,23.354412078857422
2015-06-17,23.859037399291992
2015-06-18,23.91215705871582
2015-06-19,23.61115074157715
2015-06-22,23.78821563720703
2015-06-23,23.72624397277832
2015-06-24,23.67312240600586
2015-06-25,23.5668888092041
2015-06-26,23.814775466918945
2015-06-29,22.929466247558594
2015-06-30,22.743549346923828
2015-07-01,23.319002151489258
2015-07-02,23.079967498779297
2015-07-06,22.814374923706055
2015-07-07,23.053409576416016
2015-07-08,23.053409576416016
2015-07-09,22.823230743408203
2015-07-10,22.46910285949707
2015-07-13,23.106529235839844
2015-07-14,22.858640670776367
2015-07-15,22.655019760131836
2015-07-16,22.265483856201172
2015-07-17,21.521825790405273
2015-07-20,21.256235122680664
2015-07-21,21.008350372314453
2015-07-22,20.98179054260254
2015-07-23,20.83128547668457
2015-07-24,20.54798698425293
2015-07-27,20.432897567749023
2015-07-28,20.415191650390625
2015-07-29,20.468313217163086
2015-07-30,20.751609802246094
2015-07-31,20.54798698425293
2015-08-03,19.928272247314453
2015-08-04,20.02565574645996
2015-08-05,20.30010414123535
2015-08-06,20.034507751464844
2015-08-07,20.202716827392578
2015-08-10,20.840137481689453
2015-08-11,20.627662658691406
2015-08-12,20.556840896606445
2015-08-13,20.432897567749023
2015-08-14,20.44175148010254
2015-08-17,20.72504997253418
2015-08-18,20.273544311523438
2015-08-19,19.928272247314453
2015-08-20,20.149599075317383
2015-08-21,19.990245819091797
2015-08-24,19.30589485168457
2015-08-25,19.30589485168457
2015-08-26,19.585039138793945
2015-08-27,20.557537078857422
2015-08-28,20.89070701599121
2015-08-31,21.09781265258789
2015-09-01,20.323413848876953
2015-09-02,20.647584915161133
2015-09-03,20.800657272338867
2015-09-04,20.548532485961914
2015-09-08,20.710615158081055
2015-09-09,20.539525985717773
2015-09-10,20.4945011138916
2015-09-11,20.35042953491211
2015-09-14,20.45848274230957
2015-09-15,20.81867218017578
2015-09-16,21.638090133666992
2015-09-17,21.457996368408203
2015-09-18,20.746631622314453
2015-09-21,20.881702423095703
2015-09-22,20.593555450439453
2015-09-23,20.45848274230957
2015-09-24,20.35042953491211
2015-09-25,20.37744140625
2015-09-28,19.458974838256836
2015-09-29,18.93670654296875
2015-09-30,18.96371841430664
2015-10-01,17.856149673461914
2015-10-02,17.946197509765625
2015-10-05,19.467979431152344
2015-10-06,19.540016174316406
2015-10-07,19.6480712890625
2015-10-08,20.107303619384766
2015-10-09,20.125314712524414
2015-10-12,20.25137710571289
2015-10-13,20.233367919921875
2015-10-14,20.27839469909668
2015-10-15,20.287399291992188
2015-10-16,21.512025833129883
2015-10-19,20.836679458618164
2015-10-20,21.412975311279297
2015-10-21,21.47600555419922
2015-10-22,22.052305221557617
2015-10-23,22.277416229248047
2015-10-26,22.052305221557617
2015-10-27,21.512025833129883
2015-10-28,22.007278442382812
2015-10-29,22.178367614746094
2015-10-30,22.133344650268555
2015-11-02,22.47551918029785
2015-11-03,22.7996826171875
2015-11-04,22.39447784423828
2015-11-05,22.32244300842285
2015-11-06,22.169361114501953
2015-11-09,22.241397857666016
2015-11-10,21.917234420776367
2015-11-11,21.6470947265625
2015-11-12,21.124826431274414
2015-11-13,20.89070701599121
2015-11-16,21.412975311279297
2015-11-17,22.250402450561523
2015-11-18,21.926237106323242
2015-11-19,21.97126007080078
2015-11-20,22.09732437133789
2015-11-23,21.53940200805664
2015-11-24,22.289400100708008
2015-11-25,22.691831588745117
2015-11-27,22.39000129699707
2015-11-30,22.737560272216797
2015-12-01,22.710121154785156
2015-12-02,22.51805305480957
2015-12-03,22.39000129699707
2015-12-04,23.35951042175293
2015-12-07,23.551578521728516
2015-12-08,23.213167190551758
2015-12-09,23.149141311645508
2015-12-10,23.38694953918457
2015-12-11,24.00889015197754
2015-12-14,24.758882522583008
2015-12-15,24.777175903320312
2015-12-16,25.179609298706055
2015-12-17,24.557666778564453
2015-12-18,23.95401382446289
2015-12-21,24.127790451049805
2015-12-22,24.71314811706543
2015-12-23,25.29850959777832
2015-12-24,25.32594871520996
2015-12-28,25.124727249145508
2015-12-29,25.316801071166992
2015-12-30,25.0972900390625
2015-12-31,24.850343704223633
